year,cat_ts,cat_txt,iucn_sid,cat_ts_score
2015,LC,Least Concern,22694841,0.0
1988,LC,Lower Risk/least concern,22694864,0.0
1994,LC,Lower Risk/least concern,22694864,0.0
2000,LC,Lower Risk/least concern,22694864,0.0
2004,LC,Least Concern,22694864,0.0
2008,LC,Least Concern,22694864,0.0
2009,LC,Least Concern,22694864,0.0
2012,LC,Least Concern,22694864,0.0
2000,VU,Vulnerable,22694870,0.4
2004,EN,Endangered,22694870,0.6
2005,EN,Endangered,22694870,0.6
2008,EN,Endangered,22694870,0.6
2010,EN,Endangered,22694870,0.6
2012,EN,Endangered,22694870,0.6
1988,LC,Lower Risk/least concern,22694896,0.0
1994,LC,Lower Risk/least concern,22694896,0.0
2000,LC,Lower Risk/least concern,22694896,0.0
2004,LC,Least Concern,22694896,0.0
2008,LC,Least Concern,22694896,0.0
2009,LC,Least Concern,22694896,0.0
2012,LC,Least Concern,22694896,0.0
1988,LC,Lower Risk/least concern,22694903,0.0
1994,LC,Lower Risk/least concern,22694903,0.0
2000,LC,Lower Risk/least concern,22694903,0.0
2004,LC,Least Concern,22694903,0.0
2008,LC,Least Concern,22694903,0.0
2009,LC,Least Concern,22694903,0.0
2012,LC,Least Concern,22694903,0.0
2015,NT,Near Threatened,22694903,0.2
1988,LC,Lower Risk/least concern,22694924,0.0
1994,LC,Lower Risk/least concern,22694924,0.0
2000,LC,Lower Risk/least concern,22694924,0.0
2004,LC,Least Concern,22694924,0.0
2008,LC,Least Concern,22694924,0.0
2009,LC,Least Concern,22694924,0.0
2012,LC,Least Concern,22694924,0.0
1988,LC,Lower Risk/least concern,22694938,0.0
1994,LC,Lower Risk/least concern,22694938,0.0
2000,LC,Lower Risk/least concern,22694938,0.0
2004,LC,Least Concern,22694938,0.0
2008,LC,Least Concern,22694938,0.0
2009,LC,Least Concern,22694938,0.0
2012,LC,Least Concern,22694938,0.0
2013,LC,Least Concern,22694938,0.0
2015,LC,Least Concern,22694938,0.0
1988,LC,Lower Risk/least concern,22695144,0.0
1994,LC,Lower Risk/least concern,22695144,0.0
2000,LC,Lower Risk/least concern,22695144,0.0
2004,LC,Least Concern,22695144,0.0
2008,LC,Least Concern,22695144,0.0
2009,LC,Least Concern,22695144,0.0
2012,LC,Least Concern,22695144,0.0
1988,LC,Lower Risk/least concern,22696453,0.0
1994,LC,Lower Risk/least concern,22696453,0.0
2000,LC,Lower Risk/least concern,22696453,0.0
2004,LC,Least Concern,22696453,0.0
2008,LC,Least Concern,22696453,0.0
2009,LC,Least Concern,22696453,0.0
2012,LC,Least Concern,22696453,0.0
2015,LC,Least Concern,22696453,0.0
1988,LC,Lower Risk/least concern,22696610,0.0
1994,LC,Lower Risk/least concern,22696610,0.0
2000,LC,Lower Risk/least concern,22696610,0.0
2004,LC,Least Concern,22696610,0.0
2008,LC,Least Concern,22696610,0.0
2009,LC,Least Concern,22696610,0.0
2015,LC,Least Concern,22696610,0.0
1988,LC,Lower Risk/least concern,22696753,0.0
1994,LC,Lower Risk/least concern,22696753,0.0
2000,LC,Lower Risk/least concern,22696753,0.0
2004,LC,Least Concern,22696753,0.0
2008,LC,Least Concern,22696753,0.0
2009,LC,Least Concern,22696753,0.0
2012,LC,Least Concern,22696753,0.0
1988,LC,Lower Risk/least concern,22696776,0.0
1994,LC,Lower Risk/least concern,22696776,0.0
2000,LC,Lower Risk/least concern,22696776,0.0
2004,LC,Least Concern,22696776,0.0
2008,LC,Least Concern,22696776,0.0
2009,LC,Least Concern,22696776,0.0
2012,LC,Least Concern,22696776,0.0
1988,LC,Lower Risk/least concern,22696998,0.0
1994,LC,Lower Risk/least concern,22696998,0.0
2000,LC,Lower Risk/least concern,22696998,0.0
2004,LC,Least Concern,22696998,0.0
2008,LC,Least Concern,22696998,0.0
2009,LC,Least Concern,22696998,0.0
2012,LC,Least Concern,22696998,0.0
1988,LC,Lower Risk/least concern,22697839,0.0
1994,LC,Lower Risk/least concern,22697839,0.0
2000,LC,Lower Risk/least concern,22697839,0.0
2004,LC,Least Concern,22697839,0.0
2008,LC,Least Concern,22697839,0.0
2009,LC,Least Concern,22697839,0.0
2012,LC,Least Concern,22697839,0.0
1988,LC,Lower Risk/least concern,22697842,0.0
1994,LC,Lower Risk/least concern,22697842,0.0
2000,LC,Lower Risk/least concern,22697842,0.0
2004,LC,Least Concern,22697842,0.0
2008,LC,Least Concern,22697842,0.0
2009,LC,Least Concern,22697842,0.0
2012,LC,Least Concern,22697842,0.0
1988,LC,Lower Risk/least concern,22697847,0.0
1994,LC,Lower Risk/least concern,22697847,0.0
2000,LC,Lower Risk/least concern,22697847,0.0
2004,LC,Least Concern,22697847,0.0
2008,LC,Least Concern,22697847,0.0
2009,LC,Least Concern,22697847,0.0
2010,NT,Near Threatened,22697847,0.2
2012,NT,Near Threatened,22697847,0.2
2015,NT,Near Threatened,22697847,0.2
1988,LC,Lower Risk/least concern,22697866,0.0
1994,LC,Lower Risk/least concern,22697866,0.0
2000,LC,Lower Risk/least concern,22697866,0.0
2004,LC,Least Concern,22697866,0.0
2008,LC,Least Concern,22697866,0.0
2009,LC,Least Concern,22697866,0.0
2015,LC,Least Concern,22697866,0.0
1988,LC,Lower Risk/least concern,22698188,0.0
1994,LC,Lower Risk/least concern,22698188,0.0
2000,LC,Lower Risk/least concern,22698188,0.0
2004,LC,Least Concern,22698188,0.0
2008,LC,Least Concern,22698188,0.0
2009,LC,Least Concern,22698188,0.0
2012,LC,Least Concern,22698188,0.0
1988,T,Threatened,22698195,0.6
1994,VU,Vulnerable,22698195,0.4
1996,VU,Vulnerable,22698195,0.4
2000,VU,Vulnerable,22698195,0.4
2004,VU,Vulnerable,22698195,0.4
2006,VU,Vulnerable,22698195,0.4
2007,VU,Vulnerable,22698195,0.4
2008,VU,Vulnerable,22698195,0.4
2010,VU,Vulnerable,22698195,0.4
2012,VU,Vulnerable,22698195,0.4
1988,LC,Lower Risk/least concern,22698209,0.0
1994,LC,Lower Risk/least concern,22698209,0.0
2000,LC,Lower Risk/least concern,22698209,0.0
2004,NT,Near Threatened,22698209,0.2
2008,NT,Near Threatened,22698209,0.2
2010,NT,Near Threatened,22698209,0.2
2015,NT,Near Threatened,22698209,0.2
1988,LC,Lower Risk/least concern,22698216,0.0
1994,LC,Lower Risk/least concern,22698216,0.0
2000,LC,Lower Risk/least concern,22698216,0.0
2004,LC,Least Concern,22698216,0.0
2008,LC,Least Concern,22698216,0.0
2009,LC,Least Concern,22698216,0.0
2012,LC,Least Concern,22698216,0.0
1988,LC,Lower Risk/least concern,22698572,0.0
1994,LC,Lower Risk/least concern,22698572,0.0
2000,LC,Lower Risk/least concern,22698572,0.0
2004,LC,Least Concern,22698572,0.0
2008,LC,Least Concern,22698572,0.0
2009,LC,Least Concern,22698572,0.0
2012,LC,Least Concern,22698572,0.0
1988,LC,Lower Risk/least concern,22705986,0.0
1994,LC,Lower Risk/least concern,22705986,0.0
2000,LC,Lower Risk/least concern,22705986,0.0
2004,LC,Least Concern,22705986,0.0
2008,LC,Least Concern,22705986,0.0
2009,LC,Least Concern,22705986,0.0
2012,LC,Least Concern,22705986,0.0
1988,LC,Lower Risk/least concern,22710886,0.0
1994,LC,Lower Risk/least concern,22710886,0.0
2000,LC,Lower Risk/least concern,22710886,0.0
2004,LC,Least Concern,22710886,0.0
2008,LC,Least Concern,22710886,0.0
2009,LC,Least Concern,22710886,0.0
2012,LC,Least Concern,22710886,0.0
2014,LC,Least Concern,22710886,0.0
2015,LC,Least Concern,22710886,0.0
1988,LC,Lower Risk/least concern,22711374,0.0
1994,LC,Lower Risk/least concern,22711374,0.0
2000,LC,Lower Risk/least concern,22711374,0.0
2004,LC,Least Concern,22711374,0.0
2008,LC,Least Concern,22711374,0.0
2009,LC,Least Concern,22711374,0.0
2012,LC,Least Concern,22711374,0.0
1988,LC,Lower Risk/least concern,22712077,0.0
1994,LC,Lower Risk/least concern,22712077,0.0
2000,LC,Lower Risk/least concern,22712077,0.0
2004,LC,Least Concern,22712077,0.0
2008,LC,Least Concern,22712077,0.0
2009,LC,Least Concern,22712077,0.0
2012,LC,Least Concern,22712077,0.0
1988,LC,Lower Risk/least concern,22717434,0.0
1994,LC,Lower Risk/least concern,22717434,0.0
2000,LC,Lower Risk/least concern,22717434,0.0
2004,LC,Least Concern,22717434,0.0
2008,LC,Least Concern,22717434,0.0
2009,LC,Least Concern,22717434,0.0
2012,LC,Least Concern,22717434,0.0
1988,LC,Lower Risk/least concern,22718575,0.0
1994,LC,Lower Risk/least concern,22718575,0.0
2000,LC,Lower Risk/least concern,22718575,0.0
2004,LC,Least Concern,22718575,0.0
2008,LC,Least Concern,22718575,0.0
2009,LC,Least Concern,22718575,0.0
2012,LC,Least Concern,22718575,0.0
2013,LC,Least Concern,22718575,0.0
1988,LC,Lower Risk/least concern,22721033,0.0
1994,LC,Lower Risk/least concern,22721033,0.0
2000,LC,Lower Risk/least concern,22721033,0.0
2004,LC,Least Concern,22721033,0.0
2008,LC,Least Concern,22721033,0.0
2009,LC,Least Concern,22721033,0.0
2012,LC,Least Concern,22721033,0.0
1988,LC,Lower Risk/least concern,22721043,0.0
1994,LC,Lower Risk/least concern,22721043,0.0
2000,LC,Lower Risk/least concern,22721043,0.0
2004,LC,Least Concern,22721043,0.0
2008,LC,Least Concern,22721043,0.0
2009,LC,Least Concern,22721043,0.0
2012,LC,Least Concern,22721043,0.0
1988,LC,Lower Risk/least concern,22721058,0.0
1994,LC,Lower Risk/least concern,22721058,0.0
2000,LC,Lower Risk/least concern,22721058,0.0
2004,LC,Least Concern,22721058,0.0
2008,LC,Least Concern,22721058,0.0
2009,LC,Least Concern,22721058,0.0
2012,LC,Least Concern,22721058,0.0
1988,LC,Lower Risk/least concern,22721836,0.0
1994,LC,Lower Risk/least concern,22721836,0.0
2000,LC,Lower Risk/least concern,22721836,0.0
2004,LC,Least Concern,22721836,0.0
2008,LC,Least Concern,22721836,0.0
2009,LC,Least Concern,22721836,0.0
2012,LC,Least Concern,22721836,0.0
1988,LC,Lower Risk/least concern,22724332,0.0
1994,LC,Lower Risk/least concern,22724332,0.0
2000,LC,Lower Risk/least concern,22724332,0.0
2004,LC,Least Concern,22724332,0.0
2008,LC,Least Concern,22724332,0.0
2009,LC,Least Concern,22724332,0.0
2012,LC,Least Concern,22724332,0.0
2014,LC,Least Concern,22728182,0.0
1988,LC,Lower Risk/least concern,22728950,0.0
1994,LC,Lower Risk/least concern,22728950,0.0
2000,LC,Lower Risk/least concern,22728950,0.0
2004,LC,Least Concern,22728950,0.0
2008,LC,Least Concern,22728950,0.0
2009,LC,Least Concern,22728950,0.0
2012,LC,Least Concern,22728950,0.0
2000,LC,Lower Risk/least concern,22728995,0.0
2004,LC,Least Concern,22728995,0.0
2008,LC,Least Concern,22728995,0.0
2009,LC,Least Concern,22728995,0.0
2015,LC,Least Concern,22728995,0.0
2012,NT,Near Threatened,22732425,0.2
2013,NT,Near Threatened,22732425,0.2
2012,LC,Least Concern,22734194,0.0
2013,LC,Least Concern,22734194,0.0
2008,LC,Least Concern,22735128,0.0
2009,LC,Least Concern,22735128,0.0
2012,LC,Least Concern,22735128,0.0
2014,LC,Least Concern,45354964,0.0
2015,LC,Least Concern,45354964,0.0
2013,CR,Critically Endangered,46967817,0.8
2015,LC,Least Concern,60483137,0.0
2015,LC,Least Concern,60483273,0.0
2014,LC,Least Concern,62015238,0.0
2014,LC,Least Concern,62030590,0.0
2012,LC,Least Concern,62169677,0.0
2014,LC,Least Concern,62169677,0.0
2015,LC,Least Concern,65374916,0.0
