order_no,issued_date,revoked_date,area_closed,year_issued,year_revoked
PTN-2015-411,2015-08-13,2016-01-28,25,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,24,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,23,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,22,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,21,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,20,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,19,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,18,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,17,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,16,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,15,2015.0,2016.0
PTN-2015-411,2015-08-13,2016-01-28,14,2015.0,2016.0
PTN-2015-414,2015-08-13,2016-02-12,29,2015.0,2016.0
PTN-2015-465,2015-09-09,2016-04-29,1,2015.0,2016.0
PTN-2015-490,2015-09-22,2016-01-08,25,2015.0,2016.0
PTN-2015-534,2015-10-22,2016-01-08,25,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,12,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,13,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,14,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,15,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,16,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,17,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,18,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,19,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,20,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,21,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,22,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,23,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,24,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,25,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,26,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,27,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,28,2015.0,2016.0
PTN-2015-561,2015-11-04,2016-04-01,29,2015.0,2016.0
PTN-2015-572,2015-11-12,2016-02-18,19,2015.0,2016.0
PTN-2015-573,2015-11-12,2016-02-18,19,2015.0,2016.0
PTN-2015-626,2015-12-04,2016-01-25,13,2015.0,2016.0
PTN-2015-633,2015-12-08,2016-01-22,3,2015.0,2016.0
PTN-2015-634,2015-12-08,2016-01-22,3,2015.0,2016.0
PTN-2015-636,2015-12-09,2016-01-07,24,2015.0,2016.0
PTN-2015-637,2015-12-09,2016-01-07,24,2015.0,2016.0
PTN-2015-643,2015-12-11,2016-01-28,4,2015.0,2016.0
PTN-2015-644,2015-12-11,2016-01-28,4,2015.0,2016.0
PSN-2015-645,2015-12-15,2016-04-29,15,2015.0,2016.0
PSN-2015-647,2015-12-15,2016-04-29,17,2015.0,2016.0
PTN-2015-652,2015-12-15,2016-01-04,15,2015.0,2016.0
PTN-2015-655,2015-12-16,2016-02-05,24,2015.0,2016.0
PTN-2015-656,2015-12-17,2016-01-29,12,2015.0,2016.0
PTN-2015-657,2015-12-17,2016-01-29,12,2015.0,2016.0
PTN-2015-662,2015-12-24,2016-01-19,7,2015.0,2016.0
PTN-2015-663,2015-12-24,2016-01-19,7,2015.0,2016.0
PTN-2015-664,2015-12-24,2016-01-08,23,2015.0,2016.0
PTN-2015-665,2015-12-24,2016-01-08,23,2015.0,2016.0
PTN-2015-666,2015-12-24,2016-03-18,27,2015.0,2016.0
PTN-2015-667,2015-12-30,2016-01-29,1,2015.0,2016.0
PTN-2015-668,2015-12-31,2016-01-06,16,2015.0,2016.0
PTN-2015-669,2015-12-31,2016-01-06,16,2015.0,2016.0
PTN-2015-670,2015-12-31,2016-02-12,17,2015.0,2016.0
PTN-2015-671,2015-12-31,2016-04-11,17,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,13,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,14,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,15,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,16,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,17,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,18,2015.0,2016.0
PTN-2015-672,2015-12-31,2016-01-08,19,2015.0,2016.0
PTN-2015-673,2015-12-31,2016-01-08,18,2015.0,2016.0
PTN-2015-674,2015-12-31,2016-01-08,18,2015.0,2016.0
