rgn_id,year,stock,C_Ct
1,2009,Chum JS,0.84388
2,2009,Chum JS,0.84388
3,2009,Chum JS,0.84388
4,2009,Chum JS,0.84388
5,2009,Chum JS,0.84388
6,2009,Chum JS,0.84388
8,2009,Chum JS,0.84388
1,2010,Chum JS,4
2,2010,Chum JS,4
3,2010,Chum JS,4
4,2010,Chum JS,4
5,2010,Chum JS,4
6,2010,Chum JS,4
8,2010,Chum JS,4
1,2011,Chum JS,0.90909
2,2011,Chum JS,0.90909
3,2011,Chum JS,0.90909
4,2011,Chum JS,0.90909
5,2011,Chum JS,0.90909
6,2011,Chum JS,0.90909
8,2011,Chum JS,0.90909
1,2012,Chum JS,1.73913
2,2012,Chum JS,1.73913
3,2012,Chum JS,1.73913
4,2012,Chum JS,1.73913
5,2012,Chum JS,1.73913
6,2012,Chum JS,1.73913
8,2012,Chum JS,1.73913
1,2013,Chum JS,0.9009
2,2013,Chum JS,0.9009
3,2013,Chum JS,0.9009
4,2013,Chum JS,0.9009
5,2013,Chum JS,0.9009
6,2013,Chum JS,0.9009
8,2013,Chum JS,0.9009
1,2004,S WCVI,0.0896
2,2004,S WCVI,0.0896
3,2004,S WCVI,0.0896
4,2004,S WCVI,0.0896
5,2004,S WCVI,0.0896
6,2004,S WCVI,0.0896
8,2004,S WCVI,0.0896
1,2005,S WCVI,0.78731
2,2005,S WCVI,0.78731
3,2005,S WCVI,0.78731
4,2005,S WCVI,0.78731
5,2005,S WCVI,0.78731
6,2005,S WCVI,0.78731
8,2005,S WCVI,0.78731
1,2006,S WCVI,0.93795
2,2006,S WCVI,0.93795
3,2006,S WCVI,0.93795
4,2006,S WCVI,0.93795
5,2006,S WCVI,0.93795
6,2006,S WCVI,0.93795
8,2006,S WCVI,0.93795
1,2007,S WCVI,17.72505
2,2007,S WCVI,17.72505
3,2007,S WCVI,17.72505
4,2007,S WCVI,17.72505
5,2007,S WCVI,17.72505
6,2007,S WCVI,17.72505
8,2007,S WCVI,17.72505
1,2008,S WCVI,NA
2,2008,S WCVI,NA
3,2008,S WCVI,NA
4,2008,S WCVI,NA
5,2008,S WCVI,NA
6,2008,S WCVI,NA
8,2008,S WCVI,NA
1,2009,S WCVI,2.30666
2,2009,S WCVI,2.30666
3,2009,S WCVI,2.30666
4,2009,S WCVI,2.30666
5,2009,S WCVI,2.30666
6,2009,S WCVI,2.30666
8,2009,S WCVI,2.30666
1,2010,S WCVI,0.36971
2,2010,S WCVI,0.36971
3,2010,S WCVI,0.36971
4,2010,S WCVI,0.36971
5,2010,S WCVI,0.36971
6,2010,S WCVI,0.36971
8,2010,S WCVI,0.36971
1,2011,S WCVI,0.9949
2,2011,S WCVI,0.9949
3,2011,S WCVI,0.9949
4,2011,S WCVI,0.9949
5,2011,S WCVI,0.9949
6,2011,S WCVI,0.9949
8,2011,S WCVI,0.9949
1,2012,S WCVI,1.53011
2,2012,S WCVI,1.53011
3,2012,S WCVI,1.53011
4,2012,S WCVI,1.53011
5,2012,S WCVI,1.53011
6,2012,S WCVI,1.53011
8,2012,S WCVI,1.53011
1,2013,S WCVI,15.15262
2,2013,S WCVI,15.15262
3,2013,S WCVI,15.15262
4,2013,S WCVI,15.15262
5,2013,S WCVI,15.15262
6,2013,S WCVI,15.15262
8,2013,S WCVI,15.15262
1,2003,Pink 6,NA
2,2003,Pink 6,NA
3,2003,Pink 6,NA
4,2003,Pink 6,NA
5,2003,Pink 6,NA
6,2003,Pink 6,NA
8,2003,Pink 6,NA
1,2004,Pink 6,NA
2,2004,Pink 6,NA
3,2004,Pink 6,NA
4,2004,Pink 6,NA
5,2004,Pink 6,NA
6,2004,Pink 6,NA
8,2004,Pink 6,NA
1,2005,Pink 6,NA
2,2005,Pink 6,NA
3,2005,Pink 6,NA
4,2005,Pink 6,NA
5,2005,Pink 6,NA
6,2005,Pink 6,NA
8,2005,Pink 6,NA
1,2006,Pink 6,NA
2,2006,Pink 6,NA
3,2006,Pink 6,NA
4,2006,Pink 6,NA
5,2006,Pink 6,NA
6,2006,Pink 6,NA
8,2006,Pink 6,NA
1,2005,Coho inside F,1.15385
2,2005,Coho inside F,1.15385
3,2005,Coho inside F,1.15385
4,2005,Coho inside F,1.15385
5,2005,Coho inside F,1.15385
6,2005,Coho inside F,1.15385
8,2005,Coho inside F,1.15385
1,2006,Coho inside F,1.36364
2,2006,Coho inside F,1.36364
3,2006,Coho inside F,1.36364
4,2006,Coho inside F,1.36364
5,2006,Coho inside F,1.36364
6,2006,Coho inside F,1.36364
8,2006,Coho inside F,1.36364
1,2007,Coho inside F,1.66667
2,2007,Coho inside F,1.66667
3,2007,Coho inside F,1.66667
4,2007,Coho inside F,1.66667
5,2007,Coho inside F,1.66667
6,2007,Coho inside F,1.66667
8,2007,Coho inside F,1.66667
1,2008,Coho inside F,1.63043
2,2008,Coho inside F,1.63043
3,2008,Coho inside F,1.63043
4,2008,Coho inside F,1.63043
5,2008,Coho inside F,1.63043
6,2008,Coho inside F,1.63043
8,2008,Coho inside F,1.63043
1,2009,Coho inside F,1.24481
2,2009,Coho inside F,1.24481
3,2009,Coho inside F,1.24481
4,2009,Coho inside F,1.24481
5,2009,Coho inside F,1.24481
6,2009,Coho inside F,1.24481
8,2009,Coho inside F,1.24481
1,2010,Coho inside F,0.96774
2,2010,Coho inside F,0.96774
3,2010,Coho inside F,0.96774
4,2010,Coho inside F,0.96774
5,2010,Coho inside F,0.96774
6,2010,Coho inside F,0.96774
8,2010,Coho inside F,0.96774
1,2011,Coho inside F,0.96774
2,2011,Coho inside F,0.96774
3,2011,Coho inside F,0.96774
4,2011,Coho inside F,0.96774
5,2011,Coho inside F,0.96774
6,2011,Coho inside F,0.96774
8,2011,Coho inside F,0.96774
1,2012,Coho inside F,2.30769
2,2012,Coho inside F,2.30769
3,2012,Coho inside F,2.30769
4,2012,Coho inside F,2.30769
5,2012,Coho inside F,2.30769
6,2012,Coho inside F,2.30769
8,2012,Coho inside F,2.30769
1,2013,Coho inside F,1.03448
2,2013,Coho inside F,1.03448
3,2013,Coho inside F,1.03448
4,2013,Coho inside F,1.03448
5,2013,Coho inside F,1.03448
6,2013,Coho inside F,1.03448
8,2013,Coho inside F,1.03448
1,2014,Coho inside F,1.58416
2,2014,Coho inside F,1.58416
3,2014,Coho inside F,1.58416
4,2014,Coho inside F,1.58416
5,2014,Coho inside F,1.58416
6,2014,Coho inside F,1.58416
8,2014,Coho inside F,1.58416
1,2015,Coho inside F,NA
2,2015,Coho inside F,NA
3,2015,Coho inside F,NA
4,2015,Coho inside F,NA
5,2015,Coho inside F,NA
6,2015,Coho inside F,NA
8,2015,Coho inside F,NA
1,2016,Coho inside F,NA
2,2016,Coho inside F,NA
3,2016,Coho inside F,NA
4,2016,Coho inside F,NA
5,2016,Coho inside F,NA
6,2016,Coho inside F,NA
8,2016,Coho inside F,NA
