Stock,Year,B,B/Bmsy,F (1-SPR),F/Fmsy
dungeness crab,1962,4833.97,0.735820078,0.792805,1.132578571
dungeness crab,1963,4481.44,0.68215846,0.808564,1.155091429
dungeness crab,1964,4113.26,0.626114621,0.791644,1.13092
dungeness crab,1965,4129.8,0.628632316,0.797499,1.139284286
dungeness crab,1966,4253.03,0.647390212,0.775852,1.10836
dungeness crab,1967,4432.53,0.674713449,0.774911,1.107015714
dungeness crab,1968,4408.85,0.671108912,0.75476,1.078228571
dungeness crab,1969,4443.89,0.676442652,0.74755,1.067928571
dungeness crab,1970,4634.52,0.705460081,0.795233,1.136047143
dungeness crab,1971,4873.71,0.741869244,0.776314,1.10902
dungeness crab,1972,5471.82,0.832912703,0.785468,1.122097143
dungeness crab,1973,5678.77,0.864414339,0.758654,1.083791429
dungeness crab,1974,5839.39,0.888863688,0.803837,1.148338571
dungeness crab,1975,5506.78,0.838234264,0.821246,1.173208571
dungeness crab,1976,4989.91,0.759557044,0.807237,1.153195714
dungeness crab,1977,4638.37,0.706046122,0.771808,1.102582857
dungeness crab,1978,4403.87,0.670350864,0.82708,1.181542857
dungeness crab,1979,3775.38,0.574683005,0.866528,1.237897143
dungeness crab,1980,3038.85,0.46256945,0.856535,1.223621429
dungeness crab,1981,2830.35,0.430831875,0.831612,1.188017143
dungeness crab,1982,2933.68,0.446560621,0.86272,1.232457143
dungeness crab,1983,2860.32,0.435393866,0.883102,1.261574286
dungeness crab,1984,2590.69,0.394351168,0.85443,1.220614286
dungeness crab,1985,2562.95,0.390128625,0.836987,1.195695714
dungeness crab,1986,2622.68,0.399220641,0.840877,1.201252857
dungeness crab,1987,2609.32,0.397187001,0.888284,1.268977143
dungeness crab,1988,2290.78,0.348699292,0.888705,1.269578571
dungeness crab,1989,2235.42,0.340272471,0.888964,1.269948571
dungeness crab,1990,2264.97,0.34477053,0.874747,1.249638571
dungeness crab,1991,2203.93,0.335479108,0.893787,1.276838571
dungeness crab,1992,1828.47,0.278327118,0.887737,1.268195714
dungeness crab,1993,1672.94,0.254652561,0.882608,1.260868571
dungeness crab,1994,1729.83,0.263312276,0.86079,1.2297
dungeness crab,1995,2033.43,0.309525839,0.852327,1.21761
dungeness crab,1996,2317.41,0.352752873,0.863741,1.233915714
dungeness crab,1997,2336.51,0.355660248,0.876169,1.25167
dungeness crab,1998,2188.7,0.333160819,0.855893,1.222704286
dungeness crab,1999,2290.92,0.348720603,0.832834,1.189762857
dungeness crab,2000,2562.43,0.390049471,0.835456,1.193508571
dungeness crab,2001,2747.44,0.418211432,0.830978,1.187111429
dungeness crab,2002,2925.14,0.445260674,0.812653,1.160932857
dungeness crab,2003,3402.98,0.517996803,0.757222,1.081745714
dungeness crab,2004,4287.99,0.652711774,0.771535,1.102192857
dungeness crab,2005,4876.82,0.742342644,0.813491,1.16213
dungeness crab,2006,4753.99,0.723645635,0.769739,1.099627143
dungeness crab,2007,4704.1,0.71605145,0.786984,1.124262857
dungeness crab,2008,4367.87,0.664870995,0.777214,1.110305714
dungeness crab,2009,4118.59,0.626925946,0.796373,1.137675714
dungeness crab,2010,3860.6,0.587655073,0.522573,0.746532857
dungeness crab,2011,4720.24,0.718508258,,
prawn,1900,178804,2.454264945,0.002352,0.0042758
prawn,1901,178544,2.450696183,0.003623,0.006588
prawn,1902,178259,2.446784271,0.004991,0.00907377
prawn,1903,177943,2.442446853,0.006272,0.0114039
prawn,1904,177595,2.437670202,0.007651,0.0139113
prawn,1905,177215,2.43245432,0.006867,0.0124845
prawn,1906,176826,2.427114903,0.006124,0.0111345
prawn,1907,176428,2.421651952,0.005373,0.00976951
prawn,1908,176024,2.416106646,0.004621,0.00840092
prawn,1909,175613,2.410465257,0.006741,0.0122561
prawn,1910,175166,2.404329732,0.008964,0.0162983
prawn,1911,174683,2.39770007,0.011107,0.0201939
prawn,1912,174163,2.390562547,0.013311,0.0242012
prawn,1913,173604,2.382889709,0.015526,0.0282285
prawn,1914,173008,2.374709009,0.017759,0.0322896
prawn,1915,172373,2.365992994,0.019963,0.0362958
prawn,1916,171700,2.356755392,0.064474,0.117225
prawn,1917,170578,2.341354812,0.101445,0.184445
prawn,1918,169081,2.320806979,0.145119,0.263852
prawn,1919,167093,2.293519678,0.06294,0.114436
prawn,1920,165937,2.277652414,0.04669,0.0848905
prawn,1921,164969,2.264365639,0.069006,0.125465
prawn,1922,163817,2.248553279,0.035265,0.064118
prawn,1923,162970,2.236927351,0.081076,0.14741
prawn,1924,161713,2.21967376,0.083845,0.152445
prawn,1925,160438,2.202173101,0.09484,0.172436
prawn,1926,159048,2.183093952,0.076503,0.139096
prawn,1927,157815,2.166169785,0.10441,0.189836
prawn,1928,156341,2.145937651,0.090214,0.164025
prawn,1929,155008,2.127640884,0.098863,0.17975
prawn,1930,153607,2.108410748,0.113674,0.206679
prawn,1931,152059,2.087162889,0.064252,0.116822
prawn,1932,150938,2.071776035,0.073987,0.134521
prawn,1933,149740,2.055332279,0.073115,0.132936
prawn,1934,148554,2.039053235,0.108044,0.196444
prawn,1935,147066,2.018628937,0.13748,0.249963
prawn,1936,145316,1.994608424,0.103792,0.188714
prawn,1937,143804,1.973854702,0.1016,0.184727
prawn,1938,142302,1.95323824,0.094498,0.171815
prawn,1939,140867,1.93354142,0.114601,0.208365
prawn,1940,139264,1.91153863,0.082243,0.149533
prawn,1941,137927,1.893186959,0.089628,0.162961
prawn,1942,136535,1.874080358,0.150703,0.274005
prawn,1943,134697,1.848851957,0.18441,0.335291
prawn,1944,132653,1.820795999,0.199273,0.362315
prawn,1945,130507,1.791339988,0.22212,0.403854
prawn,1946,128162,1.759152501,0.216882,0.39433
prawn,1947,125753,1.726086551,0.120631,0.21933
prawn,1948,124062,1.702875873,0.153856,0.279738
prawn,1949,122236,1.677812184,0.139324,0.253317
prawn,1950,120608,1.655466245,0.129384,0.235244
prawn,1951,119162,1.635618439,0.202762,0.368659
prawn,1952,117320,1.610335134,0.129798,0.235996
prawn,1953,116085,1.593383516,0.109007,0.198194
prawn,1954,115129,1.580261453,0.149654,0.272099
prawn,1955,114095,1.566068762,0.142711,0.259475
prawn,1956,113324,1.55548601,0.206208,0.374923
prawn,1957,112465,1.54369537,0.162459,0.295379
prawn,1958,112142,1.53926187,0.098083,0.178332
prawn,1959,112702,1.546948434,0.1354,0.246182
prawn,1960,113564,1.558780252,0.16702,0.303674
prawn,1961,114826,1.576102473,0.104445,0.1899
prawn,1962,117268,1.609621382,0.137995,0.250901
prawn,1963,120342,1.651815127,0.093102,0.169277
prawn,1964,124625,1.710603615,0.097717,0.177668
prawn,1965,129830,1.782047481,0.086369,0.157034
prawn,1966,136099,1.868095819,0.077947,0.141721
prawn,1967,143409,1.968432929,0.163087,0.296522
prawn,1968,149289,2.04914185,0.105371,0.191584
prawn,1969,155109,2.12902721,0.196786,0.357792
prawn,1970,159117,2.184041046,0.16655,0.302817
prawn,1971,163461,2.24366682,0.138767,0.252304
prawn,1972,168902,2.318350024,0.216021,0.392766
prawn,1973,173542,2.382038696,0.184733,0.335878
prawn,1974,178043,2.443819454,0.272083,0.494696
prawn,1975,179436,2.462939781,0.415565,0.755573
prawn,1976,176479,2.422351979,0.609045,1.10736
prawn,1977,166863,2.290362696,0.319689,0.581253
prawn,1978,165216,2.267755963,0.41535,0.755183
prawn,1979,164610,2.259438002,0.63323,1.15133
prawn,1980,157523,2.162161791,0.331372,0.602495
prawn,1981,155108,2.129013484,0.400327,0.727867
prawn,1982,153177,2.102508565,0.582893,1.0598
prawn,1983,147775,2.028360676,0.521811,0.948748
prawn,1984,144216,1.979509817,0.510902,0.928914
prawn,1985,140349,1.926431348,0.52878,0.961418
prawn,1986,134469,1.845722427,0.524806,0.954192
prawn,1987,128737,1.767044955,0.523182,0.951241
prawn,1988,124548,1.709546712,0.478968,0.87085
prawn,1989,121772,1.671443317,0.468025,0.850954
prawn,1990,119233,1.636592985,0.427938,0.77807
prawn,1991,116773,1.602827008,0.442454,0.804462
prawn,1992,114912,1.577282909,0.438361,0.797019
prawn,1993,114145,1.566755062,0.402233,0.731333
prawn,1994,112799,1.548279857,0.394942,0.718077
prawn,1995,110589,1.517945381,0.425344,0.773352
prawn,1996,106824,1.466266965,0.458881,0.834329
prawn,1997,102798,1.411006061,0.461108,0.838378
prawn,1998,99603.1,1.367152842,0.305952,0.556276
prawn,1999,96766,1.328210788,0.440993,0.801805
prawn,2000,92141.7,1.264737614,0.442967,0.805394
prawn,2001,87301.1,1.198295504,0.411754,0.748643
prawn,2002,85517.7,1.173816544,0.294737,0.535886
prawn,2003,85931.4,1.179494993,0.36693,0.667145
prawn,2004,86324.1,1.184885196,0.38159,0.693801
prawn,2005,85741,1.176881561,0.409154,0.743917
prawn,2006,83508,1.146231388,0.420558,0.764651
prawn,2007,80139.2,1.099991215,0.391035,0.710973
prawn,2008,75949,1.042476501,0.45359,0.824709
prawn,2009,70773.3,0.971434807,0.557901,1.01436
prawn,2010,64499.6,0.885321957,0.572038,1.04007
prawn,2011,60956.6,0.836690715,,
geoduck,1911,469866,4,0.000161547,0.000230781
geoduck,1912,469860,3.999948922,0.000323059,0.000461513
geoduck,1913,469848,3.999846765,0.000484547,0.00069221
geoduck,1914,469830,3.99969353,0.000646015,0.000922879
geoduck,1915,469806,3.999489216,0.000807474,0.001153534
geoduck,1916,469776,3.999233824,0.00090116,0.001287371
geoduck,1917,469735,3.998884788,0.0024538,0.003505429
geoduck,1918,469619,3.997897273,0.00296344,0.004233486
geoduck,1919,469467,3.996603287,0.00310958,0.004442257
geoduck,1920,469297,3.995156066,0.00268888,0.003841257
geoduck,1921,469135,3.993776949,0.00410892,0.005869886
geoduck,1922,468911,3.991870023,0.00692236,0.009889086
geoduck,1923,468574,3.989001119,0.00795926,0.011370371
geoduck,1924,468200,3.985817233,0.0111483,0.015926143
geoduck,1925,467706,3.981611779,0.0122912,0.017558857
geoduck,1926,467179,3.977125393,0.0121515,0.017359286
geoduck,1927,466671,3.972800756,0.0147116,0.021016571
geoduck,1928,466077,3.967743995,0.0144594,0.020656286
geoduck,1929,465509,3.962908574,0.0164605,0.023515
geoduck,1930,464878,3.95753683,0.0153971,0.021995857
geoduck,1931,464304,3.95265033,0.0133084,0.019012
geoduck,1932,463823,3.948555546,0.0127234,0.018176286
geoduck,1933,463369,3.944690614,0.0118521,0.016931571
geoduck,1934,462947,3.9410981,0.0125259,0.017894143
geoduck,1935,462489,3.937199116,0.014234,0.020334286
geoduck,1936,461944,3.932559496,0.0155254,0.022179143
geoduck,1937,461324,3.927281395,0.016226,0.02318
geoduck,1938,460657,3.92160318,0.0149406,0.021343714
geoduck,1939,460013,3.916120766,0.0216948,0.030992571
geoduck,1940,459069,3.908084433,0.0223918,0.031988286
geoduck,1941,458061,3.899503263,0.0223941,0.031991571
geoduck,1942,457005,3.890513466,0.0264736,0.037819429
geoduck,1943,455742,3.879761464,0.0546454,0.078064857
geoduck,1944,453279,3.858793784,0.0240128,0.034304
geoduck,1945,452057,3.848390818,0.0353312,0.050473143
geoduck,1946,450320,3.833603623,0.0435715,0.062245
geoduck,1947,448183,3.815411202,0.0377664,0.053952
geoduck,1948,446209,3.798606411,0.0538053,0.076864714
geoduck,1949,443481,3.775382769,0.0760644,0.108663429
geoduck,1950,439762,3.743722678,0.104909,0.14987
geoduck,1951,434756,3.701106273,0.115,0.164285714
geoduck,1952,429309,3.654735605,0.130508,0.18644
geoduck,1953,423200,3.602729289,0.0835418,0.119345429
geoduck,1954,419132,3.568098139,0.0962875,0.137553571
geoduck,1955,414482,3.528512384,0.0923522,0.131931714
geoduck,1956,409953,3.489956711,0.094149,0.134498571
geoduck,1957,405383,3.451052002,0.0879189,0.125598429
geoduck,1958,401180,3.415271588,0.092973,0.132818571
geoduck,1959,396968,3.379414556,0.0885847,0.126549571
geoduck,1960,393362,3.348716443,0.115515,0.165021429
geoduck,1961,389373,3.314757825,0.09759,0.139414286
geoduck,1962,387193,3.296199342,0.108664,0.155234286
geoduck,1963,386012,3.286145412,0.12483,0.178328571
geoduck,1964,385954,3.285651654,0.118816,0.169737143
geoduck,1965,388093,3.303861101,0.112877,0.161252857
geoduck,1966,392157,3.338458199,0.108547,0.155067143
geoduck,1967,397437,3.383407184,0.0858052,0.122578857
geoduck,1968,403949,3.438844266,0.09938,0.141971429
geoduck,1969,409958,3.489999276,0.140781,0.201115714
geoduck,1970,414477,3.528469819,0.155037,0.221481429
geoduck,1971,419193,3.568617436,0.14425,0.206071429
geoduck,1972,425820,3.62503352,0.191113,0.273018571
geoduck,1973,431550,3.673813385,0.184233,0.26319
geoduck,1974,437983,3.728577935,0.168768,0.241097143
geoduck,1975,444120,3.780822618,0.181901,0.259858571
geoduck,1976,447437,3.809060456,0.191309,0.273298571
geoduck,1977,447599,3.810439572,0.180913,0.258447143
geoduck,1978,445617,3.793566676,0.197832,0.282617143
geoduck,1979,440070,3.746344703,0.240334,0.343334286
geoduck,1980,429735,3.658362171,0.20443,0.292042857
geoduck,1981,419622,3.572269541,0.254891,0.36413
geoduck,1982,408010,3.473415825,0.320611,0.458015714
geoduck,1983,393918,3.353449707,0.32098,0.458542857
geoduck,1984,381420,3.247053415,0.325462,0.464945714
geoduck,1985,370120,3.150855776,0.3505,0.500714286
geoduck,1986,358570,3.05252987,0.312287,0.446124286
geoduck,1987,349662,2.976695483,0.334027,0.477181429
geoduck,1988,340868,2.901831586,0.337624,0.48232
geoduck,1989,332854,2.83360788,0.359465,0.513521429
geoduck,1990,324399,2.761629912,0.320228,0.457468571
geoduck,1991,317819,2.705613941,0.363207,0.518867143
geoduck,1992,309617,2.635789778,0.337284,0.481834286
geoduck,1993,302904,2.57864157,0.312321,0.446172857
geoduck,1994,298655,2.542469555,0.219141,0.313058571
geoduck,1995,300146,2.555162536,0.236225,0.337464286
geoduck,1996,303874,2.586899244,0.250724,0.358177143
geoduck,1997,308715,2.628110993,0.209324,0.299034286
geoduck,1998,316856,2.697415859,0.163096,0.232994286
geoduck,1999,328510,2.796627123,0.173956,0.248508571
geoduck,2000,340701,2.900409904,0.161916,0.231308571
geoduck,2001,352007,2.996658622,0.127547,0.18221
geoduck,2002,361507,3.077532743,0.115716,0.165308571
geoduck,2003,368402,3.136230329,0.12662,0.180885714
geoduck,2004,373512,3.179732094,0.108416,0.15488
geoduck,2005,379112,3.22740526,0.108896,0.155565714
geoduck,2006,384556,3.273750388,0.0933659,0.133379857
geoduck,2007,390893,3.327697684,0.137702,0.196717143
geoduck,2008,396088,3.371923059,0.1617,0.231
geoduck,2009,398921,3.396040573,0.169931,0.242758571
geoduck,2010,397836,3.386803897,0.154913,0.221304286
geoduck,2011,393507,3.349950837,,
sardine,1917,70723.8,2.49999293,9.60E-05,0.000174548
sardine,1918,70723.7,2.499989395,0.000191992,0.000349076
sardine,1919,70723.3,2.499975256,0.000287971,0.000523584
sardine,1920,70722.8,2.499957582,0.000383941,0.000698075
sardine,1921,70722,2.499929303,0.000479901,0.000872547
sardine,1922,70721.1,2.499897489,0.000575852,0.001047004
sardine,1923,70720.1,2.49986214,0.000671795,0.001221445
sardine,1924,70718.8,2.499816187,0.00076773,0.001395873
sardine,1925,70717.4,2.499766699,0.000863657,0.001570285
sardine,1926,70715.8,2.499710141,0.000959579,0.001744689
sardine,1927,70714,2.499646513,0.00105549,0.001919073
sardine,1928,70712.1,2.499579351,0.0011514,0.002093455
sardine,1929,70710,2.499505118,0.00124731,0.002267836
sardine,1930,70707.7,2.499423817,0.00134321,0.0024422
sardine,1931,70705.3,2.49933898,0.0014391,0.002616545
sardine,1932,70702.7,2.499247073,0.00328331,0.005969655
sardine,1933,70696.6,2.499031446,0.00304185,0.005530636
sardine,1934,70691,2.498833494,0.00328519,0.005973073
sardine,1935,70685,2.498621402,0.0062537,0.011370364
sardine,1936,70673.4,2.498211357,0.00335462,0.006099309
sardine,1937,70667.4,2.497999265,0.00913019,0.016600345
sardine,1938,70650.5,2.497401872,0.0519497,0.094454
sardine,1939,70549.3,2.493824586,0.0925441,0.168262
sardine,1940,70364.3,2.48728508,0.140547,0.25554
sardine,1941,70074.9,2.477055172,0.602216,1.094938182
sardine,1942,68106.2,2.407464227,0.557411,1.013474545
sardine,1943,66449.1,2.348887931,0.653725,1.188590909
sardine,1944,64240.1,2.270802698,0.864497,1.571812727
sardine,1945,59737.9,2.111655874,0.721253,1.311369091
sardine,1946,57337.9,2.026819043,0.728447,1.324449091
sardine,1947,54977.4,1.943378485,0.618965,1.125390909
sardine,1948,53426,1.888538544,0.587533,1.068241818
sardine,1949,52089.6,1.841298569,0.563902,1.025276364
sardine,1950,50899.2,1.799219501,0.30154,0.548254545
sardine,1951,50452,1.783411572,0.269521,0.490038182
sardine,1952,50083,1.770367909,0.245446,0.446265455
sardine,1953,49735.8,1.758094848,0.230695,0.419445455
sardine,1954,49508,1.750042418,0.209855,0.381554545
sardine,1955,49344.2,1.744252305,0.210816,0.383301818
sardine,1956,49198,1.739084328,0.198749,0.361361818
sardine,1957,49115.8,1.736178666,0.222366,0.404301818
sardine,1958,48930.3,1.729621486,0.195173,0.35486
sardine,1959,48906,1.728762513,0.187723,0.341314545
sardine,1960,48920.4,1.729271534,0.155623,0.282950909
sardine,1961,49018.4,1.732735705,0.123217,0.224030909
sardine,1962,49189.7,1.738790934,0.0734616,0.133566545
sardine,1963,49454.3,1.748144194,0.0754736,0.137224727
sardine,1964,49729.9,1.75788629,0.0816806,0.148510182
sardine,1965,50007.5,1.767699084,0.077186,0.140338182
sardine,1966,50300.6,1.778059782,0.0843883,0.153433273
sardine,1967,50588.1,1.788222527,0.0615547,0.111917636
sardine,1968,50912.5,1.799689639,0.0873067,0.158739455
sardine,1969,51196,1.809710989,0.106032,0.192785455
sardine,1970,51444.4,1.818491601,0.0560366,0.101884727
sardine,1971,51763.4,1.82976783,0.0218177,0.039668545
sardine,1972,52122,1.842443866,0.0200936,0.036533818
sardine,1973,52470.1,1.854748742,0.0145196,0.026399273
sardine,1974,52810.6,1.866784967,0.0597655,0.108664545
sardine,1975,53065.7,1.875802415,0.0876672,0.159394909
sardine,1976,53256.9,1.882561083,0.145321,0.26422
sardine,1977,53326.7,1.88502842,0.20687,0.376127273
sardine,1978,53245.2,1.882147503,0.226844,0.412443636
sardine,1979,53103.3,1.877131525,0.250877,0.45614
sardine,1980,52882.5,1.869326537,0.215873,0.392496364
sardine,1981,52737.4,1.864197444,0.234395,0.426172727
sardine,1982,52530.2,1.856873197,0.207365,0.377027273
sardine,1983,52374.2,1.851358803,0.118027,0.214594545
sardine,1984,52376.5,1.851440105,0.226683,0.412150909
sardine,1985,52138.6,1.843030654,0.237116,0.43112
sardine,1986,51858.9,1.833143629,0.20572,0.374036364
sardine,1987,51663.5,1.826236497,0.213699,0.388543636
sardine,1988,51452,1.818760251,0.230973,0.419950909
sardine,1989,51187.7,1.809417595,0.225532,0.410058182
sardine,1990,50918.6,1.799905266,0.265953,0.483550909
sardine,1991,50548.5,1.786822719,0.288706,0.52492
sardine,1992,50075.3,1.770095724,0.321021,0.583674545
sardine,1993,49531.8,1.750883717,0.299632,0.544785455
sardine,1994,49002.5,1.732173661,0.293285,0.533245455
sardine,1995,48493.9,1.714195323,0.251964,0.458116364
sardine,1996,48243.4,1.705340478,0.283165,0.514845455
sardine,1997,47964.7,1.695488802,0.290911,0.528929091
sardine,1998,47654.7,1.684530711,0.268148,0.487541818
sardine,1999,47406,1.675739494,0.310607,0.56474
sardine,2000,47078.7,1.664169872,0.295943,0.538078182
sardine,2001,46756.2,1.652769923,0.302023,0.549132727
sardine,2002,46450.1,1.641949692,0.336762,0.612294545
sardine,2003,46041.7,1.627513291,0.267962,0.487203636
sardine,2004,45849,1.620701601,0.350806,0.637829091
sardine,2005,45526.7,1.609308721,0.369156,0.671192727
sardine,2006,45167.7,1.596618545,0.266268,0.484123636
sardine,2007,45022.3,1.591478847,0.239149,0.434816364
sardine,2008,44938.6,1.588520163,0.363581,0.661056364
sardine,2009,44637.5,1.577876676,0.206924,0.376225455
sardine,2010,44641.3,1.578011001,0.210298,0.38236
sardine,2011,44660.3,1.578682625,,
other,1950,1.19E+06,2.5,0.065367,0.130734
other,1951,1.18E+06,2.492801818,0.060175,0.12035
other,1952,1.18E+06,2.486529719,0.067681,0.135362
other,1953,1.18E+06,2.47985772,0.086875,0.17375
other,1954,1.17E+06,2.471102037,0.098889,0.197778
other,1955,1.17E+06,2.461083516,0.087923,0.175846
other,1956,1.17E+06,2.452454117,0.129249,0.258498
other,1957,1.16E+06,2.439131167,0.127446,0.254892
other,1958,1.15E+06,2.426460684,0.135091,0.270182
other,1959,1.15E+06,2.413221923,0.143891,0.287782
other,1960,1.14E+06,2.399225459,0.140895,0.28179
other,1961,1.13E+06,2.386028793,0.13966,0.27932
other,1962,1.13E+06,2.37327412,0.106127,0.212254
other,1963,1.12E+06,2.365276141,0.146815,0.29363
other,1964,1.12E+06,2.352500421,0.119764,0.239528
other,1965,1.11E+06,2.343618454,0.146434,0.292868
other,1966,1.11E+06,2.331726722,0.312533,0.625066
other,1967,1.09E+06,2.296283044,0.461472,0.922944
other,1968,1.06E+06,2.231015322,0.270545,0.54109
other,1969,1.05E+06,2.206789864,0.310155,0.62031
other,1970,1.03E+06,2.174734804,0.315869,0.631738
other,1971,1.02E+06,2.143374305,0.35839,0.71678
other,1972,1.00E+06,2.104878767,0.491972,0.983944
other,1973,965660,2.032454959,0.530081,1.060162
other,1974,927291,1.951698518,0.55316,1.10632
other,1975,887568,1.868092271,0.52262,1.04524
other,1976,857315,1.804417831,0.539554,1.079108
other,1977,826881,1.740362435,0.534781,1.069562
other,1978,799947,1.683673598,0.613949,1.227898
other,1979,761997,1.60379904,0.634214,1.268428
other,1980,719973,1.515349806,0.678809,1.357618
other,1981,672103,1.414596313,0.670244,1.340488
other,1982,633453,1.333248442,0.736555,1.47311
other,1983,576003,1.212331621,0.746884,1.493768
other,1984,532171,1.120077033,0.638689,1.277378
other,1985,516663,1.087436858,0.72282,1.44564
other,1986,486054,1.023013134,0.814507,1.629014
other,1987,418312,0.880434417,0.816179,1.632358
other,1988,362289,0.762521047,0.849879,1.699758
other,1989,301310,0.634176629,0.805504,1.611008
other,1990,281804,0.593121738,0.839459,1.678918
other,1991,256208,0.539249032,0.815919,1.631838
other,1992,244726,0.515082505,0.862112,1.724224
other,1993,217457,0.457688584,0.820014,1.640028
other,1994,213224,0.448779256,0.818086,1.636172
other,1995,210751,0.443574255,0.81313,1.62626
other,1996,210033,0.442063058,0.817741,1.635482
other,1997,208934,0.439749958,0.784966,1.569932
other,1998,212620,0.447507998,0.759164,1.518328
other,1999,218312,0.459488129,0.418367,0.836734
other,2000,233141,0.490699192,0.516898,1.033796
other,2001,246501,0.518818404,0.591885,1.18377
other,2002,257874,0.542755514,0.611934,1.223868
other,2003,268370,0.564846776,0.671089,1.342178
other,2004,276172,0.58126789,0.597126,1.194252
other,2005,286085,0.602132093,0.448075,0.89615
other,2006,299283,0.629910338,0.460627,0.921254
other,2007,312044,0.656768816,0.279697,0.559394
other,2008,327502,0.689303755,0.377788,0.755576
other,2009,341261,0.718262755,0.527246,1.054492
other,2010,350879,0.738506062,0.546082,1.092164
other,2011,359236,0.756095302,,
Greenspotted_N,1916,1357.785,2.5,0.04642,0.09284
Greenspotted_N,1917,1349.82,2.485334571,0.07045,0.1409
Greenspotted_N,1918,1337.26,2.462208671,0.07958,0.15916
Greenspotted_N,1919,1325.71,2.440942417,0.05557,0.11114
Greenspotted_N,1920,1319.16,2.428882334,0.05734,0.11468
Greenspotted_N,1921,1312.26,2.416177819,0.04869,0.09738
Greenspotted_N,1922,1306.635,2.405820877,0.04241,0.08482
Greenspotted_N,1923,1301.49,2.396347728,0.04726,0.09452
Greenspotted_N,1924,1294.53,2.383532739,0.03275,0.0655
Greenspotted_N,1925,1285.725,2.367320673,0.04029,0.08058
Greenspotted_N,1926,1276.045,2.349497527,0.06011,0.12022
Greenspotted_N,1927,1263.53,2.326454483,0.05369,0.10738
Greenspotted_N,1928,1253.86,2.308649749,0.0655,0.131
Greenspotted_N,1929,1245.84,2.293883052,0.07061,0.14122
Greenspotted_N,1930,1237.855,2.279180798,0.08417,0.16834
Greenspotted_N,1931,1229.61,2.263999823,0.10504,0.21008
Greenspotted_N,1932,1219.62,2.245605895,0.06137,0.12274
Greenspotted_N,1933,1213.855,2.23499118,0.05507,0.11014
Greenspotted_N,1934,1211.395,2.230461745,0.06607,0.13214
Greenspotted_N,1935,1208.64,2.225389145,0.06752,0.13504
Greenspotted_N,1936,1207.395,2.223096808,0.06681,0.13362
Greenspotted_N,1937,1208.72,2.225536444,0.07322,0.14644
Greenspotted_N,1938,1209.99,2.227874811,0.0786,0.1572
Greenspotted_N,1939,1211.825,2.231253475,0.09121,0.18242
Greenspotted_N,1940,1213.135,2.233665492,0.09406,0.18812
Greenspotted_N,1941,1213.18,2.233748347,0.085,0.17
Greenspotted_N,1942,1212.71,2.232882967,0.03775,0.0755
Greenspotted_N,1943,1215.615,2.238231752,0.0873,0.1746
Greenspotted_N,1944,1216.875,2.240551707,0.2166,0.4332
Greenspotted_N,1945,1214.58,2.236326075,0.35107,0.70214
Greenspotted_N,1946,1204.76,2.218245157,0.32106,0.64212
Greenspotted_N,1947,1197.245,2.204408283,0.24899,0.49798
Greenspotted_N,1948,1193.171,2.196907095,0.22089,0.44178
Greenspotted_N,1949,1189.4955,2.190139639,0.24798,0.49596
Greenspotted_N,1950,1184.706,2.181321049,0.27536,0.55072
Greenspotted_N,1951,1179.9855,2.172629503,0.33474,0.66948
Greenspotted_N,1952,1171.199,2.1564515,0.26671,0.53342
Greenspotted_N,1953,1166.625,2.148029695,0.26114,0.52228
Greenspotted_N,1954,1162.816,2.141016435,0.26471,0.52942
Greenspotted_N,1955,1157.029,2.130361213,0.32833,0.65666
Greenspotted_N,1956,1146.6455,2.111242759,0.32677,0.65354
Greenspotted_N,1957,1135.742,2.091166864,0.35472,0.70944
Greenspotted_N,1958,1126.357,2.073886882,0.41986,0.83972
Greenspotted_N,1959,1115.7915,2.054433323,0.37342,0.74684
Greenspotted_N,1960,1109.117,2.042144007,0.33306,0.66612
Greenspotted_N,1961,1103.807,2.032367054,0.27017,0.54034
Greenspotted_N,1962,1100.604,2.026469581,0.27951,0.55902
Greenspotted_N,1963,1097.608,2.020953244,0.31826,0.63652
Greenspotted_N,1964,1092.5285,2.011600695,0.25037,0.50074
Greenspotted_N,1965,1088.996,2.005096536,0.30889,0.61778
Greenspotted_N,1966,1081.718,1.991696034,0.3212,0.6424
Greenspotted_N,1967,1072.351,1.974449195,0.36402,0.72804
Greenspotted_N,1968,1057.448,1.947009284,0.37599,0.75198
Greenspotted_N,1969,1041.201,1.917094754,0.35039,0.70078
Greenspotted_N,1970,1013.449,1.865996826,0.41003,0.82006
Greenspotted_N,1971,989.806,1.822464529,0.37237,0.74474
Greenspotted_N,1972,964.0855,1.775107068,0.43939,0.87878
Greenspotted_N,1973,925.774,1.704566629,0.53028,1.06056
Greenspotted_N,1974,878.094,1.616776588,0.55398,1.10796
Greenspotted_N,1975,826.759,1.522256837,0.57948,1.15896
Greenspotted_N,1976,777.8335,1.43217354,0.62385,1.2477
Greenspotted_N,1977,725.466,1.335752715,0.60878,1.21756
Greenspotted_N,1978,672.953,1.23906399,0.55016,1.10032
Greenspotted_N,1979,631.694,1.163096514,0.66426,1.32852
Greenspotted_N,1980,576.328,1.061154748,0.65337,1.30674
Greenspotted_N,1981,544.341,1.002259194,0.77889,1.55778
Greenspotted_N,1982,493.2905,0.908263274,0.72437,1.44874
Greenspotted_N,1983,439.439,0.809110058,0.71386,1.42772
Greenspotted_N,1984,407.485,0.750275264,0.65467,1.30934
