iucn_sid,am_sid,risk_score,risk_source,year,cat_ts
NA,Fis-53393,NA,iucn,NA,NE
NA,Fis-53394,NA,iucn,NA,NE
NA,Fis-53396,NA,iucn,NA,NE
NA,Fis-53397,NA,iucn,NA,NE
NA,Fis-53728,NA,iucn,NA,NE
NA,Fis-53729,NA,iucn,NA,NE
NA,Fis-54023,NA,iucn,NA,NE
NA,Fis-54370,NA,iucn,NA,NE
NA,Fis-54537,NA,iucn,NA,NE
NA,Fis-54551,NA,iucn,NA,NE
NA,Fis-54628,NA,iucn,NA,NE
NA,Fis-147792,NA,iucn,NA,NE
NA,Fis-54879,NA,iucn,NA,NE
NA,Fis-144041,NA,iucn,NA,NE
NA,Fis-54895,NA,iucn,NA,NE
NA,Fis-54896,NA,iucn,NA,NE
NA,Fis-54902,NA,iucn,NA,NE
NA,Fis-54907,NA,iucn,NA,NE
NA,Fis-54909,NA,iucn,NA,NE
NA,Fis-55090,NA,iucn,NA,NE
NA,Fis-55519,NA,iucn,NA,NE
NA,Fis-125842,NA,iucn,NA,NE
NA,Fis-56163,NA,iucn,NA,NE
NA,Fis-56185,NA,iucn,NA,NE
NA,Fis-56826,NA,iucn,NA,NE
NA,Fis-56840,NA,iucn,NA,NE
NA,Fis-57179,NA,iucn,NA,NE
NA,Fis-57502,NA,iucn,NA,NE
NA,Fis-57503,NA,iucn,NA,NE
NA,Fis-57505,NA,iucn,NA,NE
NA,Fis-57507,NA,iucn,NA,NE
NA,Fis-57512,NA,iucn,NA,NE
NA,Fis-57528,NA,iucn,NA,NE
NA,Fis-57529,NA,iucn,NA,NE
NA,Fis-57574,NA,iucn,NA,NE
NA,Fis-57663,NA,iucn,NA,NE
NA,Fis-62376,NA,iucn,NA,NE
NA,Fis-63259,NA,iucn,NA,NE
NA,Fis-63650,NA,iucn,NA,NE
NA,Fis-64711,NA,iucn,NA,NE
NA,Fis-114098,NA,iucn,NA,NE
NA,Fis-114124,NA,iucn,NA,NE
NA,Fis-116315,NA,iucn,NA,NE
NA,Fis-116321,NA,iucn,NA,NE
NA,Fis-116739,NA,iucn,NA,NE
NA,Fis-116755,NA,iucn,NA,NE
NA,Fis-116917,NA,iucn,NA,NE
NA,Fis-116935,NA,iucn,NA,NE
NA,Fis-116939,NA,iucn,NA,NE
NA,Fis-116940,NA,iucn,NA,NE
NA,Fis-117115,NA,iucn,NA,NE
NA,Fis-124211,NA,iucn,NA,NE
NA,Fis-124272,NA,iucn,NA,NE
NA,Fis-124273,NA,iucn,NA,NE
NA,Fis-124274,NA,iucn,NA,NE
NA,Fis-124275,NA,iucn,NA,NE
NA,Fis-124276,NA,iucn,NA,NE
NA,Fis-124280,NA,iucn,NA,NE
NA,Fis-124376,NA,iucn,NA,NE
NA,Fis-124381,NA,iucn,NA,NE
NA,Fis-149783,NA,iucn,NA,NE
NA,Fis-125600,NA,iucn,NA,NE
NA,Fis-125615,NA,iucn,NA,NE
NA,Fis-125622,NA,iucn,NA,NE
NA,Fis-125639,NA,iucn,NA,NE
NA,Fis-125642,NA,iucn,NA,NE
NA,Fis-125662,NA,iucn,NA,NE
NA,Fis-125665,NA,iucn,NA,NE
NA,Fis-127016,NA,iucn,NA,NE
NA,Fis-131936,NA,iucn,NA,NE
NA,Fis-132010,NA,iucn,NA,NE
NA,Fis-132018,NA,iucn,NA,NE
NA,Fis-132037,NA,iucn,NA,NE
NA,Fis-132060,NA,iucn,NA,NE
NA,Fis-132442,NA,iucn,NA,NE
NA,Fis-132487,NA,iucn,NA,NE
NA,Fis-132763,NA,iucn,NA,NE
NA,Fis-132808,NA,iucn,NA,NE
NA,Fis-134163,NA,iucn,NA,NE
NA,Fis-134188,NA,iucn,NA,NE
NA,Fis-134463,NA,iucn,NA,NE
NA,Fis-134593,NA,iucn,NA,NE
NA,Fis-138079,NA,iucn,NA,NE
NA,Fis-138158,NA,iucn,NA,NE
NA,Fis-139428,NA,iucn,NA,NE
NA,Fis-139548,NA,iucn,NA,NE
NA,Fis-141387,NA,iucn,NA,NE
NA,Fis-142473,NA,iucn,NA,NE
NA,Fis-143534,NA,iucn,NA,NE
NA,Fis-143552,NA,iucn,NA,NE
NA,Fis-143556,NA,iucn,NA,NE
NA,Fis-143560,NA,iucn,NA,NE
NA,Fis-143735,NA,iucn,NA,NE
NA,Fis-143868,NA,iucn,NA,NE
NA,Fis-144053,NA,iucn,NA,NE
NA,Fis-144121,NA,iucn,NA,NE
NA,Fis-144240,NA,iucn,NA,NE
NA,Fis-144330,NA,iucn,NA,NE
NA,Fis-147633,NA,iucn,NA,NE
NA,Fis-148363,NA,iucn,NA,NE
NA,Fis-148816,NA,iucn,NA,NE
NA,Fis-149263,NA,iucn,NA,NE
NA,Fis-149460,NA,iucn,NA,NE
NA,Fis-149572,NA,iucn,NA,NE
NA,Fis-156400,NA,iucn,NA,NE
NA,Fis-158070,NA,iucn,NA,NE
NA,Fis-160414,NA,iucn,NA,NE
NA,Fis-162475,NA,iucn,NA,NE
NA,Fis-163753,NA,iucn,NA,NE
NA,Fis-163919,NA,iucn,NA,NE
NA,Fis-164265,NA,iucn,NA,NE
NA,Fis-169054,NA,iucn,NA,NE
NA,Fis-30057,NA,iucn,NA,NE
NA,Fis-29726,NA,iucn,NA,NE
NA,Fis-154605,NA,iucn,NA,NE
NA,Fis-30847,NA,iucn,NA,NE
NA,Fis-32329,NA,iucn,NA,NE
NA,Fis-33134,NA,iucn,NA,NE
NA,Fis-158249,NA,iucn,NA,NE
NA,Fis-34791,NA,iucn,NA,NE
NA,Fis-35980,NA,iucn,NA,NE
NA,Fis-49907,NA,iucn,NA,NE
NA,Fis-50608,NA,iucn,NA,NE
NA,Fis-50627,NA,iucn,NA,NE
NA,Fis-52571,NA,iucn,NA,NE
NA,Fis-53189,NA,iucn,NA,NE
NA,Fis-53296,NA,iucn,NA,NE
NA,Fis-53631,NA,iucn,NA,NE
NA,Fis-54429,NA,iucn,NA,NE
NA,Fis-168350,NA,iucn,NA,NE
NA,Fis-154822,NA,iucn,NA,NE
NA,Fis-57501,NA,iucn,NA,NE
NA,Fis-57510,NA,iucn,NA,NE
NA,Fis-61169,NA,iucn,NA,NE
NA,Fis-62571,NA,iucn,NA,NE
NA,Fis-63956,NA,iucn,NA,NE
NA,Fis-116910,NA,iucn,NA,NE
NA,Fis-117113,NA,iucn,NA,NE
NA,Fis-117130,NA,iucn,NA,NE
NA,Fis-123121,NA,iucn,NA,NE
NA,Fis-125628,NA,iucn,NA,NE
NA,Fis-125693,NA,iucn,NA,NE
NA,Fis-125726,NA,iucn,NA,NE
NA,Fis-126951,NA,iucn,NA,NE
NA,Fis-127585,NA,iucn,NA,NE
NA,Fis-128093,NA,iucn,NA,NE
NA,Fis-128094,NA,iucn,NA,NE
NA,Fis-131323,NA,iucn,NA,NE
NA,Fis-132064,NA,iucn,NA,NE
NA,Fis-132076,NA,iucn,NA,NE
NA,Fis-132167,NA,iucn,NA,NE
NA,Fis-132490,NA,iucn,NA,NE
NA,Fis-133346,NA,iucn,NA,NE
NA,Fis-133521,NA,iucn,NA,NE
NA,Fis-134197,NA,iucn,NA,NE
NA,Fis-134472,NA,iucn,NA,NE
NA,Fis-138067,NA,iucn,NA,NE
NA,Fis-138121,NA,iucn,NA,NE
NA,Fis-138122,NA,iucn,NA,NE
NA,Fis-138174,NA,iucn,NA,NE
NA,Fis-138189,NA,iucn,NA,NE
NA,Fis-139317,NA,iucn,NA,NE
NA,Fis-139596,NA,iucn,NA,NE
NA,Fis-149527,NA,iucn,NA,NE
NA,Fis-143547,NA,iucn,NA,NE
NA,Fis-143865,NA,iucn,NA,NE
NA,Fis-143917,NA,iucn,NA,NE
NA,Fis-144103,NA,iucn,NA,NE
NA,Fis-144113,NA,iucn,NA,NE
NA,Fis-144234,NA,iucn,NA,NE
NA,Fis-144237,NA,iucn,NA,NE
NA,Fis-144485,NA,iucn,NA,NE
NA,Fis-144500,NA,iucn,NA,NE
NA,Fis-144517,NA,iucn,NA,NE
NA,Fis-144631,NA,iucn,NA,NE
NA,Fis-144634,NA,iucn,NA,NE
NA,Fis-145111,NA,iucn,NA,NE
NA,Fis-145426,NA,iucn,NA,NE
NA,Fis-145427,NA,iucn,NA,NE
NA,Fis-145434,NA,iucn,NA,NE
NA,Fis-146042,NA,iucn,NA,NE
NA,Fis-146046,NA,iucn,NA,NE
NA,Fis-146367,NA,iucn,NA,NE
NA,Fis-147612,NA,iucn,NA,NE
NA,Fis-149478,NA,iucn,NA,NE
NA,Fis-149809,NA,iucn,NA,NE
NA,Fis-152016,NA,iucn,NA,NE
NA,Fis-159261,NA,iucn,NA,NE
NA,Fis-163771,NA,iucn,NA,NE
NA,Fis-164375,NA,iucn,NA,NE
NA,W-Pho-128549,NA,iucn,NA,NE
NA,W-Msc-140170,NA,iucn,NA,NE
NA,W-Msc-139557,NA,iucn,NA,NE
NA,W-Msc-141134,NA,iucn,NA,NE
NA,W-Msc-140223,NA,iucn,NA,NE
NA,W-Msc-139033,NA,iucn,NA,NE
NA,W-Msc-140627,NA,iucn,NA,NE
NA,W-Msc-140640,NA,iucn,NA,NE
NA,W-Msc-139178,NA,iucn,NA,NE
NA,W-Msc-139523,NA,iucn,NA,NE
NA,W-Msc-138709,NA,iucn,NA,NE
NA,ITS-551549,NA,iucn,NA,NE
NA,ITS-93329,NA,iucn,NA,NE
NA,ITS-93332,NA,iucn,NA,NE
NA,ITS-94295,NA,iucn,NA,NE
NA,ITS-95442,NA,iucn,NA,NE
NA,ITS-96215,NA,iucn,NA,NE
NA,ITS-97020,NA,iucn,NA,NE
NA,ITS-95923,NA,iucn,NA,NE
NA,ITS-96028,NA,iucn,NA,NE
NA,ITS-96056,NA,iucn,NA,NE
NA,ITS-96083,NA,iucn,NA,NE
NA,ITS-96097,NA,iucn,NA,NE
NA,ITS-96099,NA,iucn,NA,NE
NA,ITS-96102,NA,iucn,NA,NE
NA,ITS-96117,NA,iucn,NA,NE
NA,ITS-96139,NA,iucn,NA,NE
NA,ITS-96142,NA,iucn,NA,NE
NA,ITS-96145,NA,iucn,NA,NE
NA,ITS-97298,NA,iucn,NA,NE
NA,ITS-97935,NA,iucn,NA,NE
NA,W-Bch-107379,NA,iucn,NA,NE
NA,W-Bch-442171,NA,iucn,NA,NE
NA,W-Bch-107315,NA,iucn,NA,NE
NA,WBD-Eup-35,NA,iucn,NA,NE
NA,WBD-Eup-85,NA,iucn,NA,NE
NA,ITS-89606,NA,iucn,NA,NE
NA,W-Pol-130639,NA,iucn,NA,NE
NA,W-Pol-131143,NA,iucn,NA,NE
NA,W-Pol-129938,NA,iucn,NA,NE
NA,W-Pol-130248,NA,iucn,NA,NE
NA,W-Pol-130603,NA,iucn,NA,NE
NA,W-Pol-130072,NA,iucn,NA,NE
NA,W-Pol-130703,NA,iucn,NA,NE
NA,W-Pol-157583,NA,iucn,NA,NE
NA,W-Pol-131290,NA,iucn,NA,NE
NA,W-Pol-130467,NA,iucn,NA,NE
NA,W-Pol-131573,NA,iucn,NA,NE
NA,W-Pol-131574,NA,iucn,NA,NE
NA,W-Pol-130344,NA,iucn,NA,NE
NA,W-Pol-130140,NA,iucn,NA,NE
NA,W-Pol-130041,NA,iucn,NA,NE
NA,W-Pol-131128,NA,iucn,NA,NE
NA,W-Pol-131140,NA,iucn,NA,NE
NA,W-Pol-131183,NA,iucn,NA,NE
NA,W-Pol-131499,NA,iucn,NA,NE
NA,W-Pol-130113,NA,iucn,NA,NE
NA,W-Pol-130980,NA,iucn,NA,NE
NA,W-Pol-130500,NA,iucn,NA,NE
NA,W-Pol-129876,NA,iucn,NA,NE
NA,W-Pol-129884,NA,iucn,NA,NE
NA,W-Pol-129898,NA,iucn,NA,NE
NA,W-Pol-130305,NA,iucn,NA,NE
NA,W-Pol-131051,NA,iucn,NA,NE
NA,W-Pol-129784,NA,iucn,NA,NE
NA,Hex-5236,NA,iucn,NA,NE
NA,W-Hyd-117870,NA,iucn,NA,NE
NA,W-Hyd-117906,NA,iucn,NA,NE
NA,W-Hyd-117386,NA,iucn,NA,NE
NA,W-Hyd-117388,NA,iucn,NA,NE
NA,W-Hyd-117368,NA,iucn,NA,NE
NA,W-Hyd-117702,NA,iucn,NA,NE
NA,W-Hyd-117824,NA,iucn,NA,NE
NA,URM-Cn-10261,NA,iucn,NA,NE
NA,W-Hyd-135426,NA,iucn,NA,NE
NA,URM-Cn-10098,NA,iucn,NA,NE
NA,W-Oct-128517,NA,iucn,NA,NE
NA,W-Oct-290947,NA,iucn,NA,NE
NA,URM-Cn-5912,NA,iucn,NA,NE
NA,URM-Cn-5160,NA,iucn,NA,NE
NA,URM-Cn-5177,NA,iucn,NA,NE
NA,W-Msc-156916,NA,iucn,NA,NE
NA,W-Msc-141579,NA,iucn,NA,NE
NA,W-Msc-140702,NA,iucn,NA,NE
NA,W-Msc-140480,NA,iucn,NA,NE
NA,W-Msc-140481,NA,iucn,NA,NE
NA,W-Msc-140440,NA,iucn,NA,NE
NA,W-Msc-140474,NA,iucn,NA,NE
NA,W-Msc-140467,NA,iucn,NA,NE
NA,W-Msc-140431,NA,iucn,NA,NE
NA,W-Msc-141662,NA,iucn,NA,NE
NA,W-Msc-140732,NA,iucn,NA,NE
NA,W-Ase-124154,NA,iucn,NA,NE
NA,W-Ase-123915,NA,iucn,NA,NE
NA,W-Oph-125125,NA,iucn,NA,NE
NA,W-Msc-140103,NA,iucn,NA,NE
NA,W-Ech-158062,NA,iucn,NA,NE
NA,W-Ase-124160,NA,iucn,NA,NE
NA,W-Oph-125064,NA,iucn,NA,NE
NA,W-Ase-123974,NA,iucn,NA,NE
NA,W-Ech-124321,NA,iucn,NA,NE
NA,W-Por-134275,NA,iucn,NA,NE
NA,W-Bry-111411,NA,iucn,NA,NE
NA,W-Por-134121,NA,iucn,NA,NE
NA,URM-2-2126,NA,iucn,NA,NE
NA,URM-2-1980,NA,iucn,NA,NE
NA,URM-2-2291,NA,iucn,NA,NE
NA,URM-2-3412,NA,iucn,NA,NE
NA,URM-2-3747,NA,iucn,NA,NE
NA,URM-2-4042,NA,iucn,NA,NE
NA,SLB-71681,NA,iucn,NA,NE
NA,W-Msc-141887,NA,iucn,NA,NE
NA,W-Msc-140197,NA,iucn,NA,NE
NA,W-Msc-140152,NA,iucn,NA,NE
NA,W-Cha-105445,NA,iucn,NA,NE
NA,W-Cha-105416,NA,iucn,NA,NE
NA,W-Cha-105440,NA,iucn,NA,NE
NA,W-Msc-139106,NA,iucn,NA,NE
NA,W-Oct-156103,NA,iucn,NA,NE
NA,W-Pol-131188,NA,iucn,NA,NE
NA,SLB-138599,NA,iucn,NA,NE
NA,SLB-133119,NA,iucn,NA,NE
NA,SLB-132722,NA,iucn,NA,NE
NA,SLB-133812,NA,iucn,NA,NE
NA,SLB-134854,NA,iucn,NA,NE
NA,SLB-143238,NA,iucn,NA,NE
NA,W-Pho-128548,NA,iucn,NA,NE
NA,W-Msc-141821,NA,iucn,NA,NE
NA,W-Msc-456602,NA,iucn,NA,NE
NA,W-Msc-456582,NA,iucn,NA,NE
NA,W-Msc-141905,NA,iucn,NA,NE
NA,W-Msc-139035,NA,iucn,NA,NE
NA,W-Msc-139048,NA,iucn,NA,NE
NA,W-Msc-215423,NA,iucn,NA,NE
NA,W-Msc-420532,NA,iucn,NA,NE
NA,W-Msc-140629,NA,iucn,NA,NE
NA,W-Msc-138757,NA,iucn,NA,NE
NA,ITS-181145,NA,iucn,NA,NE
NA,ITS-89818,NA,iucn,NA,NE
NA,W-Bch-209568,NA,iucn,NA,NE
NA,ITS-96593,NA,iucn,NA,NE
NA,ITS-97195,NA,iucn,NA,NE
NA,ITS-95917,NA,iucn,NA,NE
NA,ITS-96109,NA,iucn,NA,NE
NA,ITS-96121,NA,iucn,NA,NE
NA,ITS-96126,NA,iucn,NA,NE
NA,ITS-96140,NA,iucn,NA,NE
NA,ITS-96154,NA,iucn,NA,NE
NA,ITS-96165,NA,iucn,NA,NE
NA,SLB-9740,NA,iucn,NA,NE
NA,W-Pol-333453,NA,iucn,NA,NE
NA,W-Pol-129854,NA,iucn,NA,NE
NA,W-Pol-129922,NA,iucn,NA,NE
NA,W-Pol-130118,NA,iucn,NA,NE
NA,W-Pol-131508,NA,iucn,NA,NE
NA,W-Pol-131516,NA,iucn,NA,NE
NA,W-Pol-131544,NA,iucn,NA,NE
NA,W-Hyd-117544,NA,iucn,NA,NE
NA,W-Hyd-117554,NA,iucn,NA,NE
NA,W-Hyd-117328,NA,iucn,NA,NE
NA,W-Hyd-117679,NA,iucn,NA,NE
NA,W-Hyd-157947,NA,iucn,NA,NE
NA,W-Hyd-117970,NA,iucn,NA,NE
NA,URM-Cn-10258,NA,iucn,NA,NE
NA,W-Hyd-117263,NA,iucn,NA,NE
NA,W-Hyd-117267,NA,iucn,NA,NE
NA,W-Hyd-135439,NA,iucn,NA,NE
NA,W-Hyd-135449,NA,iucn,NA,NE
NA,W-Hyd-135403,NA,iucn,NA,NE
NA,W-Hyd-135484,NA,iucn,NA,NE
NA,W-Oct-128506,NA,iucn,NA,NE
NA,URM-Cn-5671,NA,iucn,NA,NE
NA,W-Msc-140584,NA,iucn,NA,NE
NA,W-Msc-254460,NA,iucn,NA,NE
NA,W-Msc-140430,NA,iucn,NA,NE
NA,W-Msc-140233,NA,iucn,NA,NE
NA,W-Msc-140048,NA,iucn,NA,NE
NA,W-Msc-381980,NA,iucn,NA,NE
NA,W-Ase-213335,NA,iucn,NA,NE
NA,W-Ase-242160,NA,iucn,NA,NE
NA,W-Ech-124324,NA,iucn,NA,NE
NA,W-Ase-124147,NA,iucn,NA,NE
NA,W-Ase-369117,NA,iucn,NA,NE
NA,W-Ase-240755,NA,iucn,NA,NE
NA,W-Ase-240764,NA,iucn,NA,NE
NA,W-Oph-124895,NA,iucn,NA,NE
NA,URM-2-1888,NA,iucn,NA,NE
NA,URM-2-1939,NA,iucn,NA,NE
NA,URM-2-2761,NA,iucn,NA,NE
NA,URM-2-3509,NA,iucn,NA,NE
NA,URM-2-3711,NA,iucn,NA,NE
NA,URM-2-4049,NA,iucn,NA,NE
NA,URM-2-4199,NA,iucn,NA,NE
NA,URM-2-6,NA,iucn,NA,NE
NA,URM-2-609,NA,iucn,NA,NE
NA,URM-2-788,NA,iucn,NA,NE
NA,W-Nem-122637,NA,iucn,NA,NE
NA,W-Msc-386441,NA,iucn,NA,NE
NA,W-Msc-240776,NA,iucn,NA,NE
NA,W-Bra-183339,NA,iucn,NA,NE
NA,W-Ase-213245,NA,iucn,NA,NE
NA,W-Ase-213301,NA,iucn,NA,NE
NA,W-Pol-131415,NA,iucn,NA,NE
NA,SLB-132739,NA,iucn,NA,NE
NA,SLB-147286,NA,iucn,NA,NE
NA,SLB-154626,NA,iucn,NA,NE
NA,W-Msc-153507,NA,iucn,NA,NE
NA,W-Msc-420534,NA,iucn,NA,NE
NA,W-Msc-456588,NA,iucn,NA,NE
NA,W-Msc-367955,NA,iucn,NA,NE
NA,W-Msc-140187,NA,iucn,NA,NE
NA,W-Msc-580412,NA,iucn,NA,NE
NA,W-Msc-534190,NA,iucn,NA,NE
NA,W-Msc-240767,NA,iucn,NA,NE
NA,W-Msc-160127,NA,iucn,NA,NE
NA,W-Msc-139029,NA,iucn,NA,NE
NA,W-Msc-139682,NA,iucn,NA,NE
NA,W-Msc-141879,NA,iucn,NA,NE
NA,W-Msc-181218,NA,iucn,NA,NE
NA,W-Iso-261982,NA,iucn,NA,NE
NA,W-Iso-118204,NA,iucn,NA,NE
NA,ITS-96995,NA,iucn,NA,NE
NA,ITS-97026,NA,iucn,NA,NE
NA,ITS-95750,NA,iucn,NA,NE
NA,ITS-96033,NA,iucn,NA,NE
NA,ITS-96051,NA,iucn,NA,NE
NA,ITS-96163,NA,iucn,NA,NE
NA,ITS-96178,NA,iucn,NA,NE
NA,ITS-96545,NA,iucn,NA,NE
NA,ITS-96977,NA,iucn,NA,NE
NA,ITS-96984,NA,iucn,NA,NE
NA,ITS-97037,NA,iucn,NA,NE
NA,ITS-97081,NA,iucn,NA,NE
NA,ITS-97837,NA,iucn,NA,NE
NA,W-Bch-240780,NA,iucn,NA,NE
NA,W-Bch-440382,NA,iucn,NA,NE
NA,WBD-Eup-49,NA,iucn,NA,NE
NA,WBD-Eup-50,NA,iucn,NA,NE
NA,WBD-Eup-72,NA,iucn,NA,NE
NA,WBD-Eup-95,NA,iucn,NA,NE
NA,ITS-89476,NA,iucn,NA,NE
NA,W-Pol-130069,NA,iucn,NA,NE
NA,Hex-1431,NA,iucn,NA,NE
NA,Hex-1985,NA,iucn,NA,NE
NA,W-Hyd-117545,NA,iucn,NA,NE
NA,W-Hyd-117606,NA,iucn,NA,NE
NA,W-Hyd-117588,NA,iucn,NA,NE
NA,W-Hyd-135429,NA,iucn,NA,NE
NA,W-Hyd-135417,NA,iucn,NA,NE
NA,W-Hyd-135420,NA,iucn,NA,NE
NA,SLB-64981,NA,iucn,NA,NE
NA,URM-Cn-10097,NA,iucn,NA,NE
NA,URM-Cn-5097,NA,iucn,NA,NE
NA,W-Msc-506568,NA,iucn,NA,NE
NA,W-Msc-141987,NA,iucn,NA,NE
NA,W-Msc-393720,NA,iucn,NA,NE
NA,W-Msc-141983,NA,iucn,NA,NE
NA,W-Msc-157006,NA,iucn,NA,NE
NA,W-Msc-157007,NA,iucn,NA,NE
NA,W-Msc-367837,NA,iucn,NA,NE
NA,W-Msc-420705,NA,iucn,NA,NE
NA,W-Msc-140435,NA,iucn,NA,NE
NA,W-Msc-367964,NA,iucn,NA,NE
NA,W-Ase-368114,NA,iucn,NA,NE
NA,W-Ase-368318,NA,iucn,NA,NE
NA,W-Ech-240747,NA,iucn,NA,NE
NA,W-Ech-513215,NA,iucn,NA,NE
NA,W-Ase-292719,NA,iucn,NA,NE
NA,W-Ase-292720,NA,iucn,NA,NE
NA,W-Oph-242878,NA,iucn,NA,NE
NA,W-Ase-369053,NA,iucn,NA,NE
NA,W-Ase-240771,NA,iucn,NA,NE
NA,W-Ase-255048,NA,iucn,NA,NE
NA,W-Ase-255062,NA,iucn,NA,NE
NA,ITS-158580,NA,iucn,NA,NE
NA,URM-2-2060,NA,iucn,NA,NE
NA,URM-2-2294,NA,iucn,NA,NE
NA,URM-2-3314,NA,iucn,NA,NE
NA,URM-2-3436,NA,iucn,NA,NE
NA,URM-2-3552,NA,iucn,NA,NE
NA,URM-2-3872,NA,iucn,NA,NE
NA,URM-2-4081,NA,iucn,NA,NE
NA,URM-2-4201,NA,iucn,NA,NE
NA,URM-2-4206,NA,iucn,NA,NE
NA,W-Msc-342305,NA,iucn,NA,NE
NA,W-Msc-386338,NA,iucn,NA,NE
NA,W-Msc-386353,NA,iucn,NA,NE
NA,W-Bra-235615,NA,iucn,NA,NE
NA,SLB-56010,NA,iucn,NA,NE
NA,SLB-97626,NA,iucn,NA,NE
NA,SLB-141400,NA,iucn,NA,NE
NA,SLB-140653,NA,iucn,NA,NE
NA,W-Ech-160784,NA,iucn,NA,NE
NA,W-Msc-141636,NA,iucn,NA,NE
NA,W-Msc-156716,NA,iucn,NA,NE
NA,W-Msc-445651,NA,iucn,NA,NE
NA,W-Msc-511364,NA,iucn,NA,NE
NA,W-Msc-160204,NA,iucn,NA,NE
NA,W-Msc-581401,NA,iucn,NA,NE
NA,W-Msc-581391,NA,iucn,NA,NE
NA,W-Msc-139478,NA,iucn,NA,NE
NA,W-Msc-531258,NA,iucn,NA,NE
NA,W-Msc-536817,NA,iucn,NA,NE
NA,W-Msc-581837,NA,iucn,NA,NE
NA,W-Msc-240765,NA,iucn,NA,NE
NA,W-Msc-248351,NA,iucn,NA,NE
NA,W-Msc-367883,NA,iucn,NA,NE
NA,W-Iso-118917,NA,iucn,NA,NE
NA,W-Iso-260464,NA,iucn,NA,NE
NA,ITS-96787,NA,iucn,NA,NE
NA,ITS-96137,NA,iucn,NA,NE
NA,ITS-96149,NA,iucn,NA,NE
NA,ITS-96970,NA,iucn,NA,NE
NA,ITS-96981,NA,iucn,NA,NE
NA,ITS-97921,NA,iucn,NA,NE
NA,ITS-97966,NA,iucn,NA,NE
NA,W-Bch-440388,NA,iucn,NA,NE
NA,WBD-Eup-19,NA,iucn,NA,NE
NA,W-Pol-195986,NA,iucn,NA,NE
NA,Hex-1267,NA,iucn,NA,NE
NA,Hex-3898,NA,iucn,NA,NE
NA,Hex-483,NA,iucn,NA,NE
NA,W-Hyd-117428,NA,iucn,NA,NE
NA,W-Hyd-117802,NA,iucn,NA,NE
NA,W-Hyd-151860,NA,iucn,NA,NE
NA,W-Hyd-117385,NA,iucn,NA,NE
NA,W-Hyd-117517,NA,iucn,NA,NE
NA,W-Hyd-117965,NA,iucn,NA,NE
NA,W-Hyd-117635,NA,iucn,NA,NE
NA,W-Hyd-135427,NA,iucn,NA,NE
NA,W-Hyd-135423,NA,iucn,NA,NE
NA,W-Hyd-135455,NA,iucn,NA,NE
NA,W-Hyd-135504,NA,iucn,NA,NE
NA,SLB-64971,NA,iucn,NA,NE
NA,W-Hyd-135278,NA,iucn,NA,NE
NA,W-Oct-128512,NA,iucn,NA,NE
NA,URM-Cn-5333,NA,iucn,NA,NE
NA,W-Msc-240774,NA,iucn,NA,NE
NA,W-Msc-246814,NA,iucn,NA,NE
NA,W-Msc-225182,NA,iucn,NA,NE
NA,W-Msc-536684,NA,iucn,NA,NE
NA,W-Msc-156226,NA,iucn,NA,NE
NA,W-Ase-123935,NA,iucn,NA,NE
NA,W-Msc-141607,NA,iucn,NA,NE
NA,W-Ase-559194,NA,iucn,NA,NE
NA,W-Ase-292727,NA,iucn,NA,NE
NA,W-Ase-292729,NA,iucn,NA,NE
NA,W-Ase-382131,NA,iucn,NA,NE
NA,W-Ase-240757,NA,iucn,NA,NE
NA,W-Oph-124969,NA,iucn,NA,NE
NA,W-Oph-244279,NA,iucn,NA,NE
NA,W-Hol-225807,NA,iucn,NA,NE
NA,W-Hol-529305,NA,iucn,NA,NE
NA,ITS-158582,NA,iucn,NA,NE
NA,URM-2-2613,NA,iucn,NA,NE
NA,URM-2-3083,NA,iucn,NA,NE
NA,URM-2-3557,NA,iucn,NA,NE
NA,URM-2-3770,NA,iucn,NA,NE
NA,URM-2-3830,NA,iucn,NA,NE
NA,URM-2-4214,NA,iucn,NA,NE
NA,URM-2-1165,NA,iucn,NA,NE
NA,URM-2-587,NA,iucn,NA,NE
NA,W-Msc-574540,NA,iucn,NA,NE
NA,W-Msc-342023,NA,iucn,NA,NE
NA,W-Msc-386342,NA,iucn,NA,NE
NA,ITS-154685,NA,iucn,NA,NE
NA,W-Sca-344398,NA,iucn,NA,NE
NA,W-Sca-344422,NA,iucn,NA,NE
NA,SLB-131273,NA,iucn,NA,NE
NA,W-Hol-241785,NA,iucn,NA,NE
NA,W-Msc-451657,NA,iucn,NA,NE
NA,W-Tnd-136475,NA,iucn,NA,NE
NA,ITS-682544,NA,iucn,NA,NE
NA,W-Msc-215410,NA,iucn,NA,NE
NA,W-Msc-140814,NA,iucn,NA,NE
NA,W-Msc-534197,NA,iucn,NA,NE
NA,W-Msc-140835,NA,iucn,NA,NE
NA,W-Msc-139185,NA,iucn,NA,NE
NA,W-Msc-562476,NA,iucn,NA,NE
NA,W-Iso-260262,NA,iucn,NA,NE
NA,ITS-551986,NA,iucn,NA,NE
NA,ITS-552060,NA,iucn,NA,NE
NA,ITS-89928,NA,iucn,NA,NE
NA,ITS-682635,NA,iucn,NA,NE
NA,ITS-95949,NA,iucn,NA,NE
NA,ITS-684695,NA,iucn,NA,NE
NA,ITS-96110,NA,iucn,NA,NE
NA,ITS-96148,NA,iucn,NA,NE
NA,ITS-96982,NA,iucn,NA,NE
NA,WBD-Eup-61,NA,iucn,NA,NE
