sgc,name,type,pop,prev_pop,year
5941817,Alexis Creek 14,IRI,0,0,2016
5941818,Alexis Creek 16,IRI,0,0,2016
5941821,Anahim's Flat 1,IRI,342,475,2016
5941827,Charley Boy's Meadow 3,IRI,0,0,2016
5941828,Chilco Lake 1,IRI,5,43,2016
5941829,Chilco Lake 1A,IRI,25,0,2016
5941831,Tanakut 4,IRI,15,5,2016
5941833,Kluskus 1,IRI,36,39,2016
5941834,Louis Squinas Ranch 14,IRI,0,0,2016
5941835,Coglistiko River 29,IRI,0,0,2016
5941837,Nazco 20,IRI,90,132,2016
5941838,Puntzi Lake 2,IRI,0,5,2016
5941839,Redstone Flat 1,IRI,196,185,2016
5941840,Squinas 2,IRI,134,161,2016
5941841,Stone 1,IRI,187,201,2016
5941844,Agats Meadow 8,IRI,0,0,2016
5941845,Thomas Squinas Ranch 2A,IRI,0,20,2016
5941848,Alexis Creek 21,IRI,0,0,2016
5941849,Baptiste Meadow 2,IRI,5,5,2016
5941850,Toosey 1,IRI,107,113,2016
5941851,Towdystan Lake 3,IRI,10,10,2016
5941852,Trout Lake Alec 16,IRI,15,21,2016
5941854,Ulkatcho 13,IRI,0,0,2016
5941855,Windy Mouth 7,IRI,5,5,2016
5941856,Alexis Creek 34,IRI,0,0,2016
5941858,Cahoose 10,IRI,0,0,2016
5941859,Blackwater Meadow 11,IRI,0,0,2016
5941860,Cahoose 12,IRI,0,0,2016
5941861,Betty Creek 18,IRI,0,0,2016
5941862,Salmon River Meadow 7,IRI,0,0,2016
5941863,Tzetzi Lake 11,IRI,0,0,2016
5941864,Sundayman's Meadow 3,IRI,0,5,2016
5941866,Euchinico Creek 17,IRI,0,0,2016
5941868,Sandy Harry 4,IRI,5,5,2016
5941871,Fishtrap 19,IRI,15,20,2016
5941872,Swan Lake  3,IRI,5,5,2016
5941873,Alkali Lake 4A,IRI,10,5,2016
5941876,Lezbye  6,IRI,20,0,2016
5941879,Michel Gardens 36,IRI,5,10,2016
5941880,Ulkatcho 14A,IRI,155,138,2016
5941881,Baezaeko River 27,IRI,0,0,2016
5941882,Alexandria,IRI,35,52,2016
5941883,Anahim's Meadow,IRI,10,0,2016
5941884,Garden,IRI,5,10,2016
5941885,Little Springs,IRI,15,10,2016
5943008,Alert Bay,VL,489,435,2016
5943012,Port McNeill,T,2337,2505,2016
5943017,Port Alice,VL,664,805,2016
5943023,Port Hardy,DM,4132,4008,2016
5943027,Mount Waddington B,RDA,60,81,2016
5943031,Mount Waddington C,RDA,750,756,2016
5943033,Mount Waddington D,RDA,228,272,2016
5943037,Mount Waddington A,RDA,885,981,2016
5943804,Fort Rupert 1,IRI,27,46,2016
5943806,Tsulquate 4,IRI,431,491,2016
5943807,Dead Point 5,IRI,10,10,2016
5943808,Gwayasdums 1,IRI,27,38,2016
5943809,Hopetown 10A,IRI,0,0,2016
5943813,Quaee 7,IRI,78,91,2016
5943815,Kippase 2,IRI,228,211,2016
5943816,Quatsino Subdivision 18,IRI,224,214,2016
5943817,Thomas Point 5,IRI,0,0,2016
5943835,Nimpkish 2,IRI,0,10,2016
5943836,Hope Island 1,IRI,0,15,2016
5943837,Alert Bay,IRI,465,537,2016
5945006,Central Coast A,RDA,203,129,2016
5945010,Central Coast C,RDA,653,588,2016
5945012,Central Coast D,RDA,399,384,2016
5945014,Central Coast E,RDA,148,95,2016
5945801,Bella Bella 1,IRI,1019,1095,2016
5945802,Bella Coola 1,IRI,807,852,2016
5945803,Katit 1,IRI,90,63,2016
5947007,Port Edward,DM,467,544,2016
5947012,Prince Rupert,CY,12220,12508,2016
5947016,Skeena-Queen Charlotte A,RDA,41,29,2016
5947021,Skeena-Queen Charlotte C,RDA,68,147,2016
5947023,Masset,VL,793,884,2016
5947026,Queen Charlotte,VL,852,944,2016
5947027,Skeena-Queen Charlotte D,RDA,539,524,2016
5947030,Port Clements,VL,282,378,2016
5947032,Skeena-Queen Charlotte E,RDA,340,317,2016
5947803,Masset 1,IRI,555,614,2016
5947804,Skidegate 1,IRI,837,709,2016
5947806,Kulkayu (Hartley Bay) 4,IRI,52,20,2016
5947807,Dolphin Island 1,IRI,353,405,2016
5947809,Lax Kw'alaams 1,IRI,646,678,2016
5947810,S1/2 Tsimpsean 2,IRI,88,83,2016
5949005,Kitimat,DM,8131,8335,2016
5949011,Terrace,CY,11643,11486,2016
5949013,Kitimat-Stikine C (Part 1),RDA,2834,2696,2016
5949018,Kitimat-Stikine E,RDA,3993,3988,2016
5949020,Kitimat-Stikine C (Part 2),RDA,5,5,2016
5949022,Hazelton,VL,313,300,2016
5949024,New Hazelton,DM,580,666,2016
5949028,Kitimat-Stikine B,RDA,1473,1507,2016
5949032,Stewart,DM,401,494,2016
5949035,Nisga'a,NL,1880,1909,2016
5949038,Kitimat-Stikine F,RDA,360,328,2016
5949039,Kitimat-Stikine A,RDA,20,35,2016
5949041,Kitimat-Stikine D,RDA,99,140,2016
5949802,Kitasoo 1,IRI,292,322,2016
5949803,Kitamaat 2,IRI,525,514,2016
5949804,Kitsumkaylum 1,IRI,334,302,2016
5949805,Kshish 4,IRI,0,0,2016
5949807,Kulspai 6,IRI,87,95,2016
5949810,Coryatsaqua (Moricetown) 2,IRI,86,88,2016
5949811,Hagwilget 1,IRI,191,238,2016
5949812,Gitanmaax 1,IRI,630,627,2016
5949813,Kispiox 1,IRI,599,536,2016
5949814,Gitsegukla 1,IRI,427,448,2016
5949815,Gitanyow 1,IRI,434,383,2016
5949816,Gitwangak 1,IRI,430,500,2016
5949817,Moricetown 1,IRI,306,259,2016
5949818,Sik-e-dakh 2,IRI,236,222,2016
5949819,Babine 17,IRI,111,175,2016
5949820,Bulkley River 19,IRI,128,38,2016
5949832,Iskut 6,IRI,295,315,2016
5949843,Guhthe Tah 12,IRI,148,157,2016
5949844,Kitselas 1,IRI,269,220,2016
5949845,Dease Lake 9,IRI,54,58,2016
5949846,Tahltan 1,IRI,0,0,2016
5949847,Telegraph Creek,IRI,53,5,2016
5951007,Vanderhoof,DM,4439,4480,2016
5951009,Fraser Lake,VL,988,1167,2016
5951013,Fort St. James,DM,1598,1691,2016
5951015,Bulkley-Nechako C,RDA,1415,1429,2016
5951017,Bulkley-Nechako D,RDA,1472,1734,2016
5951019,Bulkley-Nechako F,RDA,3665,3702,2016
5951022,Burns Lake,VL,1779,2029,2016
5951028,Bulkley-Nechako B,RDA,1938,2102,2016
5951031,Bulkley-Nechako E,RDA,1593,1507,2016
5951032,Granisle,VL,303,303,2016
5951034,Houston,DM,2993,3147,2016
5951038,Telkwa,VL,1327,1350,2016
5951043,Smithers,T,5401,5404,2016
5951051,Bulkley-Nechako A,RDA,5256,5391,2016
5951053,Bulkley-Nechako G,RDA,903,975,2016
5951801,Ye Koo Che 3,IRI,87,88,2016
5951802,Nautley (Fort Fraser) 1,IRI,192,201,2016
5951803,Nak'azdli (Necoslie 1),IRI,548,534,2016
5951804,Sowchea 3,IRI,0,0,2016
5951805,Binche 2 (Pinchie 2),IRI,182,111,2016
5951806,Seaspunkut 4,IRI,15,15,2016
5951807,Stellaquo (Stella) 1,IRI,202,205,2016
5951809,Stony Creek 1,IRI,313,332,2016
5951810,Tache 1,IRI,401,409,2016
5951811,Tacla Lake (Ferry Landing) 9,IRI,0,0,2016
5951813,Laketown 3,IRI,18,10,2016
5951814,Dzitline Lee 9,IRI,10,15,2016
5951815,Burns Lake 18,IRI,48,55,2016
5951818,Cheslatta 1,IRI,84,84,2016
5951819,Omineca 1,IRI,5,10,2016
5951820,Palling 1,IRI,10,5,2016
5951821,Duncan Lake 2,IRI,5,10,2016
5951822,Francois Lake 7,IRI,10,10,2016
5951823,Skins Lake 16A,IRI,5,0,2016
5951824,Skins Lake 16B,IRI,23,20,2016
5951825,Tatla West 11,IRI,0,5,2016
5951826,Uncha Lake 13A,IRI,10,5,2016
5951827,Woyenne 27,IRI,243,301,2016
5951828,Babine  6,IRI,86,93,2016
5951829,Babine 25,IRI,112,81,2016
5951830,Jean Baptiste 28,IRI,0,5,2016
5951833,Tatla't East 2,IRI,5,0,2016
5951840,Williams Prairie Meadow 1A,IRI,15,10,2016
5951844,Poison Creek 17A,IRI,5,0,2016
5951845,Tadinlay 15,IRI,0,0,2016
5951846,Nedoats 11,IRI,0,0,2016
5951847,Babine Lake 21B,IRI,0,0,2016
5951848,North Tacla Lake,IRI,192,183,2016
5951849,Mission Lands 17,IRI,0,0,2016
5953007,Valemount,VL,1021,1020,2016
5953012,McBride,VL,616,586,2016
5953019,Fraser-Fort George H,RDA,1586,1665,2016
5953023,Prince George,CY,74003,71974,2016
5953033,Mackenzie,DM,3714,3507,2016
5953038,Fraser-Fort George A,RDA,3463,3362,2016
5953042,Fraser-Fort George C,RDA,3527,3434,2016
5953044,Fraser-Fort George D,RDA,4278,4175,2016
5953046,Fraser-Fort George E,RDA,526,479,2016
5953048,Fraser-Fort George F,RDA,1246,1207,2016
5953050,Fraser-Fort George G,RDA,334,317,2016
5953801,Fort George (Shelley) 2,IRI,105,80,2016
5953802,McLeod Lake 1,IRI,87,73,2016
5955003,Tumbler Ridge,DM,1987,2710,2016
5955005,Pouce Coupe,VL,792,738,2016
5955010,Chetwynd,DM,2503,2635,2016
5955014,Dawson Creek,CY,12178,11583,2016
5955021,Peace River D,RDA,5920,5479,2016
5955023,Peace River E,RDA,2949,2764,2016
5955025,Hudson's Hope,DM,1015,970,2016
5955030,Taylor,DM,1469,1373,2016
5955034,Fort St. John,CY,20155,18609,2016
5955040,Peace River B,RDA,5628,5552,2016
5955042,Peace River C,RDA,6772,6398,2016
5955801,East Moberly Lake 169,IRI,381,324,2016
5955802,West Moberly Lake 168A,IRI,140,95,2016
5955803,Blueberry River 205,IRI,197,210,2016
5955804,Doig River 206,IRI,118,120,2016
5955807,Fort Ware 1,IRI,332,250,2016
5955808,Halfway River 168,IRI,172,170,2016
5955812,Ingenika Point,S-E,234,102,2016
5957022,Stikine Region,RDA,477,402,2016
5957802,Unnamed 10,IRI,28,0,2016
5957803,Five Mile Point  3,IRI,114,64,2016
5957804,Good Hope Lake,S-E,0,0,2016
5957813,Lower Post,S-E,81,105,2016
5957814,Liard River 3,IRI,40,58,2016
5959007,Northern Rockies,RGM,4831,5290,2016
5959805,Fontas 1,IRI,5,5,2016
5959806,Fort Nelson 2,IRI,451,457,2016
5959809,Kahntah 3,IRI,0,0,2016
5959810,Prophet River 4,IRI,106,129,2016
59,British Columbia,NA,4648055,4400057,2016
