sgc,name,type,pop,prev_pop,year
5941853,Tsunnia Lake 5,R,0,0,2001
5941854,Ulkatcho 13,R,0,23,2001
5941855,Windy Mouth 7,R,0,5,2001
5941856,Alexis Creek 34,R,0,2,2001
5941857,Casimiel Meadows,R,0,0,2001
5941858,Cahoose 10,R,0,6,2001
5941859,Blackwater Meadow 11,R,0,2,2001
5941860,Cahoose 12,R,0,1,2001
5941861,Betty Creek 18,R,0,1,2001
5941862,Salmon River Meadow 7,R,0,2,2001
5941863,Tzetzi Lake 11,R,0,5,2001
5941864,Sundayman's Meadow 3,R,0,0,2001
5941865,Tatelkus Lake 28,R,0,0,2001
5941866,Euchinico Creek 17,R,0,0,2001
5941867,Kushya Creek 7,R,0,0,2001
5941868,Sandy Harry 4,R,0,13,2001
5941870,Alexandria 1A,R,0,0,2001
5941871,Fishtrap 19,R,29,0,2001
5941872,Swan Lake  3,R,10,0,2001
5941873,Alkali Lake 4A,R,5,0,2001
5941874,Little Springs  8,R,10,0,2001
5941875,Little Springs 18,R,16,0,2001
5943008,Alert Bay,VL,583,612,2001
5943012,Port McNeill,T,2821,2925,2001
5943017,Port Alice,VL,1126,1331,2001
5943023,Port Hardy,DM,4574,5283,2001
5943027,Mount Waddington B,RDA,169,206,2001
5943031,Mount Waddington C,RDA,829,916,2001
5943033,Mount Waddington D,RDA,401,510,2001
5943037,Mount Waddington A,RDA,886,1052,2001
5943801,Alert Bay 1,R,281,204,2001
5943802,Alert Bay 1A,R,411,451,2001
5943804,Fort Rupert 1,R,36,20,2001
5943805,Quattishe 1,R,0,0,2001
5943806,Tsulquate 4,R,387,387,2001
5943807,Dead Point 5,R,0,NA,2001
5943808,Gwayasdums 1,R,35,28,2001
5943809,Hopetown 10A,R,5,10,2001
5943810,Karlukwees 1,R,0,0,2001
5943813,Quaee 7,R,95,130,2001
5943815,Kippase 2,R,269,287,2001
5943816,Quatsino Subdivision 18,R,198,217,2001
5943817,Thomas Point 5,R,0,32,2001
5943820,Apsagayu 1A,R,0,0,2001
5943824,Compton Island 6,R,0,0,2001
5943828,Mahmalillikullah 1,R,0,0,2001
5943832,Glen-Gla-Ouch 5,R,0,0,2001
5943836,Hope Island 1,R,5,0,2001
5945006,Central Coast A,RDA,143,244,2001
5945010,Central Coast C,RDA,697,883,2001
5945012,Central Coast D,RDA,516,439,2001
5945014,Central Coast E,RDA,167,205,2001
5945801,Bella Bella 1,R,1253,1211,2001
5945802,Bella Coola 1,R,909,873,2001
5945803,Katit 1,R,96,66,2001
5947007,Port Edward,DM,659,700,2001
5947012,Prince Rupert,C,14643,16714,2001
5947016,Skeena-Queen Charlotte A,RDA,91,113,2001
5947021,Skeena-Queen Charlotte C,RDA,50,45,2001
5947023,Masset,VL,926,1293,2001
5947025,Skeena-Queen Charlotte F,RDA,1045,1222,2001
5947027,Skeena-Queen Charlotte D,RDA,538,520,2001
5947030,Port Clements,VL,516,558,2001
5947032,Skeena-Queen Charlotte E,RDA,460,618,2001
5947803,Masset 1,R,707,692,2001
5947804,Skidegate 1,R,743,695,2001
5947806,Kulkayu (Hartley Bay) 4,R,162,155,2001
5947807,Dolphin Island 1,R,368,451,2001
5947809,Lax Kw'alaams,R,785,1019,2001
5949005,Kitimat,DM,10285,11136,2001
5949011,Terrace,C,12109,12783,2001
5949013,Kitimat-Stikine C (Part 1),RDA,2998,3092,2001
5949018,Kitimat-Stikine E,RDA,4475,4722,2001
5949020,Kitimat-Stikine C (Part 2),RDA,10,210,2001
5949022,Hazelton,VL,345,347,2001
5949024,New Hazelton,DM,750,822,2001
5949028,Kitimat-Stikine B,RDA,1948,2098,2001
5949032,Stewart,DM,661,858,2001
5949035,Nisga'a,NL,85,98,2001
5949039,Kitimat-Stikine A,RDA,81,143,2001
5949041,Kitimat-Stikine D,RDA,88,100,2001
5949802,Kitasoo 1,R,295,311,2001
5949803,Kitamaat 2,R,511,558,2001
5949804,Kitsumkaylum 1,R,265,248,2001
5949805,Kshish 4,R,58,1,2001
5949807,Kulspai 6,R,75,95,2001
5949810,Coryatsaqua (Moricetown) 2,R,159,151,2001
5949811,Hagwilget 1,R,237,262,2001
5949812,Gitanmaax 1,R,693,638,2001
5949813,Kispiox 1,R,651,553,2001
5949814,Gitsegukla 1,R,432,506,2001
5949815,Gitanyow 1,R,369,408,2001
5949816,Gitwangak 1,R,475,481,2001
5949817,Moricetown 1,R,190,259,2001
5949818,Sik-e-dakh 2,R,171,177,2001
5949819,Babine 17,R,157,121,2001
5949820,Bulkley River 19,R,63,49,2001
5949826,Telegraph Creek 6,R,63,96,2001
5949827,Telegraph Creek 6 A,R,20,138,2001
5949830,Kluachon Lake 1,R,0,0,2001
5949831,Gitzault 24,R,0,0,2001
5949832,Iskut 6,R,283,271,2001
5949834,New Aiyansh,NVL,716,739,2001
5949836,Aiyansh (Kitladamas) 1,NVL,0,0,2001
5949838,Gitwinksihlkw,NVL,212,231,2001
5949840,Laxgalts'ap,NVL,467,598,2001
5949842,Gingolx,NVL,339,318,2001
5949843,Guhthe Tah 12,R,140,0,2001
5951007,Vanderhoof,DM,4390,4401,2001
5951009,Fraser Lake,VL,1268,1344,2001
5951013,Fort St. James,DM,1927,2046,2001
5951015,Bulkley-Nechako C,RDA,1688,1706,2001
5951017,Bulkley-Nechako D,RDA,1715,1796,2001
5951019,Bulkley-Nechako F,RDA,3384,3389,2001
5951022,Burns Lake,VL,1942,1793,2001
5951028,Bulkley-Nechako B,RDA,2277,2300,2001
5951031,Bulkley-Nechako E,RDA,1750,1715,2001
5951032,Granisle,VL,353,446,2001
5951034,Houston,DM,3577,3934,2001
5951038,Telkwa,VL,1371,1200,2001
5951043,Smithers,T,5414,5624,2001
5951051,Bulkley-Nechako A,RDA,5696,5573,2001
5951053,Bulkley-Nechako G,RDA,1099,926,2001
5951801,Ye Koo Che 3,R,71,122,2001
5951802,Nautley (Fort Fraser) 1,R,200,209,2001
5951803,Nak'azdli (Necoslie 1),R,469,511,2001
5951804,Sowchea 3,R,0,6,2001
5951805,Binche 2 (Pinchie 2),R,115,101,2001
5951806,Seaspunkut 4,R,21,26,2001
5951807,Stellaquo (Stella) 1,R,172,166,2001
5951808,Tsay Cho 4,R,0,0,2001
5951809,Stony Creek 1,R,413,382,2001
5951810,Tache 1,R,307,417,2001
5951811,Tacla Lake (FerryLanding),R,0,20,2001
5951812,North Tacla Lake 7,R,140,189,2001
5951813,Laketown 3,R,26,8,2001
5951814,Dzitline Lee 9,R,38,33,2001
5951815,Burns Lake 18,R,40,35,2001
5951816,Kuz Che 5,R,0,0,2001
5951817,Bihl' k'a 18,R,0,0,2001
5951818,Cheslatta 1,R,69,87,2001
5951819,Omineca 1,R,10,11,2001
5951820,Palling 1,R,24,45,2001
5951821,Duncan Lake 2,R,23,19,2001
5951822,Francois Lake 7,R,15,17,2001
5951823,Skins Lake 16A,R,0,8,2001
5951824,Skins Lake 16B,R,23,14,2001
5951825,Tatla West 11,R,0,0,2001
5951826,Uncha Lake 13A,R,5,8,2001
5951827,Woyenne 27,R,593,695,2001
5951828,Babine  6,R,77,128,2001
5951829,Babine 25,R,86,116,2001
5951830,Jean Baptiste 28,R,5,2,2001
5951833,Tatla't East 2,R,0,6,2001
5951835,Isaac (Gale Lake) 8,R,0,0,2001
5951837,Maxan Lake 4,R,0,0,2001
5951840,Williams Prairie Meadow 1A,R,23,24,2001
5951841,North Tacla Lake 7A,R,40,44,2001
5951842,Bihlk'a 6,R,0,0,2001
5953007,Valemount,VL,1195,1303,2001
5953012,McBride,VL,711,740,2001
5953019,Fraser-Fort George H,RDA,2057,2038,2001
5953023,Prince George,C,72406,75150,2001
5953033,Mackenzie,DM,5206,5997,2001
5953038,Fraser-Fort George A,RDA,3406,3093,2001
5953042,Fraser-Fort George C,RDA,3178,3321,2001
5953044,Fraser-Fort George D,RDA,4527,4586,2001
5953046,Fraser-Fort George E,RDA,564,548,2001
5953048,Fraser-Fort George F,RDA,1412,1523,2001
5953050,Fraser-Fort George G,RDA,479,551,2001
5953801,Fort George (Shelley) 2,R,106,58,2001
5953802,McLeod Lake 1,R,70,66,2001
5953804,Parsnip 5,R,0,0,2001
5955003,Tumbler Ridge,DM,1851,3775,2001
5955005,Pouce Coupe,VL,833,894,2001
5955010,Chetwynd,DM,2591,2980,2001
5955014,Dawson Creek,C,10754,11125,2001
5955021,Peace River D,RDA,5857,6020,2001
5955023,Peace River E,RDA,3142,3285,2001
5955025,Hudson's Hope,DM,1039,1122,2001
5955030,Taylor,DM,1143,1031,2001
5955034,Fort St. John,C,16034,15021,2001
5955040,Peace River B,RDA,4997,5041,2001
5955042,Peace River C,RDA,5830,5251,2001
5955801,East Moberly Lake 169,R,330,179,2001
5955802,West Moberly Lake 168A,R,52,69,2001
5955803,Blueberry River 25,R,136,205,2001
5955804,Doig River 206,R,139,120,2001
5955807,Fort Ware 1,R,215,222,2001
5955808,Halfway River 168,R,137,137,2001
5955812,Ingenika Point,S-E,0,0,2001
5957022,Stikine Region,RDA,931,1003,2001
5957801,Dease Lake 9,R,66,104,2001
5957802,Unnamed 10,R,17,15,2001
5957803,Five Mile  Point 3,R,97,56,2001
5957804,Good Hope Lake,S-E,75,90,2001
5957805,Tahltan 1,R,0,0,2001
5957813,Lower Post,S-E,28,125,2001
5957814,Liard River 3,R,102,0,2001
5959005,Fort Nelson,T,4188,4401,2001
5959011,Northern Rockies A,RDA,937,902,2001
5959013,Northern Rockies B,RDA,100,101,2001
5959805,Fontas 1,R,0,6,2001
5959806,Fort Nelson 2,R,390,341,2001
5959809,Kahntah 3,R,5,4,2001
5959810,Prophet River 4,R,100,99,2001
5901003,Elkford,DM,2463,2589,2006
5901006,Sparwood,DM,3618,3812,2006
5901012,Fernie,CY,4217,4611,2006
5901017,East Kootenay A,RDA,1873,1837,2006
5901019,East Kootenay B,RDA,1819,1838,2006
5901022,Cranbrook,CY,18267,18517,2006
5901028,Kimberley,CY,6139,6484,2006
5901035,East Kootenay C,RDA,5866,5753,2006
5901037,East Kootenay E,RDA,1731,1824,2006
5901039,Invermere,DM,3002,2858,2006
5901040,Radium Hot Springs,VL,735,583,2006
5901043,Canal Flats,VL,700,754,2006
5901046,East Kootenay F,RDA,2939,2602,2006
5901048,East Kootenay G,RDA,1563,1635,2006
5901801,Tobacco Plains 2,IRI,67,82,2006
5901802,Isidore's Ranch 4,IRI,0,0,2006
5901803,Kootenay 1,IRI,159,166,2006
5901804,Columbia Lake 3,IRI,153,165,2006
5901805,Cassimayooks (Mayook) 5,IRI,5,5,2006
5901806,Shuswap,IRI,169,176,2006
5901807,Bummers Flat 6,IRI,0,0,2006
5903004,Creston,T,4826,4795,2006
5903010,Central Kootenay A,RDA,2041,2125,2006
5903011,Salmo,VL,1007,1120,2006
5903013,Central Kootenay B,RDA,4575,4742,2006
5903015,Nelson,CY,9258,9318,2006
5903017,Central Kootenay C,RDA,1284,1287,2006
5903019,Slocan,VL,314,336,2006
5903023,Kaslo,VL,1072,1032,2006
5903027,Silverton,VL,185,222,2006
5903032,New Denver,VL,512,538,2006
5903039,Central Kootenay D,RDA,1525,1500,2006
5903041,Central Kootenay E,RDA,3716,3521,2006
5903043,Central Kootenay F,RDA,3730,3907,2006
5903045,Castlegar,CY,7259,7585,2006
5903047,Central Kootenay G,RDA,1605,1354,2006
5903050,Nakusp,VL,1524,1698,2006
5903052,Central Kootenay H,RDA,4319,4472,2006
5903056,Central Kootenay I,RDA,2415,2436,2006
5903058,Central Kootenay J,RDA,2792,2930,2006
5903060,Central Kootenay K,RDA,1800,1979,2006
5903807,Creston 1,IRI,124,122,2006
5905005,Fruitvale,VL,1952,2025,2006
5905009,Montrose,VL,1012,1067,2006
5905014,Trail,CY,7237,7575,2006
5905018,Warfield,VL,1729,1739,2006
5905023,Rossland,CY,3278,3646,2006
5905026,Kootenay Boundary A,RDA,1989,1984,2006
5905030,Kootenay Boundary B,RDA,1418,1583,2006
5905032,Grand Forks,CY,4036,4054,2006
5905037,Midway,VL,621,638,2006
5905042,Greenwood,CY,625,666,2006
5905050,Kootenay Boundary C,RDA,1435,1456,2006
5905052,Kootenay Boundary D,RDA,3176,3241,2006
5905054,Kootenay Boundary E,RDA,2234,2169,2006
5907005,Osoyoos,T,4752,4295,2006
5907009,Keremeos,VL,1289,1197,2006
5907014,Oliver,T,4370,4224,2006
5907022,Okanagan-Similkameen A,RDA,1921,1897,2006
5907024,Princeton,T,2677,2610,2006
5907026,Okanagan-Similkameen B,RDA,1082,1122,2006
5907028,Okanagan-Similkameen C,RDA,3899,4154,2006
5907035,Summerland,DM,10828,10723,2006
5907041,Penticton,CY,31909,30985,2006
5907047,Okanagan-Similkameen D,RDA,5913,5703,2006
5907049,Okanagan-Similkameen E,RDA,2010,1996,2006
5907051,Okanagan-Similkameen F,RDA,2011,1979,2006
5907053,Okanagan-Similkameen G,RDA,2308,2052,2006
5907055,Okanagan-Similkameen H,RDA,2208,1969,2006
5907801,Lower Similkameen 2,IRI,47,48,2006
5907802,Osoyoos 1,IRI,599,567,2006
5907803,Penticton 1,IRI,1470,901,2006
5907805,Chopaka 7 & 8,IRI,54,48,2006
5907806,Blind Creek 6,IRI,21,23,2006
5907807,Chuchuwayha 2,IRI,64,65,2006
5907808,Alexis 9,IRI,5,15,2006
5907809,Ashnola 10,IRI,38,62,2006
5909009,Hope,DM,6185,6184,2006
5909014,Fraser Valley A,RDA,478,596,2006
5909016,Fraser Valley B,RDA,796,745,2006
5909020,Chilliwack,CY,69217,62567,2006
5909027,Harrison Hot Springs,VL,1573,1343,2006
5909032,Kent,DM,4738,4926,2006
5909034,Fraser Valley D,RDA,1296,1032,2006
5909036,Fraser Valley E,RDA,3481,3400,2006
5909048,Fraser Valley C,RDA,952,716,2006
5909052,Abbotsford,CY,123864,115494,2006
5909056,Mission,DM,34505,31272,2006
5909060,Fraser Valley F,RDA,1339,1237,2006
5909062,Fraser Valley G,RDA,1914,1827,2006
5909064,Fraser Valley H,RDA,394,356,2006
5909801,Aywawwis 15,IRI,0,0,2006
5909802,Boothroyd 5A,IRI,0,0,2006
5909803,Boothroyd 8A (Part),IRI,0,0,2006
5909804,Chawathil 4,IRI,171,152,2006
5909805,Inkahtsaph 6,IRI,5,5,2006
5909806,Kopchitchin 2,IRI,32,50,2006
5909807,Ohamil 1,IRI,89,64,2006
5909808,Puckatholetchin 11,IRI,5,5,2006
5909809,Saddle Rock 9,IRI,0,5,2006
5909810,Lukseetsissum 9,IRI,20,21,2006
5909811,Ruby Creek 2,IRI,0,0,2006
5909812,Schkam 2,IRI,138,129,2006
5909813,Sho-ook 5,IRI,0,0,2006
5909814,Skawahlook 1,IRI,19,27,2006
5909815,Speyum 3,IRI,0,0,2006
5909816,Spuzzum 1,IRI,20,50,2006
5909817,Tuckkwiowhum 1,IRI,34,37,2006
5909818,Yale Town 1,IRI,10,17,2006
5909819,Kahmoose 4,IRI,73,65,2006
5909820,Chaumox 11,IRI,0,0,2006
5909821,Kwawkwawapilt 6,IRI,351,360,2006
5909822,Skowkale 10,IRI,423,267,2006
5909823,Skowkale 11,IRI,215,186,2006
5909824,Skwah 4,IRI,230,210,2006
5909825,Skwali 3,IRI,10,5,2006
5909826,Skway 5,IRI,89,84,2006
5909827,Soowahlie 14,IRI,211,234,2006
5909828,Squiaala 7,IRI,99,111,2006
5909829,Squiaala 8,IRI,15,5,2006
5909830,Tzeachten 13,IRI,1188,1038,2006
5909831,Yakweakwioose 12,IRI,37,42,2006
5909832,Seabird Island,IRI,548,535,2006
5909833,Scowlitz 1,IRI,10,10,2006
5909834,Tseatah 2,IRI,10,0,2006
5909835,Aitchelitch 9,IRI,15,18,2006
5909836,Boston Bar 1A,IRI,0,5,2006
5909837,Cheam 1,IRI,205,212,2006
5909838,Schelowat 1,IRI,5,5,2006
5909839,Chehalis 5,IRI,560,460,2006
5909840,Swahliseah 14,IRI,0,0,2006
5909841,Stullawheets 8,IRI,54,40,2006
5909842,Douglas 8,IRI,10,48,2006
5909843,Peters 1,IRI,43,44,2006
5909844,Popkum 1,IRI,15,0,2006
5909845,Skookumchuck 4,IRI,72,66,2006
5909846,Franks 10,IRI,0,0,2006
5909847,Bucktum 4,IRI,0,5,2006
5909848,Tipella 7,IRI,34,0,2006
5909849,Skwahla 2,IRI,0,0,2006
5909852,Baptiste Smith 1A,IRI,10,0,2006
5909855,Sachteen 2,IRI,0,5,2006
5909860,Sachteen 2A,IRI,0,5,2006
5909865,Samahquam 1,IRI,0,0,2006
5909870,Kuthlalth 3,IRI,0,0,2006
5909875,Baptiste Smith 1B,IRI,71,53,2006
5909876,Albert Flat 5,IRI,15,21,2006
5909877,Upper Sumas 6,IRI,182,175,2006
5909878,Matsqui Main 2,IRI,75,73,2006
5909879,Holachten 8,IRI,266,322,2006
5909880,Lakahahmen 11,IRI,214,242,2006
5909881,Skweahm 10,IRI,304,259,2006
5909882,Squawkum Creek 3,IRI,97,83,2006
5915001,Langley,DM,93726,86896,2006
5915002,Langley,CY,23606,23643,2006
5915004,Surrey,CY,394976,347820,2006
5915007,White Rock,CY,18755,18250,2006
5915011,Delta,DM,96723,96950,2006
5915015,Richmond,CY,174461,164345,2006
5915020,Greater Vancouver A,RDA,11050,8034,2006
5915022,Vancouver,CY,578041,545671,2006
5915025,Burnaby,CY,202799,193954,2006
5915029,New Westminster,CY,58549,54656,2006
5915034,Coquitlam,CY,114565,112890,2006
5915036,Belcarra,VL,676,682,2006
5915038,Anmore,VL,1785,1344,2006
5915039,Port Coquitlam,CY,52687,51257,2006
5915043,Port Moody,CY,27512,23816,2006
5915046,North Vancouver,DM,82562,82310,2006
5915051,North Vancouver,CY,45165,44092,2006
5915055,West Vancouver,DM,42131,41421,2006
5915062,Bowen Island,IM,3362,2957,2006
5915065,Lions Bay,VL,1328,1379,2006
5915070,Pitt Meadows,DM,15623,14670,2006
5915075,Maple Ridge,DM,68949,63169,2006
5915801,Semiahmoo,IRI,109,136,2006
5915802,Tsawwassen,IRI,674,474,2006
5915803,Musqueam 2,IRI,1371,1305,2006
5915804,Coquitlam 2,IRI,5,5,2006
5915805,Coquitlam 1,IRI,24,15,2006
5915806,Burrard Inlet 3,IRI,1405,1203,2006
5915807,Mission 1,IRI,569,550,2006
5915808,Capilano 5,IRI,2492,2230,2006
5915809,Barnston Island 3,IRI,49,46,2006
5915810,Musqueam 4,IRI,5,5,2006
5915811,Seymour Creek 2,IRI,75,54,2006
5915813,Katzie 2,IRI,37,31,2006
5915816,McMillan Island 6,IRI,63,59,2006
5915825,Matsqui 4,IRI,426,417,2006
5915830,Katzie 1,IRI,246,224,2006
5915835,Langley 5,IRI,0,0,2006
5915840,Whonnock 1,IRI,0,5,2006
5917005,North Saanich,DM,10823,10436,2006
5917010,Sidney,T,11315,10929,2006
5917015,Central Saanich,DM,15745,15348,2006
5917021,Saanich,DM,108265,103654,2006
5917027,Capital F,RDA,9640,9279,2006
5917029,Capital G,RDA,5101,4307,2006
5917030,Oak Bay,DM,17908,17798,2006
5917034,Victoria,CY,78057,74125,2006
5917040,Esquimalt,DM,16840,16127,2006
5917041,Colwood,CY,14687,13745,2006
5917042,Metchosin,DM,4795,4857,2006
5917044,Langford,CY,22459,18840,2006
5917047,View Royal,T,8768,7271,2006
5917049,Highlands,DM,1903,1674,2006
5917052,Sooke,DM,9704,8735,2006
5917054,Capital H (Part 1),RDA,4250,3801,2006
5917056,Capital H (Part 2),RDA,234,161,2006
5917801,Cole Bay 3,IRI,258,257,2006
5917802,Union Bay 4,IRI,111,100,2006
5917803,East Saanich 2,IRI,1637,1429,2006
5917804,South Saanich 1,IRI,571,586,2006
5917805,Galiano Island 9,IRI,0,0,2006
5917806,Mayne Island 6,IRI,0,0,2006
5917809,Becher Bay 1,IRI,140,159,2006
5917811,Esquimalt,IRI,NA,NA,2006
5917812,New Songhees 1A,IRI,1643,1874,2006
5917815,Gordon River 2,IRI,101,105,2006
5917816,Pacheena 1,IRI,0,0,2006
5917817,T'Sou-ke 1 (Sooke 1),IRI,88,81,2006
5917818,T'Sou-ke 2 (Sooke 2),IRI,121,76,2006
5919008,North Cowichan,DM,27557,26138,2006
5919012,Duncan,CY,4986,4699,2006
5919013,Cowichan Valley D,RDA,2823,2689,2006
5919015,Cowichan Valley G,RDA,2249,2199,2006
5919016,Lake Cowichan,T,2948,2827,2006
5919017,Cowichan Valley H,RDA,2274,2185,2006
5919021,Ladysmith,T,7538,6811,2006
5919033,Cowichan Valley F,RDA,1744,1763,2006
5919035,Cowichan Valley I,RDA,1176,1149,2006
5919043,Cowichan Valley A,RDA,4073,3416,2006
5919046,Cowichan Valley B,RDA,7562,7081,2006
5919049,Cowichan Valley C,RDA,4530,4525,2006
5919051,Cowichan Valley E,RDA,3878,3785,2006
5919801,Halalt 2,IRI,152,115,2006
5919802,Squaw-hay-one 11,IRI,43,45,2006
5919803,Tsussie 6,IRI,73,67,2006
5919804,Chemainus 13,IRI,684,557,2006
5919805,Claoose 4,IRI,0,0,2006
5919806,Cowichan 9,IRI,29,15,2006
5919807,Cowichan 1,IRI,1768,1201,2006
5919808,Kil-pah-las 3,IRI,5,10,2006
5919809,Kuper Island 7,IRI,361,302,2006
5919810,Lyacksun 3,IRI,0,0,2006
5919811,Shingle Point 4,IRI,0,0,2006
5919812,Cowichan Lake,IRI,15,10,2006
5919814,Malachan 11,IRI,199,184,2006
5919815,Malahat 11,IRI,90,98,2006
5919816,Oyster Bay 12,IRI,84,58,2006
5919817,Portier Pass 5,IRI,0,0,2006
5919818,Theik 2,IRI,41,29,2006
5919819,Wyah 3,IRI,0,0,2006
5919820,Est-Patrolas 4,IRI,15,20,2006
5919821,Tzart-Lam 5,IRI,32,20,2006
5921007,Nanaimo,CY,78692,73000,2006
5921008,Lantzville,DM,3661,3653,2006
5921010,Nanaimo A,RDA,6751,6423,2006
5921014,Nanaimo B,RDA,4050,3522,2006
5921016,Nanaimo C,RDA,2508,1932,2006
5921018,Parksville,CY,10993,10323,2006
5921023,Qualicum Beach,T,8502,7849,2006
5921030,Nanaimo E,RDA,5462,4820,2006
5921032,Nanaimo F,RDA,6680,5546,2006
5921034,Nanaimo G,RDA,7023,6113,2006
5921036,Nanaimo H,RDA,3474,3108,2006
5921801,Nanaimo River 3,IRI,50,33,2006
5921802,Nanaimo River 2,IRI,21,20,2006
5921803,Nanaimo River 4,IRI,208,158,2006
5921804,Nanaimo Town 1,IRI,279,238,2006
5921805,Nanoose,IRI,191,207,2006
5921806,Qualicum,IRI,86,71,2006
5923008,Port Alberni,CY,17548,17748,2006
5923019,Ucluelet,DM,1487,1559,2006
5923025,Tofino,DM,1655,1466,2006
5923033,Alberni-Clayoquot B,RDA,476,502,2006
5923035,Alberni-Clayoquot D,RDA,2027,2016,2006
5923037,Alberni-Clayoquot E,RDA,2822,2779,2006
5923039,Alberni-Clayoquot F,RDA,1882,1892,2006
5923047,Alberni-Clayoquot A,RDA,303,285,2006
5923049,Alberni-Clayoquot C,RDA,401,369,2006
5923801,Ahahswinis 1,IRI,148,117,2006
5923802,Alberni 2,IRI,5,10,2006
5923803,Anacla 12,IRI,95,84,2006
5923804,Clakamucus 2,IRI,5,5,2006
5923805,Elhlateese 2,IRI,27,21,2006
5923806,Hesquiat 1,IRI,10,5,2006
5923807,Ittatsoo 1,IRI,200,208,2006
5923808,Marktosis 15,IRI,661,557,2006
5923809,Numukamis 1,IRI,5,5,2006
5923810,Macoah 1,IRI,19,10,2006
5923812,Openit 27,IRI,0,0,2006
5923813,Opitsat 1,IRI,174,148,2006
5923814,Sachsa 4,IRI,0,10,2006
5923815,Stuart Bay 6,IRI,0,0,2006
5923816,Tsahaheh 1,IRI,425,322,2006
5923821,Keeshan 9,IRI,0,0,2006
5923822,Klehkoot 2,IRI,10,10,2006
5923823,Esowista 3,IRI,160,140,2006
5923824,Refuge Cove 6,IRI,103,77,2006
5923825,Tin Wis 11,IRI,16,0,2006
5925005,Comox,T,12136,11391,2006
5925010,Courtenay,CY,21940,19166,2006
5925014,Cumberland,VL,2762,2633,2006
5925018,Comox-Strathcona A,RDA,4885,4748,2006
5925019,Comox-Strathcona K,RDA,2169,1982,2006
5925022,Comox-Strathcona B,RDA,7219,7013,2006
5925024,Comox-Strathcona C,RDA,7441,7448,2006
5925025,Gold River,VL,1362,1359,2006
5925029,Zeballos,VL,189,224,2006
5925030,Tahsis,VL,366,600,2006
5925034,Campbell River,CY,29572,28276,2006
5925039,Sayward,VL,341,379,2006
5925042,Comox-Strathcona D,RDA,4984,4920,2006
5925046,Comox-Strathcona H,RDA,755,785,2006
5925049,Comox-Strathcona G,RDA,74,66,2006
5925052,Comox-Strathcona I,RDA,1042,938,2006
5925054,Comox-Strathcona J,RDA,2472,2548,2006
5925801,Comox 1,IRI,272,254,2006
5925802,Pentledge 2,IRI,0,0,2006
5925803,Ahaminaquus 12,IRI,0,0,2006
5925804,Campbell River 11,IRI,381,284,2006
5925805,Chenahkint 12,IRI,10,10,2006
5925806,Houpsitas 6,IRI,182,160,2006
5925808,Nuchatl 2,IRI,0,0,2006
5925809,Nuchatl 1,IRI,0,0,2006
5925812,Quinsam 12,IRI,208,212,2006
5925813,Village Island 1,IRI,0,10,2006
5925814,Yuquot 1,IRI,5,5,2006
5925815,Aupe 6,IRI,0,0,2006
5925816,Aupe 6A,IRI,0,0,2006
5925817,Cape Mudge 10,IRI,175,181,2006
5925818,Squirrel Cove 8,IRI,5,0,2006
5925819,Tatpo-oose 10,IRI,0,0,2006
5925820,Tork 7,IRI,74,62,2006
5925825,Matsayno 5,IRI,0,0,2006
5925830,Saaiyouck 6,IRI,0,0,2006
5925833,Oclucje 7,IRI,54,32,2006
5925835,Tsa Xana 18,IRI,221,175,2006
5925836,Ehatis 11,IRI,79,90,2006
5925840,Homalco 9,IRI,220,180,2006
5927008,Powell River,CY,12957,12983,2006
5927010,Powell River A,RDA,914,988,2006
5927012,Powell River B,RDA,1489,1450,2006
5927016,Powell River C,RDA,2074,2135,2006
5927018,Powell River D,RDA,1107,1129,2006
5927020,Powell River E,RDA,359,367,2006
5927802,Sliammon 1,IRI,682,677,2006
5927805,Harwood Island 2,IRI,0,0,2006
5927806,Sechelt (Part),IGD,17,36,2006
5929005,Gibsons,T,4182,3906,2006
5929011,Sechelt,DM,8454,7775,2006
5929018,Sunshine Coast A,RDA,2624,2374,2006
5929022,Sunshine Coast B,RDA,2558,2353,2006
5929024,Sunshine Coast D,RDA,3307,3090,2006
5929026,Sunshine Coast E,RDA,3552,3311,2006
5929028,Sunshine Coast F,RDA,2235,1971,2006
5929801,Chekwelp 26,IRI,20,24,2006
5929802,Chekwelp 26A,IRI,0,0,2006
5929803,Sechelt (Part),IGD,827,795,2006
5929804,Schaltuuch 27,IRI,0,0,2006
5931006,Squamish,DM,14949,14247,2006
5931012,Pemberton,VL,2192,1642,2006
5931017,Squamish-Lillooet C,RDA,1887,1499,2006
5931020,Whistler,DM,9248,8896,2006
5931021,Squamish-Lillooet D,RDA,839,750,2006
5931026,Lillooet,DM,2324,2741,2006
5931032,Squamish-Lillooet A,RDA,207,223,2006
5931034,Squamish-Lillooet B,RDA,575,423,2006
5931801,Cheakamus 11,IRI,82,45,2006
5931802,Kowtain 17,IRI,34,23,2006
5931803,Mount Currie  1,IRI,114,117,2006
5931804,Mount Currie 10,IRI,181,183,2006
5931805,Nequatque 1,IRI,154,153,2006
5931806,Seaichem 16,IRI,54,0,2006
5931807,Stawamus 24,IRI,96,50,2006
5931808,Waiwakum 14,IRI,103,91,2006
5931809,Yekwaupsum 18,IRI,20,24,2006
5931810,Nequatque 3A,IRI,10,5,2006
5931811,Mount Currie  2,IRI,15,0,2006
5931812,Nesuch 3,IRI,116,88,2006
5931813,Bridge River 1,IRI,208,214,2006
