year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status,rgn_name
1999,5,0,8132,1048,2033,262,0.1289,42.97,West Vancouver Island
2000,5,0,8132,1048,2033,262,0.1289,42.97,West Vancouver Island
2001,5,552,8132,1600,2033,400,0.1968,65.6,West Vancouver Island
2002,5,0,8132,1600,2033,400,0.1968,65.6,West Vancouver Island
2003,5,5,8132,1605,2033,401.25,0.1974,65.8,West Vancouver Island
2004,5,1,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2005,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2006,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2007,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2008,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2009,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2010,5,0,8132,1606,2033,401.5,0.1975,65.83,West Vancouver Island
2011,5,1,8132,1607,2033,401.75,0.1976,65.87,West Vancouver Island
2012,5,0,8132,1607,2033,401.75,0.1976,65.87,West Vancouver Island
2013,5,0,8132,1607,2033,401.75,0.1976,65.87,West Vancouver Island
1886,6,0,10566,0,2641.5,0,0,0,Strait of Georgia
1911,6,0,10566,0,2641.5,0,0,0,Strait of Georgia
1913,6,0,10566,0,2641.5,0,0,0,Strait of Georgia
1914,6,0,10566,0,2641.5,0,0,0,Strait of Georgia
1920,6,0,10566,0,2641.5,0,0,0,Strait of Georgia
1921,6,1,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1922,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1923,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1927,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1928,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1931,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1934,6,0,10566,1,2641.5,0.25,1e-04,0.03,Strait of Georgia
1936,6,9,10566,10,2641.5,2.5,9e-04,0.3,Strait of Georgia
1937,6,0,10566,10,2641.5,2.5,9e-04,0.3,Strait of Georgia
1938,6,2,10566,12,2641.5,3,0.0011,0.37,Strait of Georgia
1939,6,0,10566,12,2641.5,3,0.0011,0.37,Strait of Georgia
1940,6,0,10566,12,2641.5,3,0.0011,0.37,Strait of Georgia
1941,6,0,10566,12,2641.5,3,0.0011,0.37,Strait of Georgia
1943,6,0,10566,12,2641.5,3,0.0011,0.37,Strait of Georgia
1944,6,1,10566,13,2641.5,3.25,0.0012,0.4,Strait of Georgia
1946,6,0,10566,13,2641.5,3.25,0.0012,0.4,Strait of Georgia
1947,6,1,10566,14,2641.5,3.5,0.0013,0.43,Strait of Georgia
1948,6,0,10566,14,2641.5,3.5,0.0013,0.43,Strait of Georgia
1949,6,0,10566,14,2641.5,3.5,0.0013,0.43,Strait of Georgia
1950,6,5,10566,19,2641.5,4.75,0.0018,0.6,Strait of Georgia
1951,6,0,10566,19,2641.5,4.75,0.0018,0.6,Strait of Georgia
1953,6,0,10566,19,2641.5,4.75,0.0018,0.6,Strait of Georgia
1954,6,1,10566,20,2641.5,5,0.0019,0.63,Strait of Georgia
1955,6,0,10566,20,2641.5,5,0.0019,0.63,Strait of Georgia
1956,6,4,10566,24,2641.5,6,0.0023,0.77,Strait of Georgia
1957,6,4,10566,28,2641.5,7,0.0027,0.9,Strait of Georgia
1958,6,6,10566,34,2641.5,8.5,0.0032,1.07,Strait of Georgia
1959,6,2,10566,36,2641.5,9,0.0034,1.13,Strait of Georgia
1960,6,1,10566,37,2641.5,9.25,0.0035,1.17,Strait of Georgia
1961,6,16,10566,53,2641.5,13.25,0.005,1.67,Strait of Georgia
1962,6,3,10566,56,2641.5,14,0.0053,1.77,Strait of Georgia
1963,6,0,10566,56,2641.5,14,0.0053,1.77,Strait of Georgia
1964,6,0,10566,56,2641.5,14,0.0053,1.77,Strait of Georgia
1965,6,21,10566,77,2641.5,19.25,0.0073,2.43,Strait of Georgia
1966,6,7,10566,84,2641.5,21,0.008,2.67,Strait of Georgia
1967,6,9,10566,93,2641.5,23.25,0.0088,2.93,Strait of Georgia
1968,6,0,10566,93,2641.5,23.25,0.0088,2.93,Strait of Georgia
1969,6,2,10566,95,2641.5,23.75,0.009,3,Strait of Georgia
1970,6,0,10566,95,2641.5,23.75,0.009,3,Strait of Georgia
1971,6,173,10566,268,2641.5,67,0.0254,8.47,Strait of Georgia
1972,6,17,10566,285,2641.5,71.25,0.027,9,Strait of Georgia
1973,6,128,10566,413,2641.5,103.25,0.0391,13.03,Strait of Georgia
1974,6,19,10566,432,2641.5,108,0.0409,13.63,Strait of Georgia
1975,6,10,10566,442,2641.5,110.5,0.0418,13.93,Strait of Georgia
1976,6,6,10566,448,2641.5,112,0.0424,14.13,Strait of Georgia
1977,6,4,10566,452,2641.5,113,0.0428,14.27,Strait of Georgia
1978,6,2,10566,454,2641.5,113.5,0.043,14.33,Strait of Georgia
1979,6,0,10566,454,2641.5,113.5,0.043,14.33,Strait of Georgia
1980,6,5,10566,459,2641.5,114.75,0.0434,14.47,Strait of Georgia
1981,6,0,10566,459,2641.5,114.75,0.0434,14.47,Strait of Georgia
1982,6,34,10566,493,2641.5,123.25,0.0467,15.57,Strait of Georgia
1983,6,0,10566,493,2641.5,123.25,0.0467,15.57,Strait of Georgia
1984,6,2,10566,495,2641.5,123.75,0.0468,15.6,Strait of Georgia
1985,6,0,10566,495,2641.5,123.75,0.0468,15.6,Strait of Georgia
1986,6,19,10566,514,2641.5,128.5,0.0486,16.2,Strait of Georgia
1987,6,0,10566,514,2641.5,128.5,0.0486,16.2,Strait of Georgia
1988,6,11,10566,525,2641.5,131.25,0.0497,16.57,Strait of Georgia
1989,6,28,10566,553,2641.5,138.25,0.0523,17.43,Strait of Georgia
1990,6,8,10566,561,2641.5,140.25,0.0531,17.7,Strait of Georgia
1991,6,5,10566,566,2641.5,141.5,0.0536,17.87,Strait of Georgia
1992,6,1,10566,567,2641.5,141.75,0.0537,17.9,Strait of Georgia
1993,6,41,10566,608,2641.5,152,0.0575,19.17,Strait of Georgia
1994,6,0,10566,608,2641.5,152,0.0575,19.17,Strait of Georgia
1995,6,134,10566,742,2641.5,185.5,0.0702,23.4,Strait of Georgia
1996,6,3,10566,745,2641.5,186.25,0.0705,23.5,Strait of Georgia
1997,6,31,10566,776,2641.5,194,0.0734,24.47,Strait of Georgia
1998,6,0,10566,776,2641.5,194,0.0734,24.47,Strait of Georgia
1999,6,19,10566,795,2641.5,198.75,0.0752,25.07,Strait of Georgia
2000,6,1,10566,796,2641.5,199,0.0753,25.1,Strait of Georgia
2001,6,38,10566,834,2641.5,208.5,0.0789,26.3,Strait of Georgia
2002,6,5,10566,839,2641.5,209.75,0.0794,26.47,Strait of Georgia
2003,6,82,10566,921,2641.5,230.25,0.0872,29.07,Strait of Georgia
2004,6,26,10566,947,2641.5,236.75,0.0896,29.87,Strait of Georgia
2005,6,0,10566,947,2641.5,236.75,0.0896,29.87,Strait of Georgia
2006,6,0,10566,947,2641.5,236.75,0.0896,29.87,Strait of Georgia
2007,6,8,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2008,6,0,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2009,6,0,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2010,6,0,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2011,6,0,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2012,6,0,10566,955,2641.5,238.75,0.0904,30.13,Strait of Georgia
2013,6,3,10566,958,2641.5,239.5,0.0907,30.23,Strait of Georgia
1886,8,0,1076,0,269,0,0,0,Aristazabal Island
1911,8,0,1076,0,269,0,0,0,Aristazabal Island
1913,8,0,1076,0,269,0,0,0,Aristazabal Island
1914,8,0,1076,0,269,0,0,0,Aristazabal Island
1920,8,0,1076,0,269,0,0,0,Aristazabal Island
1921,8,0,1076,0,269,0,0,0,Aristazabal Island
1922,8,0,1076,0,269,0,0,0,Aristazabal Island
1923,8,0,1076,0,269,0,0,0,Aristazabal Island
1927,8,0,1076,0,269,0,0,0,Aristazabal Island
1928,8,0,1076,0,269,0,0,0,Aristazabal Island
1931,8,0,1076,0,269,0,0,0,Aristazabal Island
1934,8,0,1076,0,269,0,0,0,Aristazabal Island
1936,8,0,1076,0,269,0,0,0,Aristazabal Island
1937,8,0,1076,0,269,0,0,0,Aristazabal Island
1938,8,0,1076,0,269,0,0,0,Aristazabal Island
1939,8,0,1076,0,269,0,0,0,Aristazabal Island
1940,8,0,1076,0,269,0,0,0,Aristazabal Island
1941,8,0,1076,0,269,0,0,0,Aristazabal Island
1943,8,0,1076,0,269,0,0,0,Aristazabal Island
1944,8,0,1076,0,269,0,0,0,Aristazabal Island
1946,8,0,1076,0,269,0,0,0,Aristazabal Island
1947,8,0,1076,0,269,0,0,0,Aristazabal Island
1948,8,0,1076,0,269,0,0,0,Aristazabal Island
1949,8,0,1076,0,269,0,0,0,Aristazabal Island
1950,8,0,1076,0,269,0,0,0,Aristazabal Island
1951,8,0,1076,0,269,0,0,0,Aristazabal Island
1953,8,0,1076,0,269,0,0,0,Aristazabal Island
1954,8,0,1076,0,269,0,0,0,Aristazabal Island
1955,8,0,1076,0,269,0,0,0,Aristazabal Island
1956,8,0,1076,0,269,0,0,0,Aristazabal Island
1957,8,0,1076,0,269,0,0,0,Aristazabal Island
1958,8,0,1076,0,269,0,0,0,Aristazabal Island
1959,8,0,1076,0,269,0,0,0,Aristazabal Island
1960,8,0,1076,0,269,0,0,0,Aristazabal Island
1961,8,0,1076,0,269,0,0,0,Aristazabal Island
1962,8,0,1076,0,269,0,0,0,Aristazabal Island
1963,8,0,1076,0,269,0,0,0,Aristazabal Island
1964,8,0,1076,0,269,0,0,0,Aristazabal Island
1965,8,0,1076,0,269,0,0,0,Aristazabal Island
1966,8,0,1076,0,269,0,0,0,Aristazabal Island
1967,8,0,1076,0,269,0,0,0,Aristazabal Island
1968,8,0,1076,0,269,0,0,0,Aristazabal Island
1969,8,0,1076,0,269,0,0,0,Aristazabal Island
1970,8,0,1076,0,269,0,0,0,Aristazabal Island
1971,8,8,1076,8,269,2,0.0074,2.47,Aristazabal Island
1972,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1973,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1974,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1975,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1976,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1977,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1978,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1979,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1980,8,0,1076,8,269,2,0.0074,2.47,Aristazabal Island
1981,8,6,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1982,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1983,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1984,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1985,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1986,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1987,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1988,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1989,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1990,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1991,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1992,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1993,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1994,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1995,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1996,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1997,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1998,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
1999,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2000,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2001,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2002,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2003,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2004,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2005,8,0,1076,14,269,3.5,0.013,4.33,Aristazabal Island
2006,8,149,1076,163,269,40.75,0.1515,50.5,Aristazabal Island
2007,8,3,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2008,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2009,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2010,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2011,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2012,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
2013,8,0,1076,166,269,41.5,0.1543,51.43,Aristazabal Island
1886,NA,10592,10629268,10592,2657317,2648,0.001,0.33,NA
1911,NA,9970,10629268,20562,2657317,5140.5,0.0019,0.63,NA
1913,NA,9049,10629268,29611,2657317,7402.75,0.0028,0.93,NA
1914,NA,1048,10629268,30659,2657317,7664.75,0.0029,0.97,NA
1920,NA,5523,10629268,36182,2657317,9045.5,0.0034,1.13,NA
1921,NA,7,10629268,36189,2657317,9047.25,0.0034,1.13,NA
1922,NA,2838,10629268,39027,2657317,9756.75,0.0037,1.23,NA
1923,NA,17,10629268,39044,2657317,9761,0.0037,1.23,NA
1927,NA,7555,10629268,46599,2657317,11649.75,0.0044,1.47,NA
1928,NA,17,10629268,46616,2657317,11654,0.0044,1.47,NA
1931,NA,1,10629268,46617,2657317,11654.25,0.0044,1.47,NA
1934,NA,13,10629268,46630,2657317,11657.5,0.0044,1.47,NA
1936,NA,139,10629268,46769,2657317,11692.25,0.0044,1.47,NA
1937,NA,6,10629268,46775,2657317,11693.75,0.0044,1.47,NA
1938,NA,39512,10629268,86287,2657317,21571.75,0.0081,2.7,NA
1939,NA,21631,10629268,107918,2657317,26979.5,0.0102,3.4,NA
1940,NA,457,10629268,108375,2657317,27093.75,0.0102,3.4,NA
1941,NA,4368,10629268,112743,2657317,28185.75,0.0106,3.53,NA
1943,NA,62,10629268,112805,2657317,28201.25,0.0106,3.53,NA
1944,NA,0,10629268,112805,2657317,28201.25,0.0106,3.53,NA
1946,NA,2,10629268,112807,2657317,28201.75,0.0106,3.53,NA
1947,NA,15,10629268,112822,2657317,28205.5,0.0106,3.53,NA
1948,NA,108,10629268,112930,2657317,28232.5,0.0106,3.53,NA
1949,NA,1,10629268,112931,2657317,28232.75,0.0106,3.53,NA
1950,NA,2,10629268,112933,2657317,28233.25,0.0106,3.53,NA
1951,NA,5,10629268,112938,2657317,28234.5,0.0106,3.53,NA
1953,NA,1,10629268,112939,2657317,28234.75,0.0106,3.53,NA
1954,NA,0,10629268,112939,2657317,28234.75,0.0106,3.53,NA
1955,NA,130,10629268,113069,2657317,28267.25,0.0106,3.53,NA
1956,NA,231,10629268,113300,2657317,28325,0.0107,3.57,NA
1957,NA,4489,10629268,117789,2657317,29447.25,0.0111,3.7,NA
1958,NA,16,10629268,117805,2657317,29451.25,0.0111,3.7,NA
1959,NA,41,10629268,117846,2657317,29461.5,0.0111,3.7,NA
1960,NA,43,10629268,117889,2657317,29472.25,0.0111,3.7,NA
1961,NA,5599,10629268,123488,2657317,30872,0.0116,3.87,NA
1962,NA,936,10629268,124424,2657317,31106,0.0117,3.9,NA
1963,NA,430,10629268,124854,2657317,31213.5,0.0117,3.9,NA
1964,NA,76,10629268,124930,2657317,31232.5,0.0118,3.93,NA
1965,NA,283,10629268,125213,2657317,31303.25,0.0118,3.93,NA
1966,NA,124,10629268,125337,2657317,31334.25,0.0118,3.93,NA
1967,NA,2494,10629268,127831,2657317,31957.75,0.012,4,NA
1968,NA,1593,10629268,129424,2657317,32356,0.0122,4.07,NA
1969,NA,589,10629268,130013,2657317,32503.25,0.0122,4.07,NA
1970,NA,21,10629268,130034,2657317,32508.5,0.0122,4.07,NA
1971,NA,1977,10629268,132011,2657317,33002.75,0.0124,4.13,NA
1972,NA,10921,10629268,142932,2657317,35733,0.0134,4.47,NA
1973,NA,27152,10629268,170084,2657317,42521,0.016,5.33,NA
1974,NA,8181,10629268,178265,2657317,44566.25,0.0168,5.6,NA
1975,NA,30198,10629268,208463,2657317,52115.75,0.0196,6.53,NA
1976,NA,9,10629268,208472,2657317,52118,0.0196,6.53,NA
1977,NA,497,10629268,208969,2657317,52242.25,0.0197,6.57,NA
1978,NA,241,10629268,209210,2657317,52302.5,0.0197,6.57,NA
1979,NA,44,10629268,209254,2657317,52313.5,0.0197,6.57,NA
1980,NA,65,10629268,209319,2657317,52329.75,0.0197,6.57,NA
1981,NA,4504,10629268,213823,2657317,53455.75,0.0201,6.7,NA
1982,NA,1019,10629268,214842,2657317,53710.5,0.0202,6.73,NA
1983,NA,2014,10629268,216856,2657317,54214,0.0204,6.8,NA
1984,NA,1267,10629268,218123,2657317,54530.75,0.0205,6.83,NA
1985,NA,2307,10629268,220430,2657317,55107.5,0.0207,6.9,NA
1986,NA,30623,10629268,251053,2657317,62763.25,0.0236,7.87,NA
1987,NA,20933,10629268,271986,2657317,67996.5,0.0256,8.53,NA
1988,NA,99,10629268,272085,2657317,68021.25,0.0256,8.53,NA
1989,NA,97,10629268,272182,2657317,68045.5,0.0256,8.53,NA
1990,NA,45,10629268,272227,2657317,68056.75,0.0256,8.53,NA
1991,NA,698,10629268,272925,2657317,68231.25,0.0257,8.57,NA
1992,NA,1200,10629268,274125,2657317,68531.25,0.0258,8.6,NA
1993,NA,38234,10629268,312359,2657317,78089.75,0.0294,9.8,NA
1994,NA,11478,10629268,323837,2657317,80959.25,0.0305,10.17,NA
1995,NA,33322,10629268,357159,2657317,89289.75,0.0336,11.2,NA
1996,NA,25454,10629268,382613,2657317,95653.25,0.036,12,NA
1997,NA,2858,10629268,385471,2657317,96367.75,0.0363,12.1,NA
1998,NA,3587,10629268,389058,2657317,97264.5,0.0366,12.2,NA
1999,NA,22640,10629268,411698,2657317,102924.5,0.0387,12.9,NA
2000,NA,8196,10629268,419894,2657317,104973.5,0.0395,13.17,NA
2001,NA,53177,10629268,473071,2657317,118267.75,0.0445,14.83,NA
2002,NA,3,10629268,473074,2657317,118268.5,0.0445,14.83,NA
2003,NA,550,10629268,473624,2657317,118406,0.0446,14.87,NA
2004,NA,3360,10629268,476984,2657317,119246,0.0449,14.97,NA
2005,NA,103,10629268,477087,2657317,119271.75,0.0449,14.97,NA
2006,NA,15754,10629268,492841,2657317,123210.25,0.0464,15.47,NA
2007,NA,5646,10629268,498487,2657317,124621.75,0.0469,15.63,NA
2008,NA,71374,10629268,569861,2657317,142465.25,0.0536,17.87,NA
2009,NA,931,10629268,570792,2657317,142698,0.0537,17.9,NA
2010,NA,17073,10629268,587865,2657317,146966.25,0.0553,18.43,NA
2011,NA,581,10629268,588446,2657317,147111.5,0.0554,18.47,NA
2012,NA,17329,10629268,605775,2657317,151443.75,0.057,19,NA
2013,NA,11138,10629268,616913,2657317,154228.25,0.058,19.33,NA
