intercept,rmse,rsquared,mae,goal,model,lag
TRUE,0.04650002594177342,0.49450672850563715,0.03827679228428424,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.048583106607892626,0.5009200769042407,0.037926307037818546,SPP,intercept only,3
TRUE,0.05234928768797151,0.539026613035876,0.04098573331990765,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.0473755536451398,0.5581951603070678,0.03667464172349021,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.04798964929331823,0.5473465327507961,0.037508478913459785,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.0527685635124443,0.5313951209136104,0.04083391486562082,SPP,intercept only,4
TRUE,0.055525413350911296,0.542152570014647,0.046240479658269495,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.04933698368508043,0.5627680008729097,0.040300749465290164,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.05066497841420292,0.542284113759695,0.041451994122810296,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.05594259290706367,0.5343549627886156,0.045880452893744816,SPP,intercept only,5
TRUE,0.056821239238180735,0.49402942863781113,0.045671480536174903,SPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.04719325726732345,0.5441956976954969,0.03865112806606441,SPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.04729919753892253,0.5441026232312216,0.039012059124673794,SPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.05724554474960807,0.4852639955125462,0.045413617148365504,SPP,intercept only,6
TRUE,0.028539943168580127,0.3748348070050656,0.018082335709194767,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.028378353538208268,0.37782140758083854,0.017742915780525212,TR,intercept only,1
TRUE,0.035792534652641775,0.5610874194294907,0.024350474981350876,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.03591095418389003,0.5570432651937643,0.024324343504849834,TR,intercept only,2
TRUE,0.0408585850935114,0.6014035729570953,0.030039818683089768,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.04164773773168809,0.585557912112267,0.029876369903017414,TR,intercept only,3
TRUE,0.040919036279632434,0.6269087955203344,0.033691448797235055,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.04281840474944138,0.592106656401263,0.033986925201560665,TR,intercept only,4
TRUE,0.046496258934474774,0.5371037388543939,0.037872686818779235,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.049859291120923466,0.4716512457113883,0.03918641187431948,TR,intercept only,5
TRUE,0.04191096304744948,0.6110033354258355,0.03432200552346148,TR,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.044418861151793075,0.5649075145991075,0.036021742841852174,TR,intercept only,6
