goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc
SAL,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6409399281518176,-202.06775579133682,NA,19.9946,NA,-0.0433,-1.0063,-0.3259,NA,-0.9789,0.1855,-0.0161,-0.0552°,-0.0574°,-0.1213*,-0.0986***,-0.0949**,-0.0537°,0.0088,0.0279,NA,NA,NA,NA,NA,-23.3466,NA,0.9211**
SAL,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6348574176888931,-200.47169314219147,NA,21.4090,NA,-0.0277,-1.0396,-0.3186,NA,-0.9954,0.2446,-0.0157,-0.0553°,-0.0570°,-0.1221*,-0.0974***,-0.0935**,-0.0490°,0.0137,0.0352,NA,NA,NA,NA,NA,-24.7645,-0.1954,0.7521
SAL,intercept only,6,9,7,0.6100303163894962,-263.73286003358515,NA,-0.1022***,-0.0085,0.0004,-0.0095,0.0923***,0.0092,0.0660***,0.0222,-0.0180,-0.0387°,-0.0558**,-0.0904***,-0.0934***,-0.0875***,-0.0474*,0.0046,0.0387°,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.48023966921458217,-476.90695251254635,NA,0.0124,-0.0001,0.0034,-0.0038,0.0078,-0.0365,0.0093,0.0060,-0.0226,0.0258°,0.0391*,0.0284°,-0.0288°,-0.0119,0.0200,-0.0626***,0.0206,0.0177,0.0541**,0.0251,0.0694***,0.0625***,NA,-0.1494,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.4912690532346541,-367.95509722450606,NA,-0.0783,NA,-0.0078,-0.0140,-0.0055,NA,-0.0106,-0.0138,-0.0138,0.0253,0.0469**,0.0378*,-0.0121,-0.0113,0.0184,-0.0523**,0.0134,0.0062,0.0364*,0.0062,0.0774***,0.0390*,NA,NA,0.0779
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.48664002964710495,-366.4537682084063,NA,0.0350,NA,0.0059,0.0042,0.0155,NA,0.0188,0.0163,-0.0135,0.0260,0.0479**,0.0390*,-0.0106,-0.0099,0.0218,-0.0493**,0.0182,0.0109,0.0507°,0.0195,0.0899***,0.0524°,NA,-0.1200,-0.0543
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,1,14,7,0.47370710079593337,-476.17736080927443,NA,-0.0279*,0.0033,0.0007,0.0005,0.0093,0.0054,0.0076,0.0053,-0.0226,0.0256°,0.0389*,0.0282°,-0.0287°,-0.0122,0.0167,-0.0659***,0.0153,0.0121,0.0380*,0.0101,0.0554***,0.0474**,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.5986469349099446,-399.9563665935689,NA,-0.0113,0.0030,0.0070,-0.0030,0.0199,-0.0620,0.0215,0.0152,0.0244,0.0864***,0.0891***,0.0212,-0.0178,0.0265,-0.0215,-0.0227,0.0577**,0.0808***,0.0968***,0.1102***,0.1471***,NA,NA,-0.2510°,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.6146090900988298,-308.67057936791565,NA,-0.2192°,NA,-0.0207,-0.0373,-0.0202,NA,-0.0343,-0.0419,0.0240,0.0844***,0.0970***,0.0369°,-0.0106,0.0189,-0.0213,-0.0254,0.0315,0.0548**,0.0553**,0.0940***,0.1287***,NA,NA,NA,0.2329
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.6098328047793284,-306.9587979485792,NA,-0.1116,NA,-0.0082,-0.0204,-0.0006,NA,-0.0067,-0.0134,0.0243,0.0850***,0.0980***,0.0381°,-0.0092,0.0203,-0.0180,-0.0225,0.0362,0.0594**,0.0691°,0.1067**,0.1406***,NA,NA,-0.1151,0.1080
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,2,13,7,0.5864757641010667,-397.372827181142,NA,-0.0793***,0.0092,0.0043,0.0047,0.0226,0.0080,0.0187,0.0141,0.0244,0.0861***,0.0888***,0.0209,-0.0176,0.0260,-0.0271,-0.0282,0.0487*,0.0713***,0.0696***,0.0851***,0.1235***,NA,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,7,0.5989733403932836,-338.0804659493363,NA,-0.0018,0.0053,0.0064,-0.0027,0.0228,-0.0684,0.0247,0.0105,0.0371°,0.0890***,0.0342,-0.0152,-0.0264,-0.0611**,-0.0301,-0.0351,0.0708**,0.0669**,0.1278***,0.1347***,NA,NA,NA,-0.2825°,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.6201558388371358,-263.7805935553382,NA,-0.2319,NA,-0.0250,-0.0415,-0.0227,NA,-0.0382,-0.0538,0.0446°,0.0974***,0.0585*,0.0012,-0.0173,-0.0554*,-0.0321,-0.0442°,0.0410°,0.0354,0.1042***,0.1067***,NA,NA,NA,NA,0.2533
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6136081841153024,-261.78087264483,NA,-0.2280,NA,-0.0246,-0.0409,-0.0220,NA,-0.0372,-0.0528,0.0446°,0.0974***,0.0585*,0.0013,-0.0172,-0.0554*,-0.0320,-0.0441°,0.0412,0.0356,0.1047*,0.1072**,NA,NA,NA,-0.0043,0.2488
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,3,12,7,0.5893782811945931,-336.37591506142144,NA,-0.0788***,0.0130,0.0057,0.0063,0.0261,0.0100,0.0218,0.0093,0.0371°,0.0887***,0.0338,-0.0155,-0.0263,-0.0617**,-0.0364°,-0.0414°,0.0606**,0.0563*,0.0973***,0.1065***,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,7,0.6287336811200737,-296.75877312070963,NA,0.0307,0.0023,0.0021,-0.0023,0.0254,-0.0898,0.0340°,0.0090,0.0272,0.0214,-0.0149,-0.0360,-0.1213***,-0.0822***,-0.0536*,-0.0353,0.0459°,0.0835**,0.1450***,NA,NA,NA,NA,-0.3524°,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.6607285202470163,-238.1273156936919,NA,-0.2728°,NA,-0.0328,-0.0489,-0.0300,NA,-0.0441,-0.0717,0.0370,0.0385,0.0017,-0.0264,-0.1093***,-0.0863***,-0.0708**,-0.0555*,0.0016,0.0628*,0.0975***,NA,NA,NA,NA,NA,0.3411
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6579279957191145,-236.88126307433328,NA,-0.4893,NA,-0.0562,-0.0810,-0.0681,NA,-0.0983,-0.1278,0.0365,0.0372,-0.0002,-0.0288,-0.1121***,-0.0891***,-0.0776**,-0.0616*,-0.0081,0.0532°,0.0686,NA,NA,NA,NA,0.2407,0.5876
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,4,11,7,0.6178944023137042,-294.7412268829034,NA,-0.0660**,0.0128,0.0047,0.0097,0.0299,0.0071,0.0309,0.0074,0.0272,0.0210,-0.0153,-0.0365,-0.1211***,-0.0829***,-0.0614*,-0.0432°,0.0333,0.0701**,0.1070***,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,7,0.6361133228942022,-262.34318770404366,NA,0.0629,-0.0028,-0.0078,-0.0041,0.0255,-0.1210°,0.0477*,0.0116,-0.0275,-0.0172,-0.0258,-0.1209***,-0.1322***,-0.0963***,-0.0428°,-0.0495°,0.0742**,0.1077***,NA,NA,NA,NA,NA,-0.4581°,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.6734599271656592,-214.43677306386962,NA,-0.3579°,NA,-0.0481°,-0.0628,-0.0451,NA,-0.0542,-0.0946,-0.0123,-0.0103,-0.0185,-0.1117***,-0.1327***,-0.1169***,-0.0748**,-0.0861***,0.0373,0.0643*,NA,NA,NA,NA,NA,NA,0.4832°
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.6681092630492411,-212.72493921269773,NA,-0.4985,NA,-0.0623,-0.0827,-0.0692,NA,-0.0888,-0.1305,-0.0126,-0.0112,-0.0197,-0.1133***,-0.1345***,-0.1188***,-0.0794**,-0.0902**,0.0307,0.0577*,NA,NA,NA,NA,NA,0.1635,0.6400
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,5,10,7,0.6232781045770607,-260.0264812681106,NA,-0.0636**,0.0122,0.0007,0.0125,0.0319,0.0033,0.0443*,0.0096,-0.0275,-0.0177,-0.0264,-0.1215***,-0.1320***,-0.0972***,-0.0530*,-0.0597*,0.0578*,0.0904***,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,7,0.594444975584464,-233.9192398573192,NA,0.0155,-0.0029,-0.0188,-0.0045,0.0369,-0.1284,0.0645**,0.0213,-0.0110,0.0250,-0.0584*,-0.0785**,-0.0926***,-0.0347,-0.0052,0.0277,0.1485***,NA,NA,NA,NA,NA,NA,-0.4789,NA
SPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.6605592470655707,-200.1062645766599,NA,-0.5230*,NA,-0.0716*,-0.0849°,-0.0571,NA,-0.0699,-0.1200°,-0.0115,0.0174,-0.0575*,-0.0878***,-0.1153***,-0.0741**,-0.0581*,-0.0058,0.0857***,NA,NA,NA,NA,NA,NA,NA,0.6721*
SPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6609804248417399,-199.5601298410462,NA,-0.8240*,NA,-0.0991*,-0.1247*,-0.1069,NA,-0.1424,-0.1956*,-0.0121,0.0156,-0.0601*,-0.0910***,-0.1191***,-0.0781**,-0.0687**,-0.0154,0.0702*,NA,NA,NA,NA,NA,NA,0.3800,0.9953*
SPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPP,intercept only,6,9,7,0.5853109156086416,-232.85741369939467,NA,-0.1183***,0.0146,-0.0037,0.0142,0.0443°,0.0031,0.0616**,0.0192,-0.0110,0.0245,-0.0590*,-0.0792**,-0.0923***,-0.0356,-0.0159,0.0171,0.1313***,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.49777235823969757,-388.66086802162954,NA,0.0664,NA,0.0075,0.0220,0.0119,NA,0.0246,0.0241,0.0139,0.0435**,0.0513***,0.0368*,0.0387**,-0.0146,0.0056,0.0260°,0.0244°,-0.0341*,0.0314*,0.0600***,0.0626***,0.0514***,NA,NA,-0.1395
TR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,intercept only,1,14,5,0.4957870546922847,-389.01081339690404,NA,-0.0227°,NA,-0.0018,0.0021,-0.0085,NA,-0.0020,-0.0042,0.0136,0.0429**,0.0504***,0.0357*,0.0373*,-0.0156,0.0050,0.0259°,0.0247°,-0.0334*,0.0321*,0.0607***,0.0633***,0.0521***,NA,NA,NA
TR,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.6560169671135012,-324.2475157063941,NA,0.1171,NA,0.0124,0.0375,0.0172,NA,0.0408,0.0382,0.0429*,0.0809***,0.0740***,0.0611**,0.0093,-0.0221,0.0181,0.0373*,-0.0244,-0.0167,0.0780***,0.1104***,0.1013***,NA,NA,NA,-0.2329
TR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,intercept only,2,13,5,0.6504069272819712,-323.586254410949,NA,-0.0318*,NA,-0.0035,0.0048,-0.0164,NA,-0.0030,-0.0086,0.0425*,0.0800***,0.0725***,0.0592**,0.0070,-0.0238,0.0171,0.0370*,-0.0240,-0.0155,0.0792***,0.1116***,0.1025***,NA,NA,NA,NA
TR,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.6909814328526528,-280.4956143772577,NA,0.2375°,NA,0.0224,0.0627*,0.0281,NA,0.0701°,0.0651,0.0515*,0.0754***,0.0703**,0.0032,-0.0258,-0.0377°,0.0016,-0.0402°,-0.0354°,-0.0011,0.0998***,0.1213***,NA,NA,NA,NA,-0.3903°
TR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,intercept only,3,12,5,0.6757079628248621,-277.42169764662424,NA,-0.0128,NA,-0.0050,0.0089,-0.0271°,NA,-0.0024,-0.0121,0.0507*,0.0738***,0.0679**,0.0000,-0.0298,-0.0404°,0.0000,-0.0406°,-0.0345,0.0010,0.1018***,0.1233***,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.7148260038946244,-259.06463878533174,NA,0.3762**,NA,0.0346,0.0902**,0.0370,NA,0.1033*,0.0940*,0.0380°,0.0641**,0.0035,-0.0400°,-0.0480*,-0.0616**,-0.0820***,-0.0581**,-0.0270,0.0104,0.1033***,NA,NA,NA,NA,NA,-0.5636*
TR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,intercept only,4,11,5,0.6831955124509326,-252.17015787273857,NA,0.0138,NA,-0.0064,0.0145,-0.0408*,NA,0.0005,-0.0156,0.0369°,0.0618**,0.0000,-0.0446*,-0.0537*,-0.0656**,-0.0843***,-0.0587**,-0.0259,0.0133,0.1062***,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.6507150780109727,-221.54754779100904,NA,0.5746**,NA,0.0559*,0.1304**,0.0566,NA,0.1543**,0.1423*,0.0404°,0.0107,-0.0258,-0.0475*,-0.0556*,-0.1264***,-0.0849***,-0.0351,-0.0011,0.0267,NA,NA,NA,NA,NA,NA,-0.8488**
TR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,intercept only,5,10,5,0.5870057764723776,-211.15615807385424,NA,0.0269,NA,-0.0083,0.0196,-0.0571**,NA,0.0028,-0.0193,0.0386,0.0073,-0.0309,-0.0544*,-0.0642*,-0.1325***,-0.0883***,-0.0359,0.0006,0.0311,NA,NA,NA,NA,NA,NA,NA
