term,estimate,std.error,statistic,p.value,goal,n_obs,years,adj_r_squared,aic
factor(rgn_name)Haida Gwaii,2.226383842841147,0.01852958837619339,120.152903434249,2.114338568905062e-113,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(rgn_name)North Coast,-1.643157292107766,0.022324557912059353,-73.60312793563361,1.5686318036830962e-91,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(rgn_name)North Vancouver Island,0.791313931765376,0.01852554628363238,42.71474209991393,9.076531418508946e-68,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(rgn_name)Pacific Offshore,7.9663149866616685,0.018528505286024555,429.9491439641599,7.765222511939354e-171,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(rgn_name)Strait of Georgia,-1.5240359105950705,0.018606816027434914,-81.90739932871632,2.807912444170539e-96,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(rgn_name)West Vancouver Island,3.5379184654589406,0.018597948987296817,190.23164693458875,4.661310974681524e-134,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2002,-0.061982523549314605,0.02619570887926224,-2.366132706505335,0.01982713533142123,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2003,-0.12388672714830692,0.026195657656661073,-4.729284859805946,7.112075099472897e-6,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2004,-0.13393414454328592,0.026196171449224488,-5.11273736327798,1.45301321900011e-6,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2005,-0.2914049474027659,0.026195586461775517,-11.124200171199934,2.0872363872650361e-19,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2006,-0.29333928489786565,0.026411973903222207,-11.106299210074521,2.2875747455260337e-19,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2007,-0.2514350839822157,0.026401142154717012,-9.523644185874456,7.805611222792542e-16,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2008,-0.14119115659258122,0.026397987902700766,-5.348557515557313,5.295177040811297e-7,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2009,-0.11490827010493683,0.026391557577952772,-4.353978341957732,3.138716851460643e-5,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2010,-0.11477758221490282,0.026365477944970822,-4.3533283354264585,3.1465967265417364e-5,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2011,-0.13405198024426246,0.02636957480476945,-5.083585201382032,1.6433748660143321e-6,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2012,-0.1742235730018138,0.026385784030046943,-6.602933337262817,1.7431542985536216e-9,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2013,-0.05061922794647855,0.026432656510760506,-1.915026131628953,0.0582364223678704,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2014,-0.05580442504496594,0.026441397683958857,-2.1104945249857456,0.037213853617292535,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2015,0.010483418276750096,0.026453012812550424,0.39630337576430313,0.6926931797347389,SPP,128,16,0.9996819277769498,-368.2795172391285
factor(year)2016,-0.044542789010121125,0.026447737229503512,-1.6841814716924766,0.09514568082643562,SPP,128,16,0.9996819277769498,-368.2795172391285
(Intercept),163.74344714777425,25.01399706268899,6.5460728542266775,9.26010107428755e-6,TR,25,5,0.35879619389618433,170.98678224746956
pred_status,-0.7080355877122129,0.25190413853075067,-2.8107342413740493,0.013171274138714113,TR,25,5,0.35879619389618433,170.98678224746956
factor(rgn_name)North Coast,-10.715882578567415,3.9488672688833226,-2.71365985456323,0.016013884588231376,TR,25,5,0.35879619389618433,170.98678224746956
factor(rgn_name)North Vancouver Island,1.512083899824924,4.010524073476196,0.37702900471915063,0.711432560719872,TR,25,5,0.35879619389618433,170.98678224746956
factor(rgn_name)Strait of Georgia,3.705739341288977,3.9494677461993972,0.938288290834895,0.36295996609111847,TR,25,5,0.35879619389618433,170.98678224746956
factor(rgn_name)West Vancouver Island,1.6028904274541638,4.042921935275249,0.3964683100775816,0.6973426402205826,TR,25,5,0.35879619389618433,170.98678224746956
factor(year)2013,-1.698662782394194,3.8889716556971474,-0.4367897050382814,0.6684861350421558,TR,25,5,0.35879619389618433,170.98678224746956
factor(year)2014,1.7631793406340288,3.9314421735151743,0.44848156549573204,0.6602162129258746,TR,25,5,0.35879619389618433,170.98678224746956
factor(year)2015,1.8432545288744762,4.316444905786067,0.42703070909202334,0.6754230883615484,TR,25,5,0.35879619389618433,170.98678224746956
factor(year)2016,-8.923202740760345,5.727139332786499,-1.5580558149994972,0.14006501409984226,TR,25,5,0.35879619389618433,170.98678224746956
