goal,yr_lag,r_squared,aic,model,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,res_ecol,res_reg,res_soc,best_model
FIS,3,0.010994817851058047,-143.75873623283465,prs_v_res_reg_soc.csv,-0.7642,NA,-0.0676,-0.1456,-0.0819,NA,-0.1842,-0.1871,NA,0.3023,1.0264,FALSE
FIS,3,0.011569723956381117,-144.69768908131837,prs_v_res_soc_only.csv,-0.4017,NA,-0.0163,-0.0733,0.0017,NA,-0.0669,-0.0658,NA,NA,0.4853,FALSE
FIS,3,0.02709615380730135,-179.57355308507775,prs_v_res_reg_ecol.csv,-2.8634,-0.0212,-0.0065,0.0924,0.0908,-0.2174,0.1221,-0.0351,3.1516,0.0099,NA,FALSE
FIS,3,0.03699492856578168,-181.5365777466596,prs_v_res_reg_only.csv,-0.1376***,0.0472,0.0642°,0.0409,0.1172**,0.0324,0.0695°,0.0767*,NA,0.0166,NA,FALSE
FIS,3,0.03731560882876084,-181.57121546816737,prs_v_res_ecol_only.csv,-2.9783,-0.0245,-0.0095,0.0942,0.0895,-0.2286,0.1245,-0.0397,3.2855,NA,NA,FALSE
FIS,3,0.046964606452875035,-183.52985270679565,prs_v_res_intercept_only.csv,-0.1361***,0.0466,0.0643°,0.0401,0.1169**,0.0313,0.0697°,0.0768*,NA,NA,NA,TRUE
FIS,4,0.03153650815470366,-116.59735113760419,prs_v_res_all.csv,-18.0754,NA,-0.0939,0.5693,0.1718,NA,0.5304,-0.4883,19.3232,0.3490,1.2450,FALSE
FIS,4,0.03295488945652081,-117.5689956752399,prs_v_res_soc_ecol.csv,-17.6060,NA,-0.0384,0.6448,0.2625,NA,0.6571,-0.3528,19.2477,NA,0.6454,FALSE
FIS,4,0.03745868348660575,-117.90510268189124,prs_v_res_reg_soc.csv,-0.8928,NA,-0.0709,-0.1564,-0.0728,NA,-0.1953,-0.2036,NA,0.3481,1.1665,FALSE
FIS,4,0.0388347573325708,-118.89180795295854,prs_v_res_soc_only.csv,-0.4916,NA,-0.0157,-0.0782,0.0187,NA,-0.0661,-0.0695,NA,NA,0.5688,FALSE
FIS,4,0.06852942593553468,-144.8365578238081,prs_v_res_reg_ecol.csv,-8.0189,-0.1387,-0.1222,0.2049,0.0774,-0.6847,0.2440,-0.2256,9.0590,0.0336,NA,FALSE
FIS,4,0.07772632018484116,-146.679287265754,prs_v_res_reg_only.csv,-0.1842***,0.0579,0.0822°,0.0564,0.1540***,0.0347,0.0931*,0.0969*,NA,0.0421,NA,FALSE
FIS,4,0.07906006697971057,-146.81821822173526,prs_v_res_ecol_only.csv,-8.2482,-0.1460,-0.1287,0.2076,0.0745,-0.7084,0.2489,-0.2349,9.3276,NA,NA,FALSE
FIS,4,0.08793091628202065,-148.65025490369896,prs_v_res_intercept_only.csv,-0.1805***,0.0560,0.0817°,0.0542,0.1532***,0.0317,0.0937*,0.0971*,NA,NA,NA,TRUE
FIS,5,0.09977751940910728,-106.11056177652813,prs_v_res_soc_only.csv,-0.7503°,NA,-0.0424,-0.1165,0.0005,NA,-0.1000,-0.1127,NA,NA,0.9030,FALSE
FIS,5,0.10534428165311538,-105.64818983066947,prs_v_res_reg_soc.csv,-1.2644*,NA,-0.1104,-0.2137°,-0.1155,NA,-0.2655,-0.2848,NA,0.4805,1.6665°,FALSE
FIS,5,0.13225099236282956,-107.66359624971834,prs_v_res_soc_ecol.csv,-40.0816°,NA,-0.0970,1.5420,0.5572°,NA,1.5568,-0.7675°,44.2161°,NA,1.1036°,FALSE
FIS,5,0.13846793029841942,-107.28600647767341,prs_v_res_all.csv,-40.5885°,NA,-0.1650°,1.4445,0.4412,NA,1.3911,-0.9395*,44.2083°,0.4803,1.8668*,FALSE
FIS,5,0.14410352124895642,-129.70040538384427,prs_v_res_reg_only.csv,-0.2321***,0.0655,0.0905°,0.0670,0.1857***,0.0296,0.1239**,0.1222*,NA,0.0452,NA,FALSE
FIS,5,0.15457180749058574,-131.67641789293288,prs_v_res_intercept_only.csv,-0.2281***,0.0633,0.0892°,0.0646,0.1847***,0.0263,0.1244**,0.1225**,NA,NA,NA,FALSE
FIS,5,0.16416565559769658,-130.90871094551576,prs_v_res_reg_ecol.csv,-36.8421°,-0.8542,-0.8658,0.7600°,-0.1737,-3.3370°,0.8280°,-1.3849,42.3332°,-0.0074,NA,FALSE
FIS,5,0.1747395835415726,-132.9080440995266,prs_v_res_ecol_only.csv,-36.7899°,-0.8525,-0.8642,0.7594°,-0.1730,-3.3316°,0.8269*,-1.3828,42.2720°,NA,NA,TRUE
FIS,6,0.1906774005570383,-105.17458425842473,prs_v_res_soc_only.csv,-0.9617°,NA,-0.0693,-0.1431,-0.0069,NA,-0.1234,-0.1419,NA,NA,1.1575,FALSE
FIS,6,0.20077859293724754,-105.07105124875068,prs_v_res_reg_soc.csv,-1.4778*,NA,-0.1339,-0.2369°,-0.1229,NA,-0.2913,-0.3172,NA,0.5518,1.9198*,FALSE
FIS,6,0.25133063630655406,-129.57811369499632,prs_v_res_reg_only.csv,-0.2875***,0.0760,0.0976*,0.0790,0.2148***,0.0260,0.1461**,0.1413**,NA,0.1225,NA,FALSE
FIS,6,0.26045371391054484,-131.44006056189122,prs_v_res_intercept_only.csv,-0.2765***,0.0693,0.0918*,0.0718,0.2119***,0.0166,0.1473**,0.1421**,NA,NA,NA,FALSE
FIS,6,0.3101928067537044,-113.90460429619407,prs_v_res_soc_ecol.csv,-62.1538**,NA,-0.1618*,2.4257**,0.8478**,NA,2.4373**,-1.1742**,68.7301**,NA,1.5535*,FALSE
FIS,6,0.3197159957407467,-136.37585127548257,prs_v_res_reg_ecol.csv,-55.1542**,-1.3040**,-1.3382*,1.1159**,-0.3261°,-5.0221**,1.1996**,-2.1181**,63.4469**,0.0281,NA,FALSE
FIS,6,0.32163119089484205,-114.07295077898544,prs_v_res_all.csv,-62.3930**,NA,-0.2245*,2.3230**,0.7308*,NA,2.2623**,-1.3409***,68.4325**,0.5389,2.2964*,FALSE
FIS,6,0.3292299334814389,-138.36779718832037,prs_v_res_ecol_only.csv,-55.3111**,-1.3096**,-1.3437**,1.1173**,-0.3283°,-5.0389**,1.2029**,-2.1245**,63.6312**,NA,NA,TRUE
HAB,1,-0.0797655763613756,-248.71888775140582,prs_v_res_all.csv,0.1846,NA,-0.0088,-0.0330,-0.0126,NA,-0.0254,-0.0101,-0.3411,0.0140,0.1369,FALSE
HAB,1,-0.06670607761457337,-250.70974355703117,prs_v_res_soc_ecol.csv,-0.2198,NA,-0.0074,-0.0126,-0.0035,NA,-0.0034,-0.0125,0.1322,NA,0.1191,FALSE
HAB,1,-0.06661173195241443,-250.71770403020759,prs_v_res_reg_soc.csv,-0.1161,NA,-0.0089,-0.0198,-0.0078,NA,-0.0119,-0.0143,NA,0.0115,0.1352,FALSE
HAB,1,-0.060620917578070976,-352.5744813862933,prs_v_res_reg_ecol.csv,-2.0322,-0.0451,-0.0457,0.0422,-0.0016,-0.1804,0.0586,-0.0630,2.3189,-0.0201,NA,FALSE
HAB,1,-0.05385697146588875,-252.70950662949673,prs_v_res_soc_only.csv,-0.1021,NA,-0.0073,-0.0175,-0.0051,NA,-0.0083,-0.0106,NA,NA,0.1183,FALSE
HAB,1,-0.05185934448802243,-354.4839137849443,prs_v_res_reg_only.csv,-0.0301,0.0052,0.0059,0.0046,0.0175,0.0065,0.0196,0.0188,NA,-0.0053,NA,FALSE
HAB,1,-0.051386377929522054,-354.53788369190465,prs_v_res_ecol_only.csv,-1.4416,-0.0298,-0.0306,0.0315,0.0042,-0.1204,0.0468,-0.0387,1.6294,NA,NA,FALSE
HAB,1,-0.042496087446560527,-356.4806510810227,prs_v_res_intercept_only.csv,-0.0317*,0.0053,0.0058,0.0047,0.0175,0.0079,0.0195,0.0188,NA,NA,NA,TRUE
HAB,2,-0.04192571552891211,-209.3972073540345,prs_v_res_all.csv,-1.7631,NA,-0.0310,0.0027,-0.0148,NA,0.0059,-0.0804,1.5875,0.1256,0.4167,FALSE
HAB,2,-0.03467758436032575,-210.8709942486045,prs_v_res_soc_ecol.csv,-4.8094,NA,-0.0186,0.1610,0.0579,NA,0.1780,-0.0942,5.1775,NA,0.2568,FALSE
HAB,2,-0.028435032184923603,-211.37932906157334,prs_v_res_reg_soc.csv,-0.3614,NA,-0.0304,-0.0584,-0.0369,NA,-0.0562,-0.0599,NA,0.1352,0.4221,FALSE
HAB,2,-0.024019314019821048,-212.64271552415948,prs_v_res_soc_only.csv,-0.2007,NA,-0.0125,-0.0321,-0.0072,NA,-0.0151,-0.0172,NA,NA,0.2297,FALSE
HAB,2,-0.02305571282770047,-287.79328660432964,prs_v_res_reg_ecol.csv,-3.0249,-0.0594,-0.0609,0.0705,0.0112,-0.2386,0.0971,-0.0790,3.4012,0.0532,NA,FALSE
HAB,2,-0.014587351784026925,-289.6315351873606,prs_v_res_ecol_only.csv,-4.3958,-0.0953,-0.0963,0.0952,-0.0026,-0.3800,0.1244,-0.1355,5.0041,NA,NA,FALSE
HAB,2,-0.01419044565967642,-289.6753581102558,prs_v_res_reg_only.csv,-0.0877*,0.0145,0.0151,0.0151,0.0394,0.0350,0.0400°,0.0413°,NA,0.0714,NA,FALSE
HAB,2,-0.0075620086081662485,-291.32762419550727,prs_v_res_intercept_only.csv,-0.0661***,0.0127,0.0159,0.0129,0.0387,0.0150,0.0408°,0.0416°,NA,NA,NA,TRUE
HAB,3,-0.048966644698889006,-184.14972586206332,prs_v_res_soc_ecol.csv,7.3662,NA,0.0067,-0.3344,-0.1025,NA,-0.3081,0.1225,-8.4737,NA,0.1057,FALSE
HAB,3,-0.04884552474343162,-183.28105424931232,prs_v_res_all.csv,10.8961,NA,-0.0141,-0.5306,-0.1989,NA,-0.5265,0.1229,-12.7074,0.2061,0.3674,FALSE
HAB,3,-0.04489063550191319,-184.45340378888574,prs_v_res_reg_soc.csv,-0.3512,NA,-0.0227,-0.0456,-0.0279,NA,-0.0360,-0.0497,NA,0.1559,0.3568,FALSE
HAB,3,-0.03945388578064235,-185.7539095012491,prs_v_res_soc_only.csv,-0.1722,NA,-0.0031,-0.0171,0.0046,NA,0.0092,-0.0027,NA,NA,0.1442,FALSE
HAB,3,-0.023398347607497483,-244.30839493355938,prs_v_res_reg_ecol.csv,7.8299,0.2216,0.2317,-0.1258,0.1217,0.7956,-0.1013,0.3703,-9.2179,0.1573,NA,FALSE
HAB,3,-0.022601751913964074,-245.28883889874942,prs_v_res_ecol_only.csv,4.6015,0.1355,0.1470,-0.0686,0.0883,0.4524,-0.0366,0.2367,-5.4319,NA,NA,FALSE
HAB,3,-0.017998025523384475,-245.7581012815375,prs_v_res_reg_only.csv,-0.1341**,0.0214,0.0248,0.0247,0.0445,0.0566,0.0528°,0.0434,NA,0.1225,NA,FALSE
HAB,3,-0.013980153004814255,-247.08036933738254,prs_v_res_intercept_only.csv,-0.0975***,0.0181,0.0250,0.0208,0.0430,0.0226,0.0540°,0.0439,NA,NA,NA,TRUE
HAB,4,-0.049610509304623296,-158.91363974645623,prs_v_res_all.csv,2.9799,NA,0.0081,-0.1384,-0.0202,NA,-0.0983,0.0654,-3.5382,-0.0433,0.0919,FALSE
HAB,4,-0.033812722015423846,-160.87167491300738,prs_v_res_reg_soc.csv,-0.1661,NA,0.0039,-0.0055,0.0246,NA,0.0347,0.0133,NA,-0.0434,0.1059,FALSE
HAB,4,-0.03368572351379684,-160.88052028084638,prs_v_res_soc_ecol.csv,2.9367,NA,0.0032,-0.1457,-0.0286,NA,-0.1100,0.0533,-3.5421,NA,0.1465,FALSE
HAB,4,-0.01837728184795062,-162.83848240300767,prs_v_res_soc_only.csv,-0.2129,NA,-0.0010,-0.0127,0.0163,NA,0.0230,0.0012,NA,NA,0.1606,FALSE
HAB,4,-0.007758206840566162,-210.49374811618765,prs_v_res_reg_ecol.csv,4.4392,0.1351,0.1502,-0.0573,0.1035,0.4444,-0.0154,0.2409,-5.2859,0.0112,NA,FALSE
HAB,4,0.002721387439329148,-212.387432095734,prs_v_res_reg_only.csv,-0.1314*,0.0205,0.0310,0.0294,0.0588°,0.0237,0.0726*,0.0527°,NA,0.0064,NA,FALSE
HAB,4,0.0037895839928535624,-212.4903139049473,prs_v_res_ecol_only.csv,4.3794,0.1332,0.1485,-0.0565,0.1028,0.4356,-0.0141,0.2383,-5.2130,NA,NA,FALSE
HAB,4,0.014042466944659826,-214.38629951278838,prs_v_res_intercept_only.csv,-0.1295***,0.0203,0.0310,0.0292,0.0588°,0.0219,0.0726*,0.0527°,NA,NA,NA,TRUE
HAB,5,0.020281182316641888,-142.51348710930654,prs_v_res_all.csv,-2.1501,NA,0.0223,0.1277,0.1128,NA,0.2174,0.0591,2.5231,-0.4499,-0.1703,FALSE
HAB,5,0.021246162065040486,-143.43067120982843,prs_v_res_soc_ecol.csv,-2.5674,NA,-0.0202,0.0668,0.0403,NA,0.1138,-0.0483,2.5159,NA,0.3065,FALSE
HAB,5,0.03686983270676303,-144.49271663602477,prs_v_res_reg_soc.csv,0.0942,NA,0.0254,0.0331,0.0811,NA,0.1228,0.0965,NA,-0.4498,-0.1817,FALSE
HAB,5,0.03753898415338108,-145.4103546195538,prs_v_res_soc_only.csv,-0.3294,NA,-0.0171,-0.0276,0.0086,NA,0.0195,-0.0111,NA,NA,0.2951,FALSE
HAB,5,0.05006749122361198,-186.00619738491997,prs_v_res_reg_ecol.csv,-6.1203,-0.1388,-0.1359,0.1372,0.0067,-0.6130,0.2117,-0.1809,6.9822,-0.2724,NA,FALSE
HAB,5,0.05378995744091852,-187.2306829696713,prs_v_res_ecol_only.csv,-4.8718,-0.0966,-0.0962,0.1219,0.0235,-0.4172,0.1842,-0.1275,5.4483,NA,NA,FALSE
HAB,5,0.06032021827178713,-187.84011968492084,prs_v_res_reg_only.csv,-0.0849,0.0129,0.0218,0.0229,0.0660°,-0.0549,0.0956**,0.0677*,NA,-0.2597,NA,FALSE
HAB,5,0.06454120912660011,-189.12936858154308,prs_v_res_intercept_only.csv,-0.1595***,0.0214,0.0267,0.0323,0.0696*,0.0156,0.0936**,0.0666*,NA,NA,NA,TRUE
HAB,6,0.1151298332543429,-132.94641370752646,prs_v_res_reg_soc.csv,-0.0078,NA,0.0038,0.0196,0.0824,NA,0.1205,0.0905,NA,-0.3984,-0.0904,FALSE
HAB,6,0.12154558618042,-134.24013688834714,prs_v_res_soc_only.csv,-0.3473,NA,-0.0274,-0.0256,0.0265,NA,0.0396,0.0061,NA,NA,0.2768,FALSE
HAB,6,0.13244582386176862,-133.29727701411872,prs_v_res_all.csv,-23.1313,NA,-0.0306,0.9914,0.4065,NA,1.0899,-0.2981,25.9790,-0.4058,0.0525,FALSE
HAB,6,0.13826051634857428,-134.53568939717067,prs_v_res_soc_ecol.csv,-23.3424,NA,-0.0621,0.9397,0.3477,NA,1.0019,-0.3818,25.8277,NA,0.4256,FALSE
HAB,6,0.15157283806870125,-176.11517339593658,prs_v_res_reg_only.csv,-0.1350,0.0173,0.0129,0.0260,0.0837*,-0.0482,0.1134**,0.0827*,NA,-0.1956,NA,FALSE
HAB,6,0.16026104850756295,-177.81972733002567,prs_v_res_intercept_only.csv,-0.1913***,0.0244,0.0190,0.0336,0.0867*,0.0055,0.1122**,0.0819*,NA,NA,NA,FALSE
HAB,6,0.1703856308826348,-177.04380502358126,prs_v_res_reg_ecol.csv,-24.2207,-0.5888,-0.6177,0.4815°,-0.1539,-2.2790,0.5761*,-0.9097,27.8681,-0.2560,NA,FALSE
HAB,6,0.17674247729457926,-178.5243876860954,prs_v_res_ecol_only.csv,-23.3000,-0.5545,-0.5837,0.4726°,-0.1401,-2.1173,0.5554°,-0.8699,26.7183,NA,NA,TRUE
ICO,1,-0.06237625908855993,-177.68539086459583,prs_v_res_all.csv,5.3582,NA,0.0045,-0.2371,-0.1205,NA,-0.2635,0.0432,-6.1984,0.1840,0.1029,FALSE
ICO,1,-0.05783463725906324,-178.96665416529365,prs_v_res_soc_ecol.csv,0.0280,NA,0.0224,0.0323,-0.0001,NA,0.0266,0.0103,0.0398,NA,-0.1324,FALSE
ICO,1,-0.05149107204274994,-179.50798601193176,prs_v_res_reg_soc.csv,-0.1058,NA,0.0034,0.0025,-0.0324,NA,-0.0186,-0.0344,NA,0.1385,0.0711,FALSE
ICO,1,-0.045089754056238274,-180.96664448343353,prs_v_res_soc_only.csv,0.0634,NA,0.0225,0.0308,-0.0006,NA,0.0251,0.0109,NA,NA,-0.1326,FALSE
ICO,1,-0.03934873668473404,-266.1780514541366,prs_v_res_ecol_only.csv,1.2845,0.0209,0.0359,-0.0240,-0.0192,0.1228,-0.0365,0.0254,-1.4960,NA,NA,FALSE
ICO,1,-0.034937758420102494,-265.77439341522955,prs_v_res_reg_ecol.csv,6.9024,0.1667,0.1792,-0.1262,0.0363,0.6932,-0.1486,0.2561,-8.0557,0.1914,NA,FALSE
ICO,1,-0.03026720994605281,-268.15494384154454,prs_v_res_intercept_only.csv,-0.0101,-0.0113,0.0024,0.0006,-0.0314,0.0049,-0.0115,-0.0274,NA,NA,NA,TRUE
ICO,1,-0.030147490040363545,-267.24512938236285,prs_v_res_reg_only.csv,-0.0527,-0.0081,-0.0000,0.0046,-0.0300,0.0442,-0.0132,-0.0280,NA,0.1399,NA,FALSE
ICO,2,-0.04205951393827867,-112.92344383987904,prs_v_res_soc_ecol.csv,-9.2313,NA,0.0274,0.4394,0.1249,NA,0.4248,-0.1477,10.4480,NA,-0.1225,FALSE
ICO,2,-0.03799887791794454,-112.36400854433057,prs_v_res_all.csv,-0.2263,NA,-0.0091,-0.0284,-0.0901,NA,-0.0839,-0.1070,-0.1642,0.3712,0.3503,FALSE
ICO,2,-0.03207770980108915,-114.63389674854267,prs_v_res_soc_only.csv,0.0689,NA,0.0398,0.0499,-0.0064,NA,0.0351,0.0075,NA,NA,-0.1771,FALSE
ICO,2,-0.024341732355743106,-114.36394831980391,prs_v_res_reg_soc.csv,-0.3713,NA,-0.0092,-0.0221,-0.0878,NA,-0.0774,-0.1091,NA,0.3703,0.3498,FALSE
ICO,2,-0.021860367389910484,-177.49308676232954,prs_v_res_ecol_only.csv,-5.1817,-0.1503,-0.1275,0.1014,-0.1028,-0.4631,0.0797,-0.2607,5.9623,NA,NA,FALSE
ICO,2,-0.013469118605764718,-179.33446433398095,prs_v_res_intercept_only.csv,-0.0231,-0.0216,0.0061,0.0034,-0.0536,0.0075,-0.0199,-0.0497,NA,NA,NA,FALSE
ICO,2,-0.012926708979483559,-177.56924850177288,prs_v_res_reg_ecol.csv,2.8864,0.0611,0.0806,-0.0441,-0.0217,0.3688,-0.0813,0.0718,-3.4717,0.3129,NA,FALSE
ICO,2,-0.003503995960232764,-179.52330901039085,prs_v_res_reg_only.csv,-0.1117,-0.0143,0.0030,0.0124,-0.0505,0.0896,-0.0231,-0.0510,NA,0.2943,NA,TRUE
ICO,3,0.0010609540384102223,-79.80766634611739,prs_v_res_soc_ecol.csv,13.2896,NA,0.0838,-0.4682,-0.1976,NA,-0.4914,0.2310,-14.7759,NA,-0.3980,FALSE
ICO,3,0.011132197223393314,-81.49164713246635,prs_v_res_soc_only.csv,0.1446,NA,0.0666,0.0851,-0.0110,NA,0.0620,0.0127,NA,NA,-0.3308,FALSE
ICO,3,0.012360479071425678,-79.8173149253058,prs_v_res_all.csv,22.4473,NA,0.0297,-0.9772,-0.4478,NA,-1.0578,0.2321,-25.7595,0.5346,0.2809,FALSE
ICO,3,0.015143036167464041,-80.91505929428654,prs_v_res_reg_soc.csv,-0.3524,NA,0.0124,0.0059,-0.1012,NA,-0.0637,-0.1178,NA,0.4330,0.2596,FALSE
ICO,3,0.029373091911897964,-132.23447102943837,prs_v_res_ecol_only.csv,8.6578,0.1816,0.2334,-0.1613,-0.0095,0.8034,-0.2025,0.2681,-10.0457,NA,NA,FALSE
ICO,3,0.0372609622862875,-133.9940722909996,prs_v_res_intercept_only.csv,-0.0326,-0.0356,0.0078,0.0040,-0.0933°,0.0086,-0.0350,-0.0883°,NA,NA,NA,FALSE
ICO,3,0.04791886896334341,-133.34136871722123,prs_v_res_reg_ecol.csv,18.3144,0.4391,0.4867,-0.3326,0.0903,1.8301,-0.3961,0.6680,-21.3704,0.4706°,NA,FALSE
ICO,3,0.04869892233686901,-134.3260729253739,prs_v_res_reg_only.csv,-0.1488°,-0.0250,0.0069,0.0165,-0.0888°,0.1168,-0.0389,-0.0900°,NA,0.3900,NA,TRUE
ICO,4,0.09529059328864309,-68.15170419027781,prs_v_res_reg_soc.csv,0.4350,NA,0.1237,0.1718,0.0187,NA,0.1583,0.0839,NA,-0.0221,-0.8178,FALSE
ICO,4,0.10917987649377559,-70.14933413325436,prs_v_res_soc_only.csv,0.4113,NA,0.1212,0.1681,0.0144,NA,0.1524,0.0777,NA,NA,-0.7900,FALSE
ICO,4,0.11594233257539799,-68.9481738507555,prs_v_res_all.csv,48.8653,NA,0.1879°,-1.8745,-0.6715,NA,-1.8885,0.8852,-54.4684,-0.0211,-1.0336,FALSE
ICO,4,0.129728407796307,-70.94591307279396,prs_v_res_soc_ecol.csv,48.8442,NA,0.1855*,-1.8780,-0.6755,NA,-1.8943,0.8793,-54.4703,NA,-1.0069,FALSE
ICO,4,0.12983430584490563,-113.46957591233368,prs_v_res_reg_only.csv,-0.1294,-0.0472,0.0099,0.0160,-0.1468**,0.0857,-0.0503,-0.1332*,NA,0.2954,NA,FALSE
ICO,4,0.1319879706586521,-114.61031615141695,prs_v_res_intercept_only.csv,-0.0427,-0.0560,0.0077,0.0060,-0.1506**,0.0045,-0.0476,-0.1319*,NA,NA,NA,FALSE
ICO,4,0.14573914280953992,-115.24049233167312,prs_v_res_ecol_only.csv,37.8327,0.8924,0.9952,-0.7140,0.2191,3.4789,-0.7764,1.4270,-43.7901,NA,NA,TRUE
ICO,4,0.14603746348705438,-114.38386177407588,prs_v_res_reg_ecol.csv,39.6371,0.9501,1.0473,-0.7387,0.2419,3.7461°,-0.8160°,1.5039,-45.9905,0.3368,NA,FALSE
ICO,5,0.1954643571948046,-91.00015792852685,prs_v_res_reg_ecol.csv,14.1800,0.2731,0.3755,-0.2661,-0.0650,1.2696,-0.3282,0.4127,-16.4203,-0.1245,NA,FALSE
ICO,5,0.19986099067930152,-56.89372633200058,prs_v_res_soc_ecol.csv,32.9119,NA,0.2316*,-1.0962,-0.4005,NA,-1.0954,0.6957,-36.1805,NA,-1.4982,FALSE
ICO,5,0.19992524700479197,-57.770794168996304,prs_v_res_soc_only.csv,0.7285,NA,0.1870°,0.2608°,0.0550,NA,0.2603,0.1599,NA,NA,-1.3341,FALSE
ICO,5,0.20282895406528378,-92.68837181564075,prs_v_res_reg_only.csv,-0.0136,-0.0836,0.0046,0.0027,-0.2044***,-0.0429,-0.0551,-0.1719**,NA,-0.1545,NA,FALSE
ICO,5,0.2051496122773392,-92.94492372252662,prs_v_res_ecol_only.csv,14.7504,0.2924,0.3937,-0.2731,-0.0573,1.3591,-0.3408,0.4371,-17.1212,NA,NA,FALSE
ICO,5,0.21202682224330183,-94.60269808445692,prs_v_res_intercept_only.csv,-0.0580,-0.0785,0.0075,0.0083,-0.2022***,-0.0009,-0.0563,-0.1725**,NA,NA,NA,TRUE
ICO,5,0.24908351125335904,-61.084134227130875,prs_v_res_reg_soc.csv,2.5230*,NA,0.3669**,0.5179**,0.3618°,NA,0.6979*,0.6154*,NA,-1.9054*,-3.3536*,FALSE
ICO,5,0.24985711038047775,-60.30001792991729,prs_v_res_all.csv,34.6791,NA,0.4115**,-0.8381,-0.0935,NA,-0.6568,1.1506°,-36.1501,-1.9051*,-3.5173**,FALSE
ICO,6,0.20466665824811214,-82.19361261104194,prs_v_res_reg_ecol.csv,16.8620,0.3490,0.4537,-0.3100,-0.0412,1.5854,-0.3787,0.5204,-19.6245,0.1096,NA,FALSE
ICO,6,0.21143847016667416,-83.74291278650486,prs_v_res_reg_only.csv,-0.0990,-0.0778,0.0096,0.0108,-0.2085**,0.0145,-0.0529,-0.1784**,NA,0.0670,NA,FALSE
ICO,6,0.21558249401913365,-84.16443483815536,prs_v_res_ecol_only.csv,16.4678,0.3343,0.4391,-0.3062,-0.0471,1.5161,-0.3699,0.5034,-19.1323,NA,NA,FALSE
ICO,6,0.22228418789326077,-85.73195422936804,prs_v_res_intercept_only.csv,-0.0797°,-0.0803,0.0075,0.0081,-0.2095***,-0.0039,-0.0525,-0.1781**,NA,NA,NA,TRUE
ICO,6,0.22665699631388825,-53.55007056462679,prs_v_res_soc_only.csv,1.0893,NA,0.2397*,0.3294*,0.1184,NA,0.3611°,0.2576,NA,NA,-1.9165°,FALSE
ICO,6,0.229347489649801,-52.90206878174189,prs_v_res_soc_ecol.csv,35.7953,NA,0.2922*,-1.1275,-0.3664,NA,-1.0912,0.8430,-38.9812,NA,-2.1411°,FALSE
ICO,6,0.24925387905477736,-54.472270707065974,prs_v_res_reg_soc.csv,2.4297*,NA,0.3625**,0.5079**,0.3388,NA,0.6805*,0.5909°,NA,-1.5731,-3.3664*,FALSE
ICO,6,0.2519070881431902,-53.8497772167554,prs_v_res_all.csv,36.6077,NA,0.4134**,-0.9285,-0.1402,NA,-0.7524,1.1653°,-38.3986,-1.5622,-3.5776*,FALSE
LSP,1,-0.0037906022050400168,-443.4363444478548,prs_v_res_intercept_only.csv,-0.0054,NA,-0.0089,0.0027,0.0013,NA,0.0056,0.0008,NA,NA,NA,TRUE
LSP,1,-0.0012828208890449666,-442.73933098996986,prs_v_res_soc_only.csv,0.0611,NA,-0.0021,0.0176,0.0165,NA,0.0255,0.0219,NA,NA,-0.1040,FALSE
LSP,2,0.0809030070407677,-379.6373385139672,prs_v_res_intercept_only.csv,-0.0109°,NA,-0.0181°,0.0057,0.0041,NA,0.0116,0.0020,NA,NA,NA,FALSE
LSP,2,0.10243428859700654,-380.7124718122343,prs_v_res_soc_only.csv,0.1192,NA,-0.0043,0.0342°,0.0334°,NA,0.0499*,0.0428°,NA,NA,-0.2030°,TRUE
LSP,3,0.16702351350067035,-336.2985453320213,prs_v_res_intercept_only.csv,-0.0175*,NA,-0.0267*,0.0095,0.0025,NA,0.0176°,0.0007,NA,NA,NA,FALSE
LSP,3,0.23565640740457028,-342.09653602506245,prs_v_res_soc_only.csv,0.2222*,NA,-0.0005,0.0608**,0.0552*,NA,0.0868**,0.0745*,NA,NA,-0.3726**,TRUE
LSP,4,0.31074865564935805,-315.4918661863214,prs_v_res_intercept_only.csv,-0.0251**,NA,-0.0351**,0.0134,0.0045,NA,0.0246*,0.0003,NA,NA,NA,FALSE
LSP,4,0.4189987479493492,-326.89254655276227,prs_v_res_soc_only.csv,0.2958**,NA,0.0010,0.0802***,0.0731***,NA,0.1152***,0.0969**,NA,NA,-0.4970***,TRUE
LSP,5,0.4125798753801644,-282.02624169535017,prs_v_res_intercept_only.csv,-0.0331***,NA,-0.0448***,0.0165,0.0044,NA,0.0326**,0.0005,NA,NA,NA,FALSE
LSP,5,0.5137418075962963,-293.60954686436094,prs_v_res_soc_only.csv,0.3465**,NA,-0.0004,0.0929***,0.0829***,NA,0.1371***,0.1119***,NA,NA,-0.5855***,TRUE
LSP,6,0.5074116061533473,-250.5245754473326,prs_v_res_intercept_only.csv,-0.0415***,NA,-0.0556***,0.0200,0.0062,NA,0.0413**,0.0052,NA,NA,NA,FALSE
LSP,6,0.571488847373423,-258.0075330020758,prs_v_res_soc_only.csv,0.3632**,NA,-0.0063,0.0980**,0.0864**,NA,0.1493***,0.1204**,NA,NA,-0.6209**,TRUE
