goal,yr_lag,r_squared,aic,model,intercept,res_ecol,res_reg,res_soc,best_model
ICO,5,0.9988893576332083,-82.21165092948254,prs_v_res_ecol_only_RE.csv,-0.0582,-0.0700,NA,NA,TRUE
ICO,6,0.01204638439138393,-45.12884840384754,prs_v_res_all_RE.csv,3.0355,-2.6687,-0.4505,-0.9711,FALSE
ICO,6,0.18751967228524177,-45.5512365789799,prs_v_res_soc_ecol_RE.csv,2.8561,-2.6462,NA,-0.9210,FALSE
ICO,6,0.21638449318234115,-42.208378859201005,prs_v_res_reg_soc_RE.csv,0.5858,NA,-0.4559,-0.8168,FALSE
ICO,6,0.556436956638429,-73.12229922528334,prs_v_res_reg_ecol_RE.csv,1.1851,-1.3627,-0.5294,NA,FALSE
ICO,6,0.8556916493458703,-71.69881012438344,prs_v_res_reg_only_RE.csv,-0.0879,NA,-0.2309,NA,FALSE
ICO,6,0.9913188517609212,-42.6060669849763,prs_v_res_soc_only_RE.csv,0.4314,NA,NA,-0.7756,FALSE
ICO,6,0.9988893362555636,-73.6506357473678,prs_v_res_ecol_only_RE.csv,-0.0314,-0.1269,NA,NA,TRUE
LSP,1,0.9906029745949186,-429.35273873562085,prs_v_res_soc_only_RE.csv,-0.0220,NA,NA,0.0220,TRUE
LSP,2,0.989729865191914,-361.96641089546415,prs_v_res_soc_only_RE.csv,-0.0234,NA,NA,0.0175,TRUE
LSP,3,0.9845309180998298,-317.8244981003151,prs_v_res_soc_only_RE.csv,0.0855,NA,NA,-0.1338,TRUE
LSP,4,0.9691380619960808,-298.46397299495777,prs_v_res_soc_only_RE.csv,0.2427*,NA,NA,-0.3480**,TRUE
LSP,5,0.9677064750682817,-264.69741344793556,prs_v_res_soc_only_RE.csv,0.2946*,NA,NA,-0.4255**,TRUE
LSP,6,0.976261965039021,-230.09913216707886,prs_v_res_soc_only_RE.csv,0.2635°,NA,NA,-0.3937*,TRUE
MAR,1,0.424627633434642,-201.0391410929057,prs_v_res_reg_soc_RE.csv,0.0096,NA,-0.0605,0.0388,FALSE
MAR,1,0.9858394941704489,-239.88630453632493,prs_v_res_reg_only_RE.csv,0.0328,NA,-0.0517,NA,TRUE
MAR,1,0.9906029746321403,-205.6343818880655,prs_v_res_soc_only_RE.csv,-0.0378,NA,NA,0.0424,FALSE
MAR,2,0.4423413475779309,-126.27774907308694,prs_v_res_reg_soc_RE.csv,-0.0546,NA,-0.0398,0.0982,FALSE
MAR,2,0.9874269304298534,-149.90517440631936,prs_v_res_reg_only_RE.csv,0.0162,NA,-0.0337,NA,TRUE
MAR,2,0.9909463911032513,-130.34506477372867,prs_v_res_soc_only_RE.csv,-0.0852,NA,NA,0.1002,FALSE
MAR,3,0.45822130891964874,-80.24279108780395,prs_v_res_reg_soc_RE.csv,-0.0418,NA,-0.0426,0.0799,FALSE
MAR,3,0.9888679909816195,-94.53901890779792,prs_v_res_reg_only_RE.csv,0.0187,NA,-0.0397,NA,TRUE
MAR,3,0.9913427667836957,-83.6411974370333,prs_v_res_soc_only_RE.csv,-0.0738,NA,NA,0.0818,FALSE
MAR,4,0.5300904589354732,-56.35683528991734,prs_v_res_reg_soc_RE.csv,0.0036,NA,-0.1523,0.1086,FALSE
MAR,4,0.9918053751020904,-58.76707529425978,prs_v_res_soc_only_RE.csv,-0.1069,NA,NA,0.1131,FALSE
MAR,4,0.9923121663688222,-66.86995893148325,prs_v_res_reg_only_RE.csv,0.0771,NA,-0.1360,NA,TRUE
MAR,5,0.9923523293225521,-42.71117215888296,prs_v_res_soc_only_RE.csv,-0.1453,NA,NA,0.1525,TRUE
MAR,6,0.9930090095680839,-42.986760744713564,prs_v_res_soc_only_RE.csv,-0.2376,NA,NA,0.2496,TRUE
SAL,1,0.003979266068604363,-359.9134685029404,prs_v_res_all_RE.csv,-0.1006,0.0166,0.0905°,0.0540,FALSE
SAL,1,0.21725447307636442,-362.9364454279756,prs_v_res_soc_ecol_RE.csv,-0.0812,0.0329,NA,0.0455,FALSE
SAL,1,0.24938948393017837,-363.63023942149505,prs_v_res_reg_soc_RE.csv,-0.0816*,NA,0.0896°,0.0485,FALSE
SAL,1,0.5014162676119581,-484.937106427449,prs_v_res_reg_ecol_RE.csv,-0.1333,0.1197,0.0370,NA,FALSE
SAL,1,0.8645423252640163,-488.40398921666065,prs_v_res_reg_only_RE.csv,-0.0215**,NA,0.0134,NA,FALSE
SAL,1,0.9906029300230479,-366.64316769442365,prs_v_res_soc_only_RE.csv,-0.0503,NA,NA,0.0427,FALSE
SAL,1,0.998904481872505,-490.7932120012989,prs_v_res_ecol_only_RE.csv,-0.0441,0.0296,NA,NA,TRUE
SAL,2,0.0072698077548227925,-261.46618631126677,prs_v_res_all_RE.csv,-0.1722,-0.0020,0.1831*,0.1112,FALSE
SAL,2,0.20679469431023756,-262.3366212651234,prs_v_res_soc_ecol_RE.csv,-0.1097,0.0163,NA,0.0790,FALSE
SAL,2,0.22372288078980967,-263.751343338647,prs_v_res_reg_soc_RE.csv,-0.1623*,NA,0.1794*,0.0975,FALSE
SAL,2,0.471493372120932,-343.86818582887634,prs_v_res_reg_ecol_RE.csv,-0.2769,0.2478,0.0868,NA,FALSE
SAL,2,0.8578766687489896,-345.90382272965064,prs_v_res_reg_only_RE.csv,-0.0452**,NA,0.0366,NA,FALSE
SAL,2,0.9905343781843432,-264.689212879503,prs_v_res_soc_only_RE.csv,-0.0934,NA,NA,0.0765,FALSE
SAL,2,0.998900754443124,-347.98790551870417,prs_v_res_ecol_only_RE.csv,-0.0708,0.0399,NA,NA,TRUE
SAL,3,0.011965573050427156,-208.59716431586335,prs_v_res_all_RE.csv,-0.2335,-0.0385,0.2552*,0.1848,FALSE
SAL,3,0.19509640788299334,-208.85212917156957,prs_v_res_soc_ecol_RE.csv,-0.0945,-0.0487,NA,0.1113,FALSE
SAL,3,0.21406196344781367,-209.94278437007245,prs_v_res_reg_soc_RE.csv,-0.2417*,NA,0.2466*,0.1549,FALSE
SAL,3,0.45148368377109893,-269.90656536973984,prs_v_res_reg_ecol_RE.csv,-0.3773,0.3316,0.1251,NA,FALSE
SAL,3,0.8504931424041704,-271.35312367740914,prs_v_res_reg_only_RE.csv,-0.0676***,NA,0.0579,NA,FALSE
SAL,3,0.9904430445623301,-210.34105347986596,prs_v_res_soc_only_RE.csv,-0.1355,NA,NA,0.1092,FALSE
SAL,3,0.9988964405436885,-273.33735978952143,prs_v_res_ecol_only_RE.csv,-0.0824,0.0336,NA,NA,TRUE
SAL,4,0.015048067804319712,-178.97660879216238,prs_v_res_all_RE.csv,-0.2725,-0.0505,0.2890°,0.2170,FALSE
SAL,4,0.1881164860104479,-179.62412826987094,prs_v_res_soc_ecol_RE.csv,-0.1219,-0.0720,NA,0.1513,FALSE
SAL,4,0.21160925669801364,-179.9806112396176,prs_v_res_reg_soc_RE.csv,-0.2992*,NA,0.2831°,0.1964,FALSE
SAL,4,0.47085755565912607,-228.39707308048736,prs_v_res_reg_ecol_RE.csv,-0.3995,0.3299,0.1496,NA,FALSE
SAL,4,0.8504573371758332,-229.66811778016427,prs_v_res_reg_only_RE.csv,-0.0914***,NA,0.0808,NA,FALSE
SAL,4,0.990642454333688,-180.68137052193518,prs_v_res_soc_only_RE.csv,-0.1875,NA,NA,0.1547,FALSE
SAL,4,0.998891827765478,-231.45265565405515,prs_v_res_ecol_only_RE.csv,-0.0492,-0.0249,NA,NA,TRUE
SAL,5,0.021047969637725452,-160.00630472381283,prs_v_res_all_RE.csv,-0.3536,-0.0366,0.2658,0.2913,FALSE
SAL,5,0.17970735299499144,-161.81936048170394,prs_v_res_soc_ecol_RE.csv,-0.2295,-0.0542,NA,0.2440,FALSE
SAL,5,0.2675488267917914,-160.67303164421884,prs_v_res_reg_soc_RE.csv,-0.3708*,NA,0.2618,0.2734,FALSE
SAL,5,0.5386049903527093,-204.21104879474217,prs_v_res_reg_ecol_RE.csv,-0.2352,0.1319,0.1039,NA,FALSE
SAL,5,0.8620649309700363,-205.42591261766376,prs_v_res_reg_only_RE.csv,-0.1113***,NA,0.0727,NA,FALSE
SAL,5,0.9908143272534607,-162.5112775260169,prs_v_res_soc_only_RE.csv,-0.2782°,NA,NA,0.2457,FALSE
SAL,5,0.9988899769623119,-207.5303188296487,prs_v_res_ecol_only_RE.csv,0.0053,-0.1123,NA,NA,TRUE
SAL,6,0.018404914517233143,-153.36972671845166,prs_v_res_all_RE.csv,-0.5445,0.0347,0.3161,0.4109,FALSE
SAL,6,0.17120531448259693,-154.81587084636124,prs_v_res_soc_ecol_RE.csv,-0.3950,0.0054,NA,0.3602,FALSE
SAL,6,0.22223988536984587,-153.75167615689622,prs_v_res_reg_soc_RE.csv,-0.4884*,NA,0.3112,0.3790°,FALSE
SAL,6,0.5271299948058809,-197.01951957544526,prs_v_res_reg_ecol_RE.csv,-0.3359,0.1989,0.1712,NA,FALSE
SAL,6,0.8552440633027713,-197.88908026472276,prs_v_res_reg_only_RE.csv,-0.1498***,NA,0.1268,NA,FALSE
SAL,6,0.9910791465606023,-155.22090333116066,prs_v_res_soc_only_RE.csv,-0.3855*,NA,NA,0.3541,FALSE
SAL,6,0.9988894808898889,-199.69137998666207,prs_v_res_ecol_only_RE.csv,0.0631,-0.2071,NA,NA,TRUE
SPP,1,0.25076311492281683,-307.4951072163524,prs_v_res_reg_soc_RE.csv,-0.0863°,NA,0.1685*,0.0299,FALSE
SPP,1,0.8645423274037113,-401.1869000152755,prs_v_res_reg_only_RE.csv,-0.0248*,NA,0.0434,NA,TRUE
SPP,1,0.9906029746304853,-307.2688453910336,prs_v_res_soc_only_RE.csv,-0.0278,NA,NA,0.0196,FALSE
SPP,2,0.236283108250804,-232.67456820521645,prs_v_res_reg_soc_RE.csv,-0.1594*,NA,0.2993**,0.0588,FALSE
SPP,2,0.8655083417559711,-302.1297103922142,prs_v_res_reg_only_RE.csv,-0.0503**,NA,0.0843,NA,TRUE
SPP,2,0.9909463910997085,-229.53965649269514,prs_v_res_soc_only_RE.csv,-0.0626,NA,NA,0.0475,FALSE
SPP,3,0.21716069321505466,-194.41083630001512,prs_v_res_reg_soc_RE.csv,-0.1834*,NA,0.4274**,0.0232,FALSE
SPP,3,0.8665492197847255,-247.55850100851728,prs_v_res_reg_only_RE.csv,-0.0723***,NA,0.1093°,NA,TRUE
SPP,3,0.9913427667823188,-188.8135335250268,prs_v_res_soc_only_RE.csv,-0.0574,NA,NA,0.0200,FALSE
SPP,4,0.20344177464330493,-165.40014655879153,prs_v_res_reg_soc_RE.csv,-0.2155*,NA,0.5180**,0.0144,FALSE
SPP,4,0.8696925968387609,-205.8438302580886,prs_v_res_reg_only_RE.csv,-0.0947***,NA,0.1320,NA,TRUE
SPP,4,0.9918053751010093,-160.5056368931424,prs_v_res_soc_only_RE.csv,-0.0829,NA,NA,0.0318,FALSE
SPP,5,0.2285361499642813,-140.38230666183085,prs_v_res_reg_soc_RE.csv,-0.2320°,NA,0.4475,0.0389,FALSE
SPP,5,0.8772324916250853,-175.62051955530268,prs_v_res_reg_only_RE.csv,-0.1094***,NA,0.1029,NA,TRUE
SPP,5,0.9923523293222387,-140.53214652642774,prs_v_res_soc_only_RE.csv,-0.1417,NA,NA,0.0802,FALSE
SPP,6,0.15690611861310166,-137.14329861354727,prs_v_res_reg_soc_RE.csv,-0.3250**,NA,0.6344*,0.0637,FALSE
SPP,6,0.8763285738696783,-163.71367650197928,prs_v_res_reg_only_RE.csv,-0.1427***,NA,0.1319,NA,TRUE
SPP,6,0.9929722373428469,-135.3668739297931,prs_v_res_soc_only_RE.csv,-0.2304*,NA,NA,0.1631,FALSE
TR,1,0.9906029746302158,-326.6048663013905,prs_v_res_soc_only_RE.csv,0.0238,NA,NA,-0.0294,TRUE
TR,2,0.9909463910992817,-235.64288320787009,prs_v_res_soc_only_RE.csv,0.0479,NA,NA,-0.0591,TRUE
TR,3,0.9913427667795641,-190.20512486121794,prs_v_res_soc_only_RE.csv,0.0729,NA,NA,-0.0927,TRUE
TR,4,0.9916024863196076,-169.8947906831616,prs_v_res_soc_only_RE.csv,0.1031,NA,NA,-0.1395,TRUE
TR,5,0.9910964513063987,-155.01050047732912,prs_v_res_soc_only_RE.csv,0.2190,NA,NA,-0.3032,TRUE
TR,6,0.9918458797378487,-141.2174204170663,prs_v_res_soc_only_RE.csv,0.1928,NA,NA,-0.2772,TRUE
