sgc,name,year,ohibc_pop,fn,rgn_id
5924803,Ahaminaquus 12,2016,0,TRUE,5
5924804,Campbell River 11,2016,384,TRUE,4
5924805,Chenahkint 12,2016,0,TRUE,5
5924806,Houpsitas 6,2016,182,TRUE,5
5924812,Quinsam 12,2016,296,TRUE,4
5924813,Village Island 1,2016,0,TRUE,5
5924814,Yuquot 1,2016,5,TRUE,5
5924817,Cape Mudge 10,2016,148,TRUE,4
5924818,Squirrel Cove 8,2016,0,TRUE,6
5924820,Tork 7,2016,65,TRUE,6
5924833,Oclucje 7,2016,30,TRUE,5
5924835,Tsa Xana 18,2016,188,TRUE,5
5924836,Ehatis 11,2016,89,TRUE,5
5924840,Homalco 9,2016,203,TRUE,6
5926005,Comox,2016,14102,FALSE,6
5926010,Courtenay,2016,25735,FALSE,6
5926014,Cumberland,2016,3771,FALSE,6
5926021,Comox Valley A,2016,323,FALSE,5
5926021,Comox Valley A,2016,6919,FALSE,6
5926022,Comox Valley B (Lazo North),2016,7135,FALSE,6
5926024,Comox Valley C (Puntledge - Black Creek),2016,2,FALSE,5
5926024,Comox Valley C (Puntledge - Black Creek),2016,8662,FALSE,6
5926801,Comox 1,2016,223,TRUE,6
5926802,Pentledge 2,2016,0,TRUE,6
5927008,Powell River,2016,13243,FALSE,6
5927010,Powell River A,2016,1117,FALSE,6
5927012,Powell River B,2016,1552,FALSE,6
5927016,Powell River C,2016,2078,FALSE,6
5927018,Powell River D,2016,1081,FALSE,6
5927020,Powell River E,2016,400,FALSE,6
5927802,Sliammon 1,2016,712,TRUE,6
5927806,Sechelt (Part),2016,21,TRUE,6
5929005,Gibsons,2016,4619,FALSE,6
5929011,Sechelt,2016,10254,FALSE,6
5929018,Sunshine Coast A,2016,2644,FALSE,6
5929022,Sunshine Coast B,2016,2741,FALSE,6
5929024,Sunshine Coast D,2016,3434,FALSE,6
5929026,Sunshine Coast E,2016,3676,FALSE,6
5929028,Sunshine Coast F,2016,2051,FALSE,6
5929801,Chekwelp 26,2016,0,TRUE,6
5929803,Sechelt (Part),2016,675,TRUE,6
5931006,Squamish,2016,19623,FALSE,6
5931012,Pemberton,2016,2599,FALSE,6
5931017,Squamish-Lillooet C,2016,1565,FALSE,6
5931020,Whistler,2016,11951,FALSE,6
5931021,Squamish-Lillooet D,2016,1064,FALSE,6
5931032,Squamish-Lillooet A,2016,1,FALSE,6
5931034,Squamish-Lillooet B,2016,0,FALSE,6
5931801,Cheakamus 11,2016,57,TRUE,6
5931802,Kowtain 17,2016,35,TRUE,6
5931806,Seaichem 16,2016,51,TRUE,6
5931807,Stawamus 24,2016,108,TRUE,6
5931808,Waiwakum 14,2016,161,TRUE,6
5931809,Yekwaupsum 18,2016,28,TRUE,6
5931812,Nesuch 3,2016,139,TRUE,6
5931843,Mount Currie,2016,1298,TRUE,6
5933037,Thompson-Nicola I (Blue Sky Country),2016,0,FALSE,6
5941039,Cariboo J,2016,41,FALSE,3
5941039,Cariboo J,2016,141,FALSE,4
5941039,Cariboo J,2016,0,FALSE,6
5943008,Alert Bay,2016,495,FALSE,4
5943012,Port McNeill,2016,2365,FALSE,4
5943017,Port Alice,2016,671,FALSE,4
5943023,Port Hardy,2016,4184,FALSE,4
5943027,Mount Waddington B,2016,0,FALSE,3
5943027,Mount Waddington B,2016,59,FALSE,4
5943027,Mount Waddington B,2016,1,FALSE,5
5943031,Mount Waddington C,2016,755,FALSE,4
5943031,Mount Waddington C,2016,4,FALSE,5
5943033,Mount Waddington D,2016,230,FALSE,4
5943033,Mount Waddington D,2016,1,FALSE,5
5943037,Mount Waddington A,2016,10,FALSE,3
5943037,Mount Waddington A,2016,889,FALSE,4
5943804,Fort Rupert 1,2016,27,TRUE,4
5943806,Tsulquate 4,2016,437,TRUE,4
5943807,Dead Point 5,2016,10,TRUE,4
5943808,Gwayasdums 1,2016,27,TRUE,4
5943809,Hopetown 10A,2016,0,TRUE,4
5943813,Quaee 7,2016,79,TRUE,4
5943815,Kippase 2,2016,231,TRUE,4
5943816,Quatsino Subdivision 18,2016,227,TRUE,4
5943817,Thomas Point 5,2016,0,TRUE,4
5943835,Nimpkish 2,2016,0,TRUE,4
5943836,Hope Island 1,2016,0,TRUE,4
5943837,Alert Bay,2016,471,TRUE,4
5945006,Central Coast A,2016,191,FALSE,3
5945006,Central Coast A,2016,16,FALSE,4
5945010,Central Coast C,2016,542,FALSE,3
5945010,Central Coast C,2016,0,FALSE,4
5945012,Central Coast D,2016,409,FALSE,3
5945014,Central Coast E,2016,152,FALSE,3
5945801,Bella Bella 1,2016,1042,TRUE,3
5945802,Bella Coola 1,2016,826,TRUE,3
5945803,Katit 1,2016,92,TRUE,3
5947007,Port Edward,2016,483,FALSE,1
5947012,Prince Rupert,2016,12650,FALSE,1
5947016,Skeena-Queen Charlotte A,2016,42,FALSE,1
5947021,Skeena-Queen Charlotte C,2016,70,FALSE,1
5947023,Masset,2016,820,FALSE,2
5947026,Queen Charlotte,2016,877,FALSE,2
5947027,Skeena-Queen Charlotte D,2016,556,FALSE,2
5947030,Port Clements,2016,291,FALSE,2
5947032,Skeena-Queen Charlotte E,2016,349,FALSE,2
5947803,Masset 1,2016,574,TRUE,2
5947804,Skidegate 1,2016,862,TRUE,2
5947806,Kulkayu (Hartley Bay) 4,2016,54,TRUE,1
5947807,Dolphin Island 1,2016,364,TRUE,1
5947809,Lax Kw'alaams 1,2016,669,TRUE,1
5947810,S1/2 Tsimpsean 2,2016,91,TRUE,1
5949005,Kitimat,2016,8403,FALSE,1
5949011,Terrace,2016,12065,FALSE,1
5949013,Kitimat-Stikine C (Part 1),2016,2575,FALSE,1
5949018,Kitimat-Stikine E,2016,4138,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2016,3,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2016,1,FALSE,3
5949028,Kitimat-Stikine B,2016,59,FALSE,1
5949032,Stewart,2016,25,FALSE,1
5949035,Nisga'a,2016,742,TRUE,1
5949039,Kitimat-Stikine A,2016,3,FALSE,1
5949802,Kitasoo 1,2016,299,TRUE,3
5949803,Kitamaat 2,2016,543,TRUE,1
5949804,Kitsumkaylum 1,2016,346,TRUE,1
5949805,Kshish 4,2016,0,TRUE,1
5949807,Kulspai 6,2016,90,TRUE,1
5949844,Kitselas 1,2016,279,TRUE,1
5951031,Bulkley-Nechako E,2016,1,FALSE,1
5951031,Bulkley-Nechako E,2016,20,FALSE,3
5951051,Bulkley-Nechako A,2016,459,FALSE,1
5951053,Bulkley-Nechako G,2016,1,FALSE,1
