section,year,date,length,width,layers,km,method,location,pool
67,1943,29-Mar,8409,18,5.3,102.6,S,Wilby Pt,pool 3
67,1943,3-Apr,1554,18,5.3,84.1,S,Osment Inlt,pool 3
67,1943,3-Apr,4022,18,2.74,89.3,S,Osment Inlt,pool 3
67,1944,13-Mar,2742,14,1.34,89.5,S,Osment Inlt,pool 3
67,1944,28-Mar,3930,18,7.83,85.6,S,Osment Inlt,pool 3
67,1944,29-Mar,9597,18,5.3,100.2,S,Parsons Anch,pool 3
67,1944,29-Mar,1919,14,7.83,73.4,S,Kwakwa Cr,pool 3
67,1944,29-Mar,1188,23,7.83,*,S,Kwakwa Cr,pool 3
67,1944,1-Apr,1280,14,7.83,8.7,S,Laredo Snd,pool 3
67,1945,22-Mar,10968,11,5.3,101.1,S,Parsons Anch,pool 3
67,1945,29-Mar,914,9,7.83,82.3,S,Osment Inlt,pool 3
67,1946,1-Apr,9140,46,7.83,94.4,S,Parsons Anch,pool 3
67,1946,2-Apr,6946,22,2.74,103.5,S,Wilby Pt,pool 3
67,1946,3-Apr,5164,27,7.83,87.2,S,Osment Inlt,pool 3
67,1947,25-Mar,7312,46,5.3,94.2,S,Marvin Is,pool 3
67,1947,1-Apr,4570,9,2.74,105.7,S,Wilby Pt,pool 3
67,1947,3-Apr,10968,18,2.74,63,S,Wingate Pt,pool 3
67,1948,24-Mar,9597,46,7.83,96.7,S,Marvin Is,pool 3
67,1948,4-Apr,6855,23,2.74,103.8,S,Parsons Anch,pool 3
67,1948,4-Apr,457,5,1.34,85.8,S,Osment Inlt,pool 3
67,1948,4-Apr,1828,11,2.74,84.2,S,Kwakwa Cr,pool 3
67,1948,6-Apr,2742,14,5.3,92,S,Osment Inlt,pool 3
67,1949,27-Mar,1234,18,5.3,63.6,S,Wingate Pt,pool 3
67,1949,4-Apr,2468,11,5.3,83.7,S,Kwakwa Cr,pool 3
67,1949,5-Apr,1143,23,2.74,109,S,Wilby Pt,pool 3
67,1950,2-Apr,11334,18,2.74,98.9,S,Parsons Anch,pool 3
67,1950,2-Apr,457,20,5.3,112.6,S,Wilby Pt,pool 3
67,1951,31-Mar,2011,16,2.96,101,S,Parsons Anch,pool 3
67,1951,4-Apr,1280,14,5.3,131,S,Laredo Snd,pool 3
67,1951,4-Apr,1874,13,1.34,94,S,Marvin Is,pool 3
67,1951,5-Apr,4250,15,2.96,119,S,Larkin Pt,pool 3
67,1951,6-Apr,251,13,2.96,134,S,Laredo Snd,pool 3
67,1951,6-Apr,1348,12,1.34,135,S,Laredo Snd,pool 3
67,1951,6-Apr,1417,13,5.3,174,S,Laredo Snd,pool 3
67,1951,6-Apr,2102,13,5.3,124,S,Larkin Pt,pool 3
67,1952,8-Apr,3473,16,2.96,95,S,Parsons Anch,pool 3
67,1952,9-Apr,274,15,5.3,98,S,Marvin Is,pool 3
67,1952,10-Apr,777,12,2.96,95,S,Kitasu Bay,pool 3
67,1952,11-Apr,868,12,2.96,134,S,Laredo Snd,pool 3
67,1952,11-Apr,320,13,1.34,134,S,Laredo Snd,pool 3
67,1953,21-Mar,366,18,1.34,100,S,Parsons Anch,pool 3
67,1953,29-Mar,9652,9,2.96,94,S,Kitasu Bay,pool 3
67,1954,18-Mar,457,5,1.34,90,S,Osment Inlt,pool 3
67,1954,20-Mar,1554,18,2.96,99,S,Parsons Anch,pool 3
67,1954,22-Mar,1828,9,2.96,107,S,Kitasu Bay,pool 3
67,1954,23-Mar,274,18,2.96,97,S,Marvin Is,pool 3
67,1955,3-Apr,1390,5,1.34,*,S,Osment Inlt,pool 3
67,1955,3-Apr,1390,5,2.96,*,S,Osment Inlt,pool 3
67,1958,3-Apr,457,5,1.34,92,S,Kitasu Bay,pool 3
67,1958,9-Apr,457,91,1.34,80,S,Osment Inlt,pool 3
67,1959,1-Apr,4113,5,2.96,80,S,Kitasu Bay,pool 3
67,1960,3-Apr,3108,16,5.3,93,S,Kitasu Bay,pool 3
67,1960,3-Apr,640,9,7.83,64,S,Kwakwa Cr,pool 3
67,1960,4-Apr,3217,5,1.34,62,S,Laredo Snd,pool 3
67,1960,4-Apr,1143,11,2.96,75,S,Kwakwa Cr,pool 3
67,1961,30-Mar,1005,14,5.3,63,S,Wingate Pt,pool 3
67,1961,31-Mar,914,18,5.3,76,S,Kitasu Bay,pool 3
67,1961,31-Mar,2742,18,2.96,82,S,Kitasu Bay,pool 3
67,1961,31-Mar,1371,14,2.96,69,S,Kwakwa Cr,pool 3
67,1962,20-Mar,457,14,1.34,97,S,Parsons Anch,pool 3
67,1962,20-Mar,274,9,1.34,93,S,Osment Inlt,pool 3
67,1962,3-Apr,1371,5,2.96,119,S,Larkin Pt,pool 3
67,1962,4-Apr,914,4,0.55,95,S,Parsons Anch,pool 3
67,1962,4-Apr,914,4,0.55,93,S,Osment Inlt,pool 3
67,1962,4-Apr,3702,4,0.55,63,S,Kwakwa Cr,pool 3
67,1962,4-Apr,1609,4,2.96,68,S,Kwakwa Cr,pool 3
67,1963,3-Apr,274,11,1.34,98,S,Kitasu Bay,pool 3
67,1963,3-Apr,457,11,2.96,99,S,Kitasu Bay,pool 3
67,1963,9-Apr,1371,11,2.96,107,S,Kitasu Bay,pool 3
67,1964,21-Mar,2102,14,1.34,92,S,Kitasu Bay,pool 3
67,1964,21-Mar,1919,18,2.96,95,S,Kitasu Bay,pool 3
67,1964,21-Mar,183,18,5.3,99,S,Kitasu Bay,pool 3
67,1965,14-Apr,1280,183,2.96,111,S,Wilby Pt,pool 3
67,1966,3-Apr,823,18,2.96,85,S,Kitasu Bay,pool 3
67,1966,15-Apr,1097,69,0.55,111,S,Wilby Pt,pool 3
67,1966,17-Apr,4022,91,2.96,77,S,Kwakwa Cr,pool 3
67,1967,26-Mar,6764,9,2.96,95,S,Parsons Anch,pool 3
67,1967,26-Mar,9140,5,5.3,88,S,Osment Inlt,pool 3
67,1968,7-Apr,4113,5,2.96,*,S,Kitasu Bay,pool 3
67,1968,10-Apr,3656,5,2.96,*,S,Parsons Anch,pool 3
67,1970,4-Mar,420,18,2.96,98,S,Marvin Is,pool 3
67,1970,27-Mar,183,37,5.3,113,S,Larkin Pt,pool 3
67,1970,27-Mar,366,548,2.96,114,S,Larkin Pt,pool 3
67,1970,27-Mar,548,548,5.3,115,S,Larkin Pt,pool 3
67,1970,27-Mar,3839,64,2.96,117,S,Larkin Pt,pool 3
67,1971,21-Apr,274,5,2.96,124,S,Larkin Pt,pool 3
67,1972,6-Apr,91,9,2.15,110,S,Wilby Pt,pool 3
67,1973,31-Mar,594,14,2.96,117,S,Larkin Pt,pool 3
67,1973,1-Apr,366,27,1.34,112,S,Wilby Pt,pool 3
67,1973,3-Apr,548,3,1.34,111,S,Wilby Pt,pool 3
67,1973,3-Apr,548,14,1.34,111,S,Wilby Pt,pool 3
67,1973,3-Apr,183,27,1.34,112,S,Wilby Pt,pool 3
67,1973,3-Apr,366,5,2.15,113,S,Wilby Pt,pool 3
67,1973,3-Apr,183,18,1.34,114,S,Wilby Pt,pool 3
67,1973,3-Apr,91,14,2.96,117,S,Larkin Pt,pool 3
67,1973,3-Apr,731,5,2.96,118,S,Larkin Pt,pool 3
67,1973,3-Apr,183,3,2.96,118,S,Larkin Pt,pool 3
67,1973,3-Apr,1280,3,2.96,119,S,Larkin Pt,pool 3
67,1973,4-Apr,1188,9,2.96,121,S,Larkin Pt,pool 3
67,1973,7-Apr,548,37,5.3,126,S,Larkin Pt,pool 3
67,1973,7-Apr,1280,9,5.3,126,S,Larkin Pt,pool 3
67,1973,11-Apr,4113,18,5.3,95,S,Parsons Anch,pool 3
67,1973,11-Apr,2285,3,2.96,97,S,Parsons Anch,pool 3
67,1973,11-Apr,2559,9,4.13,107,S,Parsons Anch,pool 3
67,1973,11-Apr,1005,14,2.96,95,S,Osment Inlt,pool 3
67,1973,11-Apr,640,18,4.13,95,S,Osment Inlt,pool 3
67,1973,11-Apr,2011,9,2.96,109,S,Wilby Pt,pool 3
67,1973,11-Apr,1462,14,4.13,112,S,Wilby Pt,pool 3
67,1974,28-Mar,594,18,1.34,101,S,Parsons Anch,pool 3
67,1974,1-Apr,6215,18,1.34,105,S,Parsons Anch,pool 3
67,1974,2-Apr,4570,9,1.34,98,S,Kitasu Bay,pool 3
67,1975,5-Apr,2833,23,2.96,95,S,Parsons Anch,pool 3
67,1975,8-Apr,457,9,1.34,98,S,Marvin Is,pool 3
67,1975,8-Apr,183,46,1.34,98,S,Marvin Is,pool 3
67,1975,9-Apr,3382,9,1.34,100,S,Parsons Anch,pool 3
67,1975,9-Apr,229,9,1.34,84,S,Osment Inlt,pool 3
67,1975,9-Apr,91,9,1.34,86,S,Osment Inlt,pool 3
67,1975,9-Apr,914,46,2.96,94,S,Osment Inlt,pool 3
67,1975,9-Apr,229,27,1.34,119,S,Larkin Pt,pool 3
67,1975,11-Apr,2925,11,1.34,106,S,Wilby Pt,pool 3
67,1976,26-Mar,1462,14,1.34,102,S,Parsons Anch,pool 3
67,1976,27-Mar,1005,9,1.34,100,S,Parsons Anch,pool 3
67,1976,7-Apr,2742,27,2.15,100,S,Parsons Anch,pool 3
67,1976,13-Apr,823,9,1.34,94,S,Osment Inlt,pool 3
67,1976,13-Apr,274,3,1.34,108,S,Wilby Pt,pool 3
67,1976,16-Apr,229,5,0.55,98,S,Marvin Is,pool 3
67,1977,17-Mar,548,27,3,101,S,Parsons Anch,pool 3
67,1977,18-Mar,2285,9,3,97,S,Parsons Anch,pool 3
67,1977,18-Mar,1600,5,2,95,S,Kitasu Bay,pool 3
67,1977,18-Mar,640,27,3,98,S,Marvin Is,pool 3
67,1977,18-Mar,2285,7,2,103,S,Wilby Pt,pool 3
67,1977,18-Mar,1919,7,2,105,S,Wilby Pt,pool 3
67,1978,1-Apr,251,5,1,104,S,Parsons Anch,pool 3
67,1978,1-Apr,297,4,1,104,S,Kitasu Bay,pool 3
67,1978,1-Apr,663,5,2.5,105,S,Kitasu Bay,pool 3
67,1978,1-Apr,183,4,1.5,105,S,Kitasu Bay,pool 3
67,1978,1-Apr,686,7,1,105,S,Kitasu Bay,pool 3
67,1978,1-Apr,114,7,1,106,S,Kitasu Bay,pool 3
67,1978,2-Apr,91,11,1.5,102,S,Parsons Anch,pool 3
67,1978,2-Apr,274,7,1,103,S,Parsons Anch,pool 3
67,1978,2-Apr,91,5,1,103,S,Parsons Anch,pool 3
67,1978,2-Apr,320,4,1,111,S,Parsons Anch,pool 3
67,1978,2-Apr,1097,13,2.5,106,S,Kitasu Bay,pool 3
67,1978,2-Apr,823,7,1.5,107,S,Kitasu Bay,pool 3
67,1978,2-Apr,571,9,1.5,108,S,Kitasu Bay,pool 3
67,1978,3-Apr,457,16,2.5,100,S,Parsons Anch,pool 3
67,1978,3-Apr,183,4,1,100,S,Parsons Anch,pool 3
67,1978,3-Apr,160,9,1,102,S,Parsons Anch,pool 3
67,1978,3-Apr,229,7,1,109,S,Kitasu Bay,pool 3
67,1978,3-Apr,320,7,1,109,S,Wilby Pt,pool 3
67,1978,3-Apr,114,9,1.5,110,S,Wilby Pt,pool 3
67,1978,4-Apr,388,18,2.5,97,S,Parsons Anch,pool 3
67,1978,4-Apr,320,4,1,97,S,Parsons Anch,pool 3
67,1978,4-Apr,46,7,1,99,S,Parsons Anch,pool 3
67,1978,4-Apr,73,7,1,99,S,Parsons Anch,pool 3
67,1978,4-Apr,160,13,2.5,97,S,Marvin Is,pool 3
67,1978,4-Apr,206,46,1.5,98,S,Marvin Is,pool 3
67,1978,4-Apr,320,15,2.5,98,S,Marvin Is,pool 3
67,1978,4-Apr,274,23,2,98,S,Marvin Is,pool 3
67,1978,4-Apr,229,11,1,110,S,Wilby Pt,pool 3
67,1978,4-Apr,91,9,1.5,110,S,Wilby Pt,pool 3
67,1978,5-Apr,320,4,1,103,S,Wilby Pt,pool 3
67,1978,5-Apr,274,9,1,110,S,Wilby Pt,pool 3
67,1978,5-Apr,160,9,1.5,110,S,Wilby Pt,pool 3
67,1978,5-Apr,91,7,1.5,111,S,Wilby Pt,pool 3
67,1978,5-Apr,274,9,1,112,S,Wilby Pt,pool 3
67,1978,5-Apr,137,7,1.5,112,S,Wilby Pt,pool 3
67,1978,5-Apr,69,4,1,112,S,Wilby Pt,pool 3
67,1978,5-Apr,320,7,1.5,113,S,Wilby Pt,pool 3
67,1978,7-Apr,640,9,3,95,S,Kitasu Bay,pool 3
67,1979,4-Apr,183,5,1.85,99,S,Parsons Anch,pool 3
67,1979,4-Apr,183,7,3.25,100,S,Parsons Anch,pool 3
67,1979,4-Apr,914,5,0.98,100,S,Parsons Anch,pool 3
67,1979,4-Apr,183,18,0.9,101,S,Parsons Anch,pool 3
67,1979,4-Apr,366,9,3.25,101,S,Parsons Anch,pool 3
67,1979,4-Apr,229,11,0.65,101,S,Parsons Anch,pool 3
67,1979,4-Apr,229,27,1.45,102,S,Parsons Anch,pool 3
67,1979,4-Apr,183,4,0.5,103,S,Parsons Anch,pool 3
67,1979,4-Apr,69,5,3.2,103,S,Parsons Anch,pool 3
67,1979,4-Apr,206,5,2.4,96,S,Kitasu Bay,pool 3
67,1979,4-Apr,137,5,1.5,97,S,Kitasu Bay,pool 3
67,1979,4-Apr,91,4,0.95,97,S,Kitasu Bay,pool 3
67,1979,4-Apr,1234,5,0.95,104,S,Kitasu Bay,pool 3
67,1979,4-Apr,1097,5,0.5,106,S,Kitasu Bay,pool 3
67,1979,4-Apr,137,5,0.5,106,S,Kitasu Bay,pool 3
67,1979,4-Apr,2057,7,1.95,107,S,Kitasu Bay,pool 3
67,1979,4-Apr,91,5,1.05,108,S,Kitasu Bay,pool 3
67,1979,4-Apr,548,7,2.06,109,S,Kitasu Bay,pool 3
67,1979,4-Apr,46,7,2.06,109,S,Kitasu Bay,pool 3
67,1979,4-Apr,914,5,0.75,109,S,Wilby Pt,pool 3
67,1979,5-Apr,274,9,2.55,111,S,Laredo Snd,pool 3
67,1979,5-Apr,686,5,1.7,111,S,Laredo Snd,pool 3
67,1979,5-Apr,594,9,3.35,111,S,Laredo Snd,pool 3
67,1979,5-Apr,1188,14,4.7,112,S,Laredo Snd,pool 3
67,1979,5-Apr,548,7,1.8,*,S,Laredo Snd,pool 3
67,1979,5-Apr,274,11,3.25,110,S,Wilby Pt,pool 3
67,1979,5-Apr,548,11,3.62,110,S,Wilby Pt,pool 3
67,1979,6-Apr,366,4,0.82,95,S,Kitasu Bay,pool 3
67,1979,6-Apr,914,4,0.65,96,S,Kitasu Bay,pool 3
67,1979,6-Apr,366,9,1.8,98,S,Marvin Is,pool 3
67,1979,6-Apr,320,9,1.6,98,S,Marvin Is,pool 3
67,1979,6-Apr,114,5,1.8,99,S,Marvin Is,pool 3
67,1980,24-Mar,366,18,2.8,100.1,S,Parsons Anch,pool 3
67,1980,25-Mar,251,69,1.68,99.3,S,Kitasu Bay,pool 3
67,1980,26-Mar,274,14,1.12,99.8,S,Parsons Anch,pool 3
67,1980,26-Mar,206,5,1.33,100.5,S,Parsons Anch,pool 3
67,1980,26-Mar,457,14,2.3,100.8,S,Parsons Anch,pool 3
67,1980,26-Mar,229,5,0.8,101.3,S,Parsons Anch,pool 3
67,1980,26-Mar,640,64,4,101.6,S,Parsons Anch,pool 3
67,1980,26-Mar,594,9,2.45,102.3,S,Parsons Anch,pool 3
67,1980,26-Mar,503,37,2.4,96.8,S,Kitasu Bay,pool 3
67,1980,26-Mar,274,46,0.88,99.6,S,Kitasu Bay,pool 3
67,1980,26-Mar,823,14,3.63,103.3,S,Kitasu Bay,pool 3
67,1980,26-Mar,640,7,2,104.1,S,Kitasu Bay,pool 3
67,1980,26-Mar,183,5,1.33,104.7,S,Kitasu Bay,pool 3
67,1980,26-Mar,1417,18,3.75,104.9,S,Kitasu Bay,pool 3
67,1980,26-Mar,229,18,3.75,106.5,S,Kitasu Bay,pool 3
67,1980,26-Mar,1326,11,2.7,106.8,S,Kitasu Bay,pool 3
67,1980,26-Mar,297,46,1.5,97.8,S,Marvin Is,pool 3
67,1980,26-Mar,457,18,2.71,98.3,S,Marvin Is,pool 3
67,1980,26-Mar,411,46,1.04,98.8,S,Marvin Is,pool 3
67,1980,27-Mar,869,46,2.75,95.6,S,Kitasu Bay,pool 3
67,1980,27-Mar,206,23,2.55,96.6,S,Kitasu Bay,pool 3
67,1980,27-Mar,1920,7,1.36,108.1,S,Kitasu Bay,pool 3
67,1980,27-Mar,320,7,2.3,110,S,Wilby Pt,pool 3
67,1980,27-Mar,274,5,2.05,110,S,Wilby Pt,pool 3
67,1980,28-Mar,640,5,2,111,S,Laredo Snd,pool 3
67,1980,28-Mar,366,9,2.25,112,S,Laredo Snd,pool 3
67,1980,28-Mar,640,96,4.13,112,S,Laredo Snd,pool 3
67,1980,28-Mar,137,5,1.15,110,S,Wilby Pt,pool 3
67,1980,28-Mar,366,18,3.25,111,S,Wilby Pt,pool 3
67,1980,29-Mar,804,14,2.15,112,S,Laredo Snd,pool 3
67,1980,1-Apr,1097,14,3,94.8,S,Kitasu Bay,pool 3
67,1980,2-Apr,2560,5,1.28,85.9,S,Kitasu Bay,pool 3
67,1980,3-Apr,183,5,0.9,84,S,Kitasu Bay,pool 3
67,1980,3-Apr,91,5,1.7,84,S,Kitasu Bay,pool 3
67,1980,3-Apr,229,5,1.81,85,S,Kitasu Bay,pool 3
67,1980,3-Apr,457,5,0.88,93.4,S,Kitasu Bay,pool 3
67,1980,3-Apr,137,4,0.94,88.8,S,Osment Inlt,pool 3
67,1980,3-Apr,137,5,0.94,89,S,Osment Inlt,pool 3
67,1980,3-Apr,91,4,0.68,92,S,Osment Inlt,pool 3
67,1980,3-Apr,686,7,1.53,93.9,S,Osment Inlt,pool 3
67,1981,11-Mar,274,3,1.95,100.6,S,Parsons Anch,pool 3
67,1981,11-Mar,366,27,2.9,101.2,S,Parsons Anch,pool 3
67,1981,11-Mar,686,91,3.53,102,S,Parsons Anch,pool 3
67,1981,12-Mar,1554,9,1.8,100,S,Parsons Anch,pool 3
67,1981,14-Mar,686,3,1.5,98,S,Parsons Anch,pool 3
67,1981,14-Mar,343,4,0.63,98,S,Parsons Anch,pool 3
67,1981,16-Mar,251,18,1.5,98,S,Parsons Anch,pool 3
67,1981,16-Mar,1554,5,0.5,107,S,Wilby Pt,pool 3
67,1981,18-Mar,320,23,2.58,94,S,Parsons Anch,pool 3
67,1981,18-Mar,274,5,1.1,95,S,Parsons Anch,pool 3
67,1981,18-Mar,320,37,2.13,95,S,Parsons Anch,pool 3
67,1981,18-Mar,411,14,2.08,95,S,Parsons Anch,pool 3
67,1981,18-Mar,411,18,2.78,95,S,Parsons Anch,pool 3
67,1981,18-Mar,274,9,2.45,97,S,Parsons Anch,pool 3
67,1981,18-Mar,548,69,3.4,99,S,Parsons Anch,pool 3
67,1981,18-Mar,69,9,2,100,S,Parsons Anch,pool 3
67,1981,18-Mar,1782,9,1.75,104,S,Parsons Anch,pool 3
67,1981,18-Mar,1737,9,2.55,105,S,Wilby Pt,pool 3
67,1981,19-Mar,457,4,1.2,109,S,Wilby Pt,pool 3
67,1981,19-Mar,366,14,0.5,110,S,Wilby Pt,pool 3
67,1981,19-Mar,229,9,0.5,111,S,Wilby Pt,pool 3
67,1981,19-Mar,274,91,2,111,S,Wilby Pt,pool 3
67,1981,19-Mar,183,183,2.4,113,S,Wilby Pt,pool 3
67,1981,19-Mar,366,23,3,114,S,Wilby Pt,pool 3
67,1981,23-Mar,960,137,1,98,S,Parsons Anch,pool 3
67,1981,30-Mar,183,14,1.68,85,S,Osment Inlt,pool 3
67,1981,30-Mar,91,9,0.93,86,S,Osment Inlt,pool 3
67,1981,30-Mar,137,27,4.3,86,S,Osment Inlt,pool 3
67,1981,30-Mar,731,14,1.7,89,S,Osment Inlt,pool 3
67,1981,30-Mar,1097,9,2.8,90,S,Osment Inlt,pool 3
67,1981,30-Mar,823,23,3.55,91,S,Osment Inlt,pool 3
67,1981,31-Mar,114,23,4.4,86,S,Osment Inlt,pool 3
67,1981,31-Mar,457,18,3.1,93,S,Osment Inlt,pool 3
67,1982,8-Mar,1371,5,1.8,100,S,Parsons Anch,pool 3
67,1982,8-Mar,274,91,1.85,177,S,Parsons Anch,pool 3
67,1982,9-Mar,2130,37,2.65,95,S,Parsons Anch,pool 3
67,1982,9-Mar,594,23,3.9,98,S,Parsons Anch,pool 3
67,1982,9-Mar,640,69,2.33,101,S,Parsons Anch,pool 3
67,1982,10-Mar,731,37,3,97,S,Parsons Anch,pool 3
67,1982,10-Mar,2376,14,1.55,102,S,Parsons Anch,pool 3
67,1982,16-Mar,160,18,1.6,95,S,Kitasu Bay,pool 3
67,1982,16-Mar,1965,9,1.45,106,S,Wilby Pt,pool 3
67,1982,18-Mar,46,5,1,104,S,Wilby Pt,pool 3
67,1982,18-Mar,1600,14,2.05,111,S,Wilby Pt,pool 3
67,1982,19-Mar,69,46,3.53,134,S,Parsons Anch,pool 3
67,1982,19-Mar,1005,9,1.5,109,S,Wilby Pt,pool 3
67,1982,20-Mar,548,5,1.55,112,S,Wilby Pt,pool 3
67,1982,20-Mar,457,5,1.35,113,S,Wilby Pt,pool 3
67,1982,20-Mar,183,5,3.53,114,S,Wilby Pt,pool 3
67,1983,7-Mar,1000,10,1.68,101.2,S,Parsons Anch,pool 3
67,1983,8-Mar,900,30,2.7,102.7,S,Parsons Anch,pool 3
67,1983,8-Mar,90,7,0.9,86.5,S,Osment Inlt,pool 3
67,1983,19-Mar,4637,7,1.16,106,S,Wilby Pt,pool 3
67,1983,23-Mar,200,10,1.51,110.8,S,Wilby Pt,pool 3
67,1983,23-Mar,350,15,2.4,111,S,Wilby Pt,pool 3
67,1983,23-Mar,600,1,1.5,111.4,S,Wilby Pt,pool 3
67,1983,23-Mar,500,1,1.8,112,S,Wilby Pt,pool 3
67,1983,23-Mar,850,10,2.25,112.5,S,Wilby Pt,pool 3
67,1983,24-Mar,175,3,0.68,113.6,S,Wilby Pt,pool 3
67,1983,24-Mar,300,20,2.04,113.8,S,Wilby Pt,pool 3
67,1984,21-Mar,200,10,0.5,101.1,S,Parsons Anch,pool 3
67,1984,21-Mar,200,25,1.24,101.3,S,Parsons Anch,pool 3
67,1984,28-Mar,500,10,2,96.3,S,Parsons Anch,pool 3
67,1984,28-Mar,550,15,3.72,98.2,S,Parsons Anch,pool 3
67,1984,28-Mar,575,25,5.5,100,S,Parsons Anch,pool 3
67,1984,28-Mar,675,8,2.85,100.5,S,Parsons Anch,pool 3
67,1984,28-Mar,350,25,4.6,101.3,S,Parsons Anch,pool 3
67,1984,28-Mar,625,75,5,101.5,S,Parsons Anch,pool 3
67,1984,28-Mar,1275,12,4.65,102.7,S,Parsons Anch,pool 3
67,1984,28-Mar,325,12,2.7,104.1,S,Parsons Anch,pool 3
67,1984,28-Mar,425,15,3.15,98.2,S,Marvin Is,pool 3
67,1984,28-Mar,200,10,2.45,98.8,S,Marvin Is,pool 3
67,1984,28-Mar,1200,20,2.45,107.6,S,Wilby Pt,pool 3
67,1984,28-Mar,1100,10,2.5,108.4,S,Wilby Pt,pool 3
67,1984,28-Mar,850,8,2.8,108.8,S,Wilby Pt,pool 3
67,1984,28-Mar,800,10,2.91,110.3,S,Wilby Pt,pool 3
67,1984,30-Mar,325,12,1.65,105.1,S,Parsons Anch,pool 3
67,1984,30-Mar,325,12,1.4,106.2,S,Parsons Anch,pool 3
67,1984,31-Mar,300,20,2.98,110.8,S,Wilby Pt,pool 3
67,1984,31-Mar,200,10,2.55,111.9,S,Wilby Pt,pool 3
67,1984,31-Mar,1200,25,3.85,112.6,S,Wilby Pt,pool 3
67,1985,25-Mar,900,12,2.15,97.5,S,Parsons Anch,pool 3
67,1985,26-Mar,300,50,3.8,*,S,Osment Inlt,pool 3
67,1985,29-Mar,2400,35,4.05,*,S,Osment Inlt,pool 3
67,1985,30-Mar,400,20,2.9,96.9,S,Parsons Anch,pool 3
67,1985,30-Mar,600,35,3.9,99.9,S,Parsons Anch,pool 3
67,1985,30-Mar,500,15,3.55,100.6,S,Parsons Anch,pool 3
67,1985,30-Mar,950,75,2.92,101.3,S,Parsons Anch,pool 3
67,1985,1-Apr,700,5,2,*,S,Osment Inlt,pool 3
67,1985,2-Apr,150,10,1.47,102.8,S,Parsons Anch,pool 3
67,1985,2-Apr,1350,15,2.35,103,S,Parsons Anch,pool 3
67,1985,2-Apr,3000,20,1.7,104.4,S,Parsons Anch,pool 3
67,1985,2-Apr,700,20,1.5,106.9,S,Wilby Pt,pool 3
67,1985,4-Apr,1300,8,1.47,107.6,S,Wilby Pt,pool 3
67,1985,4-Apr,200,5,1.38,109,S,Wilby Pt,pool 3
67,1985,6-Apr,350,10,2,85.3,S,Osment Inlt,pool 3
67,1985,6-Apr,500,15,1.75,85.9,S,Osment Inlt,pool 3
67,1985,6-Apr,600,10,2.1,86.9,S,Osment Inlt,pool 3
67,1985,6-Apr,350,10,1.95,88,S,Osment Inlt,pool 3
67,1985,6-Apr,300,10,2,88.6,S,Osment Inlt,pool 3
67,1985,6-Apr,200,5,1.5,90,S,Osment Inlt,pool 3
67,1985,6-Apr,200,5,2,98.8,S,Osment Inlt,pool 3
67,1985,6-Apr,150,10,2,84,S,Jamieson Pt,pool 3
67,1985,6-Apr,350,10,2,84.4,S,Jamieson Pt,pool 3
67,1985,6-Apr,300,10,1.5,84.8,S,Jamieson Pt,pool 3
67,1986,1-Apr,3175,*,*,*,D,Osment Inlt,pool 3
67,1986,2-Apr,3800,*,*,*,D,Parsons Anch,pool 3
67,1986,5-Apr,2000,*,*,*,D,Marvin Is,pool 3
67,1986,9-Apr,3950,*,*,*,D,Wilby Pt,pool 3
67,1987,26-Mar,850,65,3.6,99.9,S,Parsons Anch,pool 3
67,1987,26-Mar,800,55,3.33,100.5,S,Parsons Anch,pool 3
67,1987,26-Mar,300,60,4.55,101.5,S,Parsons Anch,pool 3
67,1987,26-Mar,300,100,3.55,101.9,S,Parsons Anch,pool 3
67,1987,26-Mar,600,50,4.85,102.4,S,Parsons Anch,pool 3
67,1987,28-Mar,1350,15,3.88,102.7,S,Kitasu Bay,pool 3
67,1987,29-Mar,200,15,2,97.1,S,Kitasu Bay,pool 3
67,1987,29-Mar,825,15,2.22,104,S,Kitasu Bay,pool 3
67,1987,29-Mar,900,25,1.65,105,S,Kitasu Bay,pool 3
67,1987,29-Mar,450,25,3.62,98.2,S,Marvin Is,pool 3
67,1987,29-Mar,950,25,1.6,98.7,S,Marvin Is,pool 3
67,1987,30-Mar,1275,15,2.35,107.7,S,Wilby Pt,pool 3
67,1987,31-Mar,825,20,2.18,96,S,Kitasu Bay,pool 3
67,1987,31-Mar,1050,5,0.72,108.8,S,Wilby Pt,pool 3
67,1987,1-Apr,650,5,0.98,109.6,S,Wilby Pt,pool 3
67,1987,4-Apr,225,20,4.05,110.3,S,Wilby Pt,pool 3
67,1987,5-Apr,250,50,1.7,95.2,S,Osment Inlt,pool 3
67,1987,5-Apr,550,15,1.95,95.5,S,Osment Inlt,pool 3
67,1987,6-Apr,125,10,1.88,94.8,S,Osment Inlt,pool 3
67,1988,12-Mar,1200,20,2.74,100,S,Parsons Anch,pool 3
67,1988,12-Mar,700,50,2.25,101.4,S,Parsons Anch,pool 3
67,1988,12-Mar,1100,15,0.14,102.1,S,Parsons Anch,pool 3
67,1988,26-Mar,500,25,3.08,99.6,S,Osment Inlt,pool 3
67,1988,27-Mar,1050,10,2.33,103.4,S,Parsons Anch,pool 3
67,1988,27-Mar,1900,15,3.05,105.2,S,Parsons Anch,pool 3
67,1988,27-Mar,2000,15,6.5,94.8,S,Osment Inlt,pool 3
67,1988,27-Mar,250,10,5.75,95.6,S,Osment Inlt,pool 3
67,1988,27-Mar,600,20,2.9,95.9,S,Osment Inlt,pool 3
