year,species,rgn_id,tot_harvest,rgn_harvest,genetic_escapees,whence
2011,pacific_cupped_oyster,5,6242,113.60440000000001,0.1,species in MSI
2011,pacific_cupped_oyster,6,6242,5670.2328,0.1,species in MSI
2011,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2011,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2011,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2011,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2011,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2011,scallops_nei,2,271,4.2547,0.55,genus average from global assessment
2011,scallops_nei,4,271,33.766600000000004,0.55,genus average from global assessment
2011,scallops_nei,5,271,0.3794,0.55,genus average from global assessment
2011,scallops_nei,6,271,232.5993,0.55,genus average from global assessment
2012,atlantic_salmon,3,79981,5582.6738000000005,0.1,species in MSI
2012,atlantic_salmon,4,79981,45309.2365,0.1,species in MSI
2012,atlantic_salmon,5,79981,24002.2981,0.1,species in MSI
2012,atlantic_salmon,6,79981,5070.7954,0.1,species in MSI
2012,atlantic_salmon,8,79981,15.9962,0.1,species in MSI
2012,blue_mussel,2,274,0,1,species in MSI
2012,blue_mussel,4,274,187.9914,1,species in MSI
2012,blue_mussel,5,274,0,1,species in MSI
2012,blue_mussel,6,274,86.0086,1,species in MSI
2012,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2012,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2012,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2012,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2012,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2012,coho_silver_salmon,3,0,0,1,species in MSI
2012,coho_silver_salmon,4,0,0,1,species in MSI
2012,coho_silver_salmon,5,0,0,1,species in MSI
2012,coho_silver_salmon,6,0,0,1,species in MSI
2012,coho_silver_salmon,8,0,0,1,species in MSI
2012,japanese_carpet_shell,2,2710,0,0.925,genus average from global assessment
2012,japanese_carpet_shell,4,2710,29.268,0.925,genus average from global assessment
2012,japanese_carpet_shell,5,2710,29.539,0.925,genus average from global assessment
2012,japanese_carpet_shell,6,2710,2651.1929999999998,0.925,genus average from global assessment
2012,pacific_cupped_oyster,2,6487,0,0.1,species in MSI
2012,pacific_cupped_oyster,4,6487,476.14580000000007,0.1,species in MSI
2012,pacific_cupped_oyster,5,6487,118.0634,0.1,species in MSI
2012,pacific_cupped_oyster,6,6487,5892.7908,0.1,species in MSI
2012,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2012,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2012,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2012,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2012,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2012,scallops_nei,2,198,3.1085999999999996,0.55,genus average from global assessment
2012,scallops_nei,4,198,24.6708,0.55,genus average from global assessment
2012,scallops_nei,5,198,0.2772,0.55,genus average from global assessment
2012,scallops_nei,6,198,169.9434,0.55,genus average from global assessment
2013,atlantic_salmon,3,72176,5037.8848,0.1,species in MSI
2013,atlantic_salmon,4,72176,40887.704,0.1,species in MSI
2013,atlantic_salmon,5,72176,21660.0176,0.1,species in MSI
2013,atlantic_salmon,6,72176,4575.9583999999995,0.1,species in MSI
2013,atlantic_salmon,8,72176,14.4352,0.1,species in MSI
2013,blue_mussel,2,352,0,1,species in MSI
2013,blue_mussel,4,352,241.5072,1,species in MSI
2013,blue_mussel,5,352,0,1,species in MSI
2013,blue_mussel,6,352,110.4928,1,species in MSI
2013,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2013,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2013,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2013,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2013,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2013,coho_silver_salmon,3,0,0,1,species in MSI
2013,coho_silver_salmon,4,0,0,1,species in MSI
2013,coho_silver_salmon,5,0,0,1,species in MSI
2013,coho_silver_salmon,6,0,0,1,species in MSI
2013,coho_silver_salmon,8,0,0,1,species in MSI
2013,japanese_carpet_shell,2,1470,0,0.925,genus average from global assessment
2013,japanese_carpet_shell,4,1470,15.876000000000001,0.925,genus average from global assessment
2013,japanese_carpet_shell,5,1470,16.023,0.925,genus average from global assessment
2013,japanese_carpet_shell,6,1470,1438.1009999999999,0.925,genus average from global assessment
2013,pacific_cupped_oyster,2,6452,0,0.1,species in MSI
2013,pacific_cupped_oyster,4,6452,473.57680000000005,0.1,species in MSI
2013,pacific_cupped_oyster,5,6452,117.4264,0.1,species in MSI
2013,pacific_cupped_oyster,6,6452,5860.9968,0.1,species in MSI
2013,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2013,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2013,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2013,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2013,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2013,scallops_nei,2,89,1.3973,0.55,genus average from global assessment
2013,scallops_nei,4,89,11.0894,0.55,genus average from global assessment
2013,scallops_nei,5,89,0.1246,0.55,genus average from global assessment
2013,scallops_nei,6,89,76.3887,0.55,genus average from global assessment
2014,atlantic_salmon,3,62475,4360.755,0.1,species in MSI
2014,atlantic_salmon,4,62475,35392.0875,0.1,species in MSI
2014,atlantic_salmon,5,62475,18748.747499999998,0.1,species in MSI
2014,atlantic_salmon,6,62475,3960.915,0.1,species in MSI
2014,atlantic_salmon,8,62475,12.495000000000001,0.1,species in MSI
2014,blue_mussel,2,596,0,1,species in MSI
2014,blue_mussel,4,596,408.91560000000004,1,species in MSI
2014,blue_mussel,5,596,0,1,species in MSI
2014,blue_mussel,6,596,187.08440000000002,1,species in MSI
2014,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2014,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2014,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2014,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2014,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2014,coho_silver_salmon,3,0,0,1,species in MSI
2014,coho_silver_salmon,4,0,0,1,species in MSI
2014,coho_silver_salmon,5,0,0,1,species in MSI
2014,coho_silver_salmon,6,0,0,1,species in MSI
2014,coho_silver_salmon,8,0,0,1,species in MSI
2014,japanese_carpet_shell,2,1443,0,0.925,genus average from global assessment
2014,japanese_carpet_shell,4,1443,15.5844,0.925,genus average from global assessment
2014,japanese_carpet_shell,5,1443,15.7287,0.925,genus average from global assessment
2014,japanese_carpet_shell,6,1443,1411.6869,0.925,genus average from global assessment
2014,pacific_cupped_oyster,2,6184,0,0.1,species in MSI
2014,pacific_cupped_oyster,4,6184,453.90560000000005,0.1,species in MSI
2014,pacific_cupped_oyster,5,6184,112.5488,0.1,species in MSI
2014,pacific_cupped_oyster,6,6184,5617.5455999999995,0.1,species in MSI
2014,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2014,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2014,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2014,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2014,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2014,scallops_nei,2,90,1.4129999999999998,0.55,genus average from global assessment
2014,scallops_nei,4,90,11.214,0.55,genus average from global assessment
2014,scallops_nei,5,90,0.126,0.55,genus average from global assessment
2014,scallops_nei,6,90,77.247,0.55,genus average from global assessment
2015,atlantic_salmon,3,92926,6486.2348,0.1,species in MSI
2015,atlantic_salmon,4,92926,52642.579,0.1,species in MSI
2015,atlantic_salmon,5,92926,27887.092599999996,0.1,species in MSI
2015,atlantic_salmon,6,92926,5891.5084,0.1,species in MSI
2015,atlantic_salmon,8,92926,18.5852,0.1,species in MSI
2015,blue_mussel,2,668,0,1,species in MSI
2015,blue_mussel,4,668,458.31480000000005,1,species in MSI
2015,blue_mussel,5,668,0,1,species in MSI
2015,blue_mussel,6,668,209.6852,1,species in MSI
2015,chinook_spring_king_salmon,3,0,0,1,high risk analogous to native coho/silver salmon
2015,chinook_spring_king_salmon,4,0,0,1,high risk analogous to native coho/silver salmon
2015,chinook_spring_king_salmon,5,0,0,1,high risk analogous to native coho/silver salmon
2015,chinook_spring_king_salmon,6,0,0,1,high risk analogous to native coho/silver salmon
2015,chinook_spring_king_salmon,8,0,0,1,high risk analogous to native coho/silver salmon
2015,coho_silver_salmon,3,0,0,1,species in MSI
2015,coho_silver_salmon,4,0,0,1,species in MSI
2015,coho_silver_salmon,5,0,0,1,species in MSI
2015,coho_silver_salmon,6,0,0,1,species in MSI
2015,coho_silver_salmon,8,0,0,1,species in MSI
2015,japanese_carpet_shell,2,1260,0,0.925,genus average from global assessment
2015,japanese_carpet_shell,4,1260,13.608,0.925,genus average from global assessment
2015,japanese_carpet_shell,5,1260,13.734,0.925,genus average from global assessment
2015,japanese_carpet_shell,6,1260,1232.658,0.925,genus average from global assessment
2015,pacific_cupped_oyster,2,6587,0,0.1,species in MSI
2015,pacific_cupped_oyster,4,6587,483.48580000000004,0.1,species in MSI
2015,pacific_cupped_oyster,5,6587,119.88340000000001,0.1,species in MSI
2015,pacific_cupped_oyster,6,6587,5983.6308,0.1,species in MSI
2015,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
2015,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
2015,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
2015,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
2015,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
2015,scallops_nei,2,20,0.31399999999999995,0.55,genus average from global assessment
2015,scallops_nei,4,20,2.492,0.55,genus average from global assessment
2015,scallops_nei,5,20,0.028,0.55,genus average from global assessment
2015,scallops_nei,6,20,17.166,0.55,genus average from global assessment
